round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2012-10-02,Nordsjælland,Chelsea,Denmark,England,0,4,,,Telia Parken,Chelsea,0-4
Group stage,2012-10-03,Dynamo Kyiv,Dinamo Zagreb,Ukraine,Croatia,2,0,,,NSK Olimpiyskyi,Dynamo Kyiv,2-0
Group stage,2012-10-03,Porto,Paris S-G,Portugal,France,1,0,,,Estádio do Dragão,Porto,1-0
Group stage,2012-10-03,Schalke 04,Montpellier,Germany,France,2,2,,,Arena AufSchalke,,2-2
Group stage,2012-10-03,Anderlecht,Málaga,Belgium,Spain,0,3,,,Constant Vanden Stock Stadium,Málaga,0-3
Group stage,2012-10-03,Arsenal,Olympiacos,England,Greece,3,1,,,Arsenal Stadium,Arsenal,3-1
Group stage,2012-10-03,Ajax,Real Madrid,Netherlands,Spain,1,4,,,Amsterdam ArenA,Real Madrid,1-4
Group stage,2012-10-03,Zenit,Milan,Russia,Italy,2,3,,,Stadion Petrovski,Milan,2-3
Group stage,2012-10-03,Manchester City,Dortmund,England,Germany,1,1,,,City of Manchester Stadium,,1-1
Group stage,2012-10-23,Nordsjælland,Juventus,Denmark,Italy,1,1,,,Telia Parken,,1-1
Group stage,2012-10-23,BATE Borisov,Valencia,Belarus,Spain,0,3,,,Dinamo Stadion,Valencia,0-3
Group stage,2012-10-23,Shakhtar,Chelsea,Ukraine,England,2,1,,,Donbass Arena,Shakhtar,2-1
Group stage,2012-10-23,Galatasaray,CFR Cluj,Turkey,Romania,1,1,,,Ali Sami Yen Spor Kompleksi,,1-1
Group stage,2012-10-23,Spartak Moscow,Benfica,Russia,Portugal,2,1,,,Stadion Luzhniki,Spartak Moscow,2-1
Group stage,2012-10-23,Barcelona,Celtic,Spain,Scotland,2,1,,,Camp Nou,Barcelona,2-1
Group stage,2012-10-23,Lille,Bayern Munich,France,Germany,0,1,,,Stadium Lille Métropole,Bayern Munich,0-1
Group stage,2012-10-23,Manchester Utd,Braga,England,Portugal,3,2,,,Old Trafford,Manchester Utd,3-2
Group stage,2012-10-24,Arsenal,Schalke 04,England,Germany,0,2,,,Arsenal Stadium,Schalke 04,0-2
Group stage,2012-10-24,Málaga,Milan,Spain,Italy,1,0,,,La Rosaleda,Málaga,1-0
Group stage,2012-10-24,Dortmund,Real Madrid,Germany,Spain,2,1,,,BVB Stadion Dortmund,Dortmund,2-1
Group stage,2012-10-24,Porto,Dynamo Kyiv,Portugal,Ukraine,3,2,,,Estádio do Dragão,Porto,3-2
Group stage,2012-10-24,Montpellier,Olympiacos,France,Greece,1,2,,,Stade de la Mosson,Olympiacos,1-2
Group stage,2012-10-24,Dinamo Zagreb,Paris S-G,Croatia,France,0,2,,,Stadion Maksimir,Paris S-G,0-2
Group stage,2012-10-24,Ajax,Manchester City,Netherlands,England,3,1,,,Amsterdam ArenA,Ajax,3-1
Group stage,2012-10-24,Zenit,Anderlecht,Russia,Belgium,1,0,,,Stadion Petrovski,Zenit,1-0
Group stage,2012-11-06,Milan,Málaga,Italy,Spain,1,1,,,Stadio Giuseppe Meazza,,1-1
Group stage,2012-11-06,Anderlecht,Zenit,Belgium,Russia,1,0,,,Constant Vanden Stock Stadium,Anderlecht,1-0
Group stage,2012-11-06,Dynamo Kyiv,Porto,Ukraine,Portugal,0,0,,,NSK Olimpiyskyi,,0-0
Group stage,2012-11-06,Real Madrid,Dortmund,Spain,Germany,2,2,,,Estadio Santiago Bernabéu,,2-2
Group stage,2012-11-06,Manchester City,Ajax,England,Netherlands,2,2,,,City of Manchester Stadium,,2-2
Group stage,2012-11-06,Schalke 04,Arsenal,Germany,England,2,2,,,Arena AufSchalke,,2-2
Group stage,2012-11-06,Paris S-G,Dinamo Zagreb,France,Croatia,4,0,,,Parc des Princes,Paris S-G,4-0
Group stage,2012-11-06,Olympiacos,Montpellier,Greece,France,3,1,,,Stadio Georgios Karaiskakis,Olympiacos,3-1
Group stage,2012-11-07,Celtic,Barcelona,Scotland,Spain,2,1,,,Celtic Park,Celtic,2-1
Group stage,2012-11-07,Benfica,Spartak Moscow,Portugal,Russia,2,0,,,Estádio do Sport Lisboa e Benfica,Benfica,2-0
Group stage,2012-11-07,Braga,Manchester Utd,Portugal,England,1,3,,,Estádio Municipal de Braga,Manchester Utd,1-3
Group stage,2012-11-07,Valencia,BATE Borisov,Spain,Belarus,4,2,,,Estadi de Mestalla,Valencia,4-2
Group stage,2012-11-07,Bayern Munich,Lille,Germany,France,6,1,,,Fußball Arena München,Bayern Munich,6-1
Group stage,2012-11-07,CFR Cluj,Galatasaray,Romania,Turkey,1,3,,,Stadionul Dr. Constantin Rădulescu,Galatasaray,1-3
Group stage,2012-11-07,Juventus,Nordsjælland,Italy,Denmark,4,0,,,Juventus Stadium,Juventus,4-0
Group stage,2012-11-07,Chelsea,Shakhtar,England,Ukraine,3,2,,,Stamford Bridge,Chelsea,3-2
Group stage,2012-11-20,Juventus,Chelsea,Italy,England,3,0,,,Juventus Stadium,Juventus,3-0
Group stage,2012-11-20,CFR Cluj,Braga,Romania,Portugal,3,1,,,Stadionul Dr. Constantin Rădulescu,CFR Cluj,3-1
Group stage,2012-11-20,Benfica,Celtic,Portugal,Scotland,2,1,,,Estádio do Sport Lisboa e Benfica,Benfica,2-1
Group stage,2012-11-20,BATE Borisov,Lille,Belarus,France,0,2,,,Dinamo Stadion,Lille,0-2
Group stage,2012-11-20,Galatasaray,Manchester Utd,Turkey,England,1,0,,,Ali Sami Yen Spor Kompleksi,Galatasaray,1-0
Group stage,2012-11-20,Valencia,Bayern Munich,Spain,Germany,1,1,,,Estadi de Mestalla,,1-1
Group stage,2012-11-20,Nordsjælland,Shakhtar,Denmark,Ukraine,2,5,,,Telia Parken,Shakhtar,2-5
Group stage,2012-11-20,Spartak Moscow,Barcelona,Russia,Spain,0,3,,,Stadion Luzhniki,Barcelona,0-3
Group stage,2012-11-21,Arsenal,Montpellier,England,France,2,0,,,Arsenal Stadium,Arsenal,2-0
Group stage,2012-11-21,Anderlecht,Milan,Belgium,Italy,1,3,,,Constant Vanden Stock Stadium,Milan,1-3
Group stage,2012-11-21,Zenit,Málaga,Russia,Spain,2,2,,,Stadion Petrovski,,2-2
Group stage,2012-11-21,Porto,Dinamo Zagreb,Portugal,Croatia,3,0,,,Estádio do Dragão,Porto,3-0
Group stage,2012-11-21,Manchester City,Real Madrid,England,Spain,1,1,,,City of Manchester Stadium,,1-1
Group stage,2012-11-21,Schalke 04,Olympiacos,Germany,Greece,1,0,,,Arena AufSchalke,Schalke 04,1-0
Group stage,2012-11-21,Dynamo Kyiv,Paris S-G,Ukraine,France,0,2,,,NSK Olimpiyskyi,Paris S-G,0-2
Group stage,2012-11-21,Ajax,Dortmund,Netherlands,Germany,1,4,,,Amsterdam ArenA,Dortmund,1-4
Group stage,2012-12-04,Dortmund,Manchester City,Germany,England,1,0,,,BVB Stadion Dortmund,Dortmund,1-0
Group stage,2012-12-04,Real Madrid,Ajax,Spain,Netherlands,4,1,,,Estadio Santiago Bernabéu,Real Madrid,4-1
Group stage,2012-12-04,Paris S-G,Porto,France,Portugal,2,1,,,Parc des Princes,Paris S-G,2-1
Group stage,2012-12-04,Dinamo Zagreb,Dynamo Kyiv,Croatia,Ukraine,1,1,,,Stadion Maksimir,,1-1
Group stage,2012-12-04,Olympiacos,Arsenal,Greece,England,2,1,,,Stadio Georgios Karaiskakis,Olympiacos,2-1
Group stage,2012-12-04,Málaga,Anderlecht,Spain,Belgium,2,2,,,La Rosaleda,,2-2
Group stage,2012-12-04,Milan,Zenit,Italy,Russia,0,1,,,Stadio Giuseppe Meazza,Zenit,0-1
Group stage,2012-12-04,Montpellier,Schalke 04,France,Germany,1,1,,,Stade de la Mosson,,1-1
Group stage,2012-12-05,Manchester Utd,CFR Cluj,England,Romania,0,1,,,Old Trafford,CFR Cluj,0-1
Group stage,2012-12-05,Celtic,Spartak Moscow,Scotland,Russia,2,1,,,Celtic Park,Celtic,2-1
Group stage,2012-12-05,Chelsea,Nordsjælland,England,Denmark,6,1,,,Stamford Bridge,Chelsea,6-1
Group stage,2012-12-05,Barcelona,Benfica,Spain,Portugal,0,0,,,Camp Nou,,0-0
Group stage,2012-12-05,Braga,Galatasaray,Portugal,Turkey,1,2,,,Estádio Municipal de Braga,Galatasaray,1-2
Group stage,2012-12-05,Bayern Munich,BATE Borisov,Germany,Belarus,4,1,,,Fußball Arena München,Bayern Munich,4-1
Group stage,2012-12-05,Lille,Valencia,France,Spain,0,1,,,Stadium Lille Métropole,Valencia,0-1
Group stage,2012-12-05,Shakhtar,Juventus,Ukraine,Italy,0,1,,,Donbass Arena,Juventus,0-1
Round of 16,2013-02-12,Valencia,Paris S-G,Spain,France,1,2,,,Estadi de Mestalla,Paris S-G,1-2
Round of 16,2013-02-12,Celtic,Juventus,Scotland,Italy,0,3,,,Celtic Park,Juventus,0-3
Round of 16,2013-02-13,Real Madrid,Manchester Utd,Spain,England,1,1,,,Estadio Santiago Bernabéu,,1-1
Round of 16,2013-02-13,Shakhtar,Dortmund,Ukraine,Germany,2,2,,,Donbass Arena,,2-2
Round of 16,2013-02-19,Arsenal,Bayern Munich,England,Germany,1,3,,,Arsenal Stadium,Bayern Munich,1-3
Round of 16,2013-02-19,Porto,Málaga,Portugal,Spain,1,0,,,Estádio do Dragão,Porto,1-0
Round of 16,2013-02-20,Milan,Barcelona,Italy,Spain,2,0,,,Stadio Giuseppe Meazza,Milan,2-0
Round of 16,2013-02-20,Galatasaray,Schalke 04,Turkey,Germany,1,1,,,Ali Sami Yen Spor Kompleksi,,1-1
Round of 16,2013-03-05,Manchester Utd,Real Madrid,England,Spain,1,2,,,Old Trafford,Real Madrid,1-2
Round of 16,2013-03-05,Dortmund,Shakhtar,Germany,Ukraine,3,0,,,BVB Stadion Dortmund,Dortmund,3-0
Round of 16,2013-03-06,Paris S-G,Valencia,France,Spain,1,1,,,Parc des Princes,,1-1
Round of 16,2013-03-06,Juventus,Celtic,Italy,Scotland,2,0,,,Juventus Stadium,Juventus,2-0
Round of 16,2013-03-12,Schalke 04,Galatasaray,Germany,Turkey,2,3,,,Arena AufSchalke,Galatasaray,2-3
Round of 16,2013-03-12,Barcelona,Milan,Spain,Italy,4,0,,,Camp Nou,Barcelona,4-0
Round of 16,2013-03-13,Málaga,Porto,Spain,Portugal,2,0,,,La Rosaleda,Málaga,2-0
Round of 16,2013-03-13,Bayern Munich,Arsenal,Germany,England,0,2,,,Fußball Arena München,Arsenal,0-2
Quarter-finals,2013-04-02,Paris S-G,Barcelona,France,Spain,2,2,,,Parc des Princes,,2-2
Quarter-finals,2013-04-02,Bayern Munich,Juventus,Germany,Italy,2,0,,,Fußball Arena München,Bayern Munich,2-0
Quarter-finals,2013-04-03,Málaga,Dortmund,Spain,Germany,0,0,,,La Rosaleda,,0-0
Quarter-finals,2013-04-03,Real Madrid,Galatasaray,Spain,Turkey,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0
Quarter-finals,2013-04-09,Dortmund,Málaga,Germany,Spain,3,2,,,BVB Stadion Dortmund,Dortmund,3-2
Quarter-finals,2013-04-09,Galatasaray,Real Madrid,Turkey,Spain,3,2,,,Ali Sami Yen Spor Kompleksi,Galatasaray,3-2
Quarter-finals,2013-04-10,Barcelona,Paris S-G,Spain,France,1,1,,,Camp Nou,,1-1
Quarter-finals,2013-04-10,Juventus,Bayern Munich,Italy,Germany,0,2,,,Juventus Stadium,Bayern Munich,0-2
Semi-finals,2013-04-23,Bayern Munich,Barcelona,Germany,Spain,4,0,,,Fußball Arena München,Bayern Munich,4-0
Semi-finals,2013-04-24,Dortmund,Real Madrid,Germany,Spain,4,1,,,BVB Stadion Dortmund,Dortmund,4-1
Semi-finals,2013-04-30,Real Madrid,Dortmund,Spain,Germany,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0
Semi-finals,2013-05-01,Barcelona,Bayern Munich,Spain,Germany,0,3,,,Camp Nou,Bayern Munich,0-3
Final,2013-05-25,Dortmund,Bayern Munich,Germany,Germany,1,2,,,Wembley Stadium (Neutral Site),Bayern Munich,1-2
