round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2005-12-06,Betis,Anderlecht,Spain,Belgium,0,1,,,Manuel Ruíz de Lopera,Anderlecht,0-1
Group stage,2005-12-06,Chelsea,Liverpool,England,England,0,0,,,Stamford Bridge,,0-0
Group stage,2005-12-06,Artmedia,Porto,Slovakia,Portugal,0,0,,,Tehelné Pole,,0-0
Group stage,2005-12-06,PSV Eindhoven,Fenerbahçe,Netherlands,Turkey,2,0,,,PSV Stadion,PSV Eindhoven,2-0
Group stage,2005-12-06,Rangers,Inter,Scotland,Italy,1,1,,,Ibrox Stadium,,1-1
Group stage,2005-12-06,Olympiacos,Real Madrid,Greece,Spain,2,1,,,Stadio Georgios Karaiskakis,Olympiacos,2-1
Group stage,2005-12-07,Villarreal,Lille,Spain,France,1,0,,,Estadio El Madrigal,Villarreal,1-0
Group stage,2005-12-07,Sparta Prague,Thun,Czech Republic,Switzerland,0,0,,,Stadion Letná,,0-0
Group stage,2005-12-07,Udinese,Barcelona,Italy,Spain,0,2,,,Stadio Friuli,Barcelona,0-2
Group stage,2005-12-07,Club Brugge,Bayern Munich,Belgium,Germany,1,1,,,Jan Breydelstadion,,1-1
Group stage,2005-12-07,Werder Bremen,Panathinaikos,Germany,Greece,5,1,,,Weserstadion,Werder Bremen,5-1
Group stage,2005-12-07,Rapid Wien,Juventus,Austria,Italy,1,3,,,Ernst,Juventus,1-3
Group stage,2005-12-07,Arsenal,Ajax,England,Netherlands,0,0,,,Highbury,,0-0
Group stage,2005-12-07,Benfica,Manchester Utd,Portugal,England,2,1,,,Estádio do Sport Lisboa e Benfica,Benfica,2-1
Round of 16,2006-02-21,PSV Eindhoven,Lyon,Netherlands,France,0,1,,,PSV Stadion,Lyon,0-1
Round of 16,2006-02-21,Benfica,Liverpool,Portugal,England,1,0,,,Estádio do Sport Lisboa e Benfica,Benfica,1-0
Round of 16,2006-02-21,Bayern Munich,Milan,Germany,Italy,1,1,,,Fußball Arena München,,1-1
Round of 16,2006-02-21,Real Madrid,Arsenal,Spain,England,0,1,,,Estadio Santiago Bernabéu,Arsenal,0-1
Round of 16,2006-02-22,Werder Bremen,Juventus,Germany,Italy,3,2,,,Weserstadion,Werder Bremen,3-2
Round of 16,2006-02-22,Chelsea,Barcelona,England,Spain,1,2,,,Stamford Bridge,Barcelona,1-2
Round of 16,2006-02-22,Rangers,Villarreal,Scotland,Spain,2,2,,,Ibrox Stadium,,2-2
Round of 16,2006-02-22,Ajax,Inter,Netherlands,Italy,2,2,,,Amsterdam ArenA,,2-2
Round of 16,2006-03-07,Juventus,Werder Bremen,Italy,Germany,2,1,,,Delle Alpi,Juventus,2-1
Round of 16,2006-03-07,Barcelona,Chelsea,Spain,England,1,1,,,Camp Nou,,1-1
Round of 16,2006-03-07,Villarreal,Rangers,Spain,Scotland,1,1,,,Estadio El Madrigal,,1-1
Round of 16,2006-03-08,Arsenal,Real Madrid,England,Spain,0,0,,,Highbury,,0-0
Round of 16,2006-03-08,Lyon,PSV Eindhoven,France,Netherlands,4,0,,,Stade de Gerland,Lyon,4-0
Round of 16,2006-03-08,Liverpool,Benfica,England,Portugal,0,2,,,Anfield,Benfica,0-2
Round of 16,2006-03-08,Milan,Bayern Munich,Italy,Germany,4,1,,,Stadio Giuseppe Meazza,Milan,4-1
Round of 16,2006-03-14,Inter,Ajax,Italy,Netherlands,1,0,,,Stadio Giuseppe Meazza,Inter,1-0
Quarter-finals,2006-03-28,Arsenal,Juventus,England,Italy,2,0,,,Highbury,Arsenal,2-0
Quarter-finals,2006-03-28,Benfica,Barcelona,Portugal,Spain,0,0,,,Estádio do Sport Lisboa e Benfica,,0-0
Quarter-finals,2006-03-29,Lyon,Milan,France,Italy,0,0,,,Stade de Gerland,,0-0
Quarter-finals,2006-03-29,Inter,Villarreal,Italy,Spain,2,1,,,Stadio Giuseppe Meazza,Inter,2-1
Quarter-finals,2006-04-04,Villarreal,Inter,Spain,Italy,1,0,,,Estadio El Madrigal,Villarreal,1-0
Quarter-finals,2006-04-04,Milan,Lyon,Italy,France,3,1,,,Stadio Giuseppe Meazza,Milan,3-1
Quarter-finals,2006-04-05,Juventus,Arsenal,Italy,England,0,0,,,Delle Alpi,,0-0
Quarter-finals,2006-04-05,Barcelona,Benfica,Spain,Portugal,2,0,,,Camp Nou,Barcelona,2-0
Semi-finals,2006-04-18,Milan,Barcelona,Italy,Spain,0,1,,,Stadio Giuseppe Meazza,Barcelona,0-1
Semi-finals,2006-04-19,Arsenal,Villarreal,England,Spain,1,0,,,Highbury,Arsenal,1-0
Semi-finals,2006-04-25,Villarreal,Arsenal,Spain,England,0,0,,,Estadio El Madrigal,,0-0
Semi-finals,2006-04-26,Barcelona,Milan,Spain,Italy,0,0,,,Camp Nou,,0-0
Final,2006-05-17,Barcelona,Arsenal,Spain,England,2,1,,,Stade de France (Neutral Site),Barcelona,2-1
