round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
League phase,2024-10-22,Juventus,Stuttgart,Italy,Germany,0,1,,,Allianz Stadium,Stuttgart,0-1
League phase,2024-10-22,Real Madrid,Dortmund,Spain,Germany,5,2,,,Estadio Santiago Bernabéu,Real Madrid,5-2
League phase,2024-10-22,Girona,Slovan Bratislava,Spain,Slovakia,2,0,,,Estadi Municipal de Montilivi,Girona,2-0
League phase,2024-10-22,Paris S-G,PSV Eindhoven,France,Netherlands,1,1,,,Parc des Princes,,1-1
League phase,2024-10-23,Brest,Leverkusen,France,Germany,1,1,,,Stade du Roudourou,,1-1
League phase,2024-10-23,Atalanta,Celtic,Italy,Scotland,0,0,,,Gewiss Stadium,,0-0
League phase,2024-10-23,Benfica,Feyenoord,Portugal,Netherlands,1,3,,,Estádio do Sport Lisboa e Benfica,Feyenoord,1-3
League phase,2024-10-23,Manchester City,Sparta Prague,England,Czech Republic,5,0,,,Etihad Stadium,Manchester City,5-0
League phase,2024-10-23,RB Salzburg,Dinamo Zagreb,Austria,Croatia,0,2,,,Red Bull Arena,Dinamo Zagreb,0-2
League phase,2024-10-23,Young Boys,Inter,Switzerland,Italy,0,1,,,Stadion Wankdorf,Inter,0-1
League phase,2024-10-23,Barcelona,Bayern Munich,Spain,Germany,4,1,,,Estadi Olímpic Lluís Companys,Barcelona,4-1
League phase,2024-10-23,Atlético Madrid,Lille,Spain,France,1,3,,,Riyadh Air Metropolitan Stadium,Lille,1-3
League phase,2024-10-23,RB Leipzig,Liverpool,Germany,England,0,1,,,Red Bull Arena,Liverpool,0-1
League phase,2024-11-05,Slovan Bratislava,Dinamo Zagreb,Slovakia,Croatia,1,4,,,Štadión Tehelné pole,Dinamo Zagreb,1-4
League phase,2024-11-05,PSV Eindhoven,Girona,Netherlands,Spain,4,0,,,Philips Stadion,PSV Eindhoven,4-0
League phase,2024-11-05,Sporting CP,Manchester City,Portugal,England,4,1,,,Estádio José Alvalade,Sporting CP,4-1
League phase,2024-11-05,Liverpool,Leverkusen,England,Germany,4,0,,,Anfield,Liverpool,4-0
League phase,2024-11-05,Celtic,RB Leipzig,Scotland,Germany,3,1,,,Celtic Park,Celtic,3-1
League phase,2024-11-05,Bologna,Monaco,Italy,France,0,1,,,Stadio Renato Dall'Ara,Monaco,0-1
League phase,2024-11-05,Real Madrid,Milan,Spain,Italy,1,3,,,Estadio Santiago Bernabéu,Milan,1-3
League phase,2024-11-05,Lille,Juventus,France,Italy,1,1,,,Decathlon Arena - Stade Pierre-Mauroy,,1-1
League phase,2024-11-05,Dortmund,Sturm Graz,Germany,Austria,1,0,,,Signal Iduna Park,Dortmund,1-0
League phase,2024-11-06,Club Brugge,Aston Villa,Belgium,England,1,0,,,Jan Breydelstadion,Club Brugge,1-0
League phase,2024-11-06,Shakhtar,Young Boys,Ukraine,Switzerland,2,1,,,Veltins-Arena,Shakhtar,2-1
League phase,2024-11-06,Paris S-G,Atlético Madrid,France,Spain,1,2,,,Parc des Princes,Atlético Madrid,1-2
League phase,2024-11-06,Bayern Munich,Benfica,Germany,Portugal,1,0,,,Allianz Arena,Bayern Munich,1-0
League phase,2024-11-06,Red Star,Barcelona,Serbia,Spain,2,5,,,Stadion Rajko Mitić,Barcelona,2-5
League phase,2024-11-06,Sparta Prague,Brest,Czech Republic,France,1,2,,,epet Arena,Brest,1-2
League phase,2024-11-06,Feyenoord,RB Salzburg,Netherlands,Austria,1,3,,,Stadion Feijenoord,RB Salzburg,1-3
League phase,2024-11-06,Stuttgart,Atalanta,Germany,Italy,0,2,,,MHPArena,Atalanta,0-2
League phase,2024-11-06,Inter,Arsenal,Italy,England,1,0,,,Stadio Giuseppe Meazza,Inter,1-0
League phase,2024-11-26,Slovan Bratislava,Milan,Slovakia,Italy,2,3,,,Štadión Tehelné pole,Milan,2-3
League phase,2024-11-26,Sparta Prague,Atlético Madrid,Czech Republic,Spain,0,6,,,epet Arena,Atlético Madrid,0-6
League phase,2024-11-26,Manchester City,Feyenoord,England,Netherlands,3,3,,,Etihad Stadium,,3-3
League phase,2024-11-26,Sporting CP,Arsenal,Portugal,England,1,5,,,Estádio José Alvalade,Arsenal,1-5
League phase,2024-11-26,Barcelona,Brest,Spain,France,3,0,,,Estadi Olímpic Lluís Companys,Barcelona,3-0
League phase,2024-11-26,Leverkusen,RB Salzburg,Germany,Austria,5,0,,,BayArena,Leverkusen,5-0
League phase,2024-11-26,Inter,RB Leipzig,Italy,Germany,1,0,,,Stadio Giuseppe Meazza,Inter,1-0
League phase,2024-11-26,Bayern Munich,Paris S-G,Germany,France,1,0,,,Allianz Arena,Bayern Munich,1-0
League phase,2024-11-26,Young Boys,Atalanta,Switzerland,Italy,1,6,,,Stadion Wankdorf,Atalanta,1-6
League phase,2024-11-27,Red Star,Stuttgart,Serbia,Germany,5,1,,,Stadion Rajko Mitić,Red Star,5-1
League phase,2024-11-27,Sturm Graz,Girona,Austria,Spain,1,0,,,Merkur Arena,Sturm Graz,1-0
League phase,2024-11-27,Aston Villa,Juventus,England,Italy,0,0,,,Villa Park,,0-0
League phase,2024-11-27,Liverpool,Real Madrid,England,Spain,2,0,,,Anfield,Liverpool,2-0
League phase,2024-11-27,Celtic,Club Brugge,Scotland,Belgium,1,1,,,Celtic Park,,1-1
League phase,2024-11-27,PSV Eindhoven,Shakhtar,Netherlands,Ukraine,3,2,,,Philips Stadion,PSV Eindhoven,3-2
League phase,2024-11-27,Bologna,Lille,Italy,France,1,2,,,Stadio Renato Dall'Ara,Lille,1-2
League phase,2024-11-27,Dinamo Zagreb,Dortmund,Croatia,Germany,0,3,,,Stadion Maksimir,Dortmund,0-3
League phase,2024-11-27,Monaco,Benfica,France,Portugal,2,3,,,Stade Louis II,Benfica,2-3
League phase,2024-12-10,Dinamo Zagreb,Celtic,Croatia,Scotland,0,0,,,Stadion Maksimir,,0-0
League phase,2024-12-10,Girona,Liverpool,Spain,England,0,1,,,Estadi Municipal de Montilivi,Liverpool,0-1
League phase,2024-12-10,Leverkusen,Inter,Germany,Italy,1,0,,,BayArena,Leverkusen,1-0
League phase,2024-12-10,Brest,PSV Eindhoven,France,Netherlands,1,0,,,Stade du Roudourou,Brest,1-0
League phase,2024-12-10,Club Brugge,Sporting CP,Belgium,Portugal,2,1,,,Jan Breydelstadion,Club Brugge,2-1
League phase,2024-12-10,RB Salzburg,Paris S-G,Austria,France,0,3,,,Red Bull Arena,Paris S-G,0-3
League phase,2024-12-10,RB Leipzig,Aston Villa,Germany,England,2,3,,,Red Bull Arena,Aston Villa,2-3
League phase,2024-12-10,Atalanta,Real Madrid,Italy,Spain,2,3,,,Gewiss Stadium,Real Madrid,2-3
League phase,2024-12-10,Shakhtar,Bayern Munich,Ukraine,Germany,1,5,,,Veltins-Arena,Bayern Munich,1-5
League phase,2024-12-11,Lille,Sturm Graz,France,Austria,3,2,,,Decathlon Arena - Stade Pierre-Mauroy,Lille,3-2
League phase,2024-12-11,Atlético Madrid,Slovan Bratislava,Spain,Slovakia,3,1,,,Riyadh Air Metropolitan Stadium,Atlético Madrid,3-1
League phase,2024-12-11,Arsenal,Monaco,England,France,3,0,,,Emirates Stadium,Arsenal,3-0
League phase,2024-12-11,Benfica,Bologna,Portugal,Italy,0,0,,,Estádio do Sport Lisboa e Benfica,,0-0
League phase,2024-12-11,Milan,Red Star,Italy,Serbia,2,1,,,Stadio Giuseppe Meazza,Milan,2-1
League phase,2024-12-11,Juventus,Manchester City,Italy,England,2,0,,,Allianz Stadium,Juventus,2-0
League phase,2024-12-11,Stuttgart,Young Boys,Germany,Switzerland,5,1,,,MHPArena,Stuttgart,5-1
League phase,2024-12-11,Dortmund,Barcelona,Germany,Spain,2,3,,,Signal Iduna Park,Barcelona,2-3
League phase,2024-12-11,Feyenoord,Sparta Prague,Netherlands,Czech Republic,4,2,,,Stadion Feijenoord,Feyenoord,4-2
League phase,2025-01-21,Atalanta,Sturm Graz,Italy,Austria,5,0,,,Gewiss Stadium,Atalanta,5-0
League phase,2025-01-21,Monaco,Aston Villa,France,England,1,0,,,Stade Louis II,Monaco,1-0
League phase,2025-01-21,Liverpool,Lille,England,France,2,1,,,Anfield,Liverpool,2-1
League phase,2025-01-21,Benfica,Barcelona,Portugal,Spain,4,5,,,Estádio do Sport Lisboa e Benfica,Barcelona,4-5
League phase,2025-01-21,Bologna,Dortmund,Italy,Germany,2,1,,,Stadio Renato Dall'Ara,Bologna,2-1
League phase,2025-01-21,Club Brugge,Juventus,Belgium,Italy,0,0,,,Jan Breydelstadion,,0-0
League phase,2025-01-21,Red Star,PSV Eindhoven,Serbia,Netherlands,2,3,,,Stadion Rajko Mitić,PSV Eindhoven,2-3
League phase,2025-01-21,Slovan Bratislava,Stuttgart,Slovakia,Germany,1,3,,,Štadión Tehelné pole,Stuttgart,1-3
League phase,2025-01-21,Atlético Madrid,Leverkusen,Spain,Germany,2,1,,,Riyadh Air Metropolitan Stadium,Atlético Madrid,2-1
League phase,2025-01-22,RB Leipzig,Sporting CP,Germany,Portugal,2,1,,,Red Bull Arena,RB Leipzig,2-1
League phase,2025-01-22,Shakhtar,Brest,Ukraine,France,2,0,,,Veltins-Arena,Shakhtar,2-0
League phase,2025-01-22,Arsenal,Dinamo Zagreb,England,Croatia,3,0,,,Emirates Stadium,Arsenal,3-0
League phase,2025-01-22,Celtic,Young Boys,Scotland,Switzerland,1,0,,,Celtic Park,Celtic,1-0
League phase,2025-01-22,Real Madrid,RB Salzburg,Spain,Austria,5,1,,,Estadio Santiago Bernabéu,Real Madrid,5-1
League phase,2025-01-22,Milan,Girona,Italy,Spain,1,0,,,Stadio Giuseppe Meazza,Milan,1-0
League phase,2025-01-22,Paris S-G,Manchester City,France,England,4,2,,,Parc des Princes,Paris S-G,4-2
League phase,2025-01-22,Sparta Prague,Inter,Czech Republic,Italy,0,1,,,epet Arena,Inter,0-1
League phase,2025-01-22,Feyenoord,Bayern Munich,Netherlands,Germany,3,0,,,Stadion Feijenoord,Feyenoord,3-0
League phase,2025-01-29,Manchester City,Club Brugge,England,Belgium,3,1,,,Etihad Stadium,Manchester City,3-1
League phase,2025-01-29,Aston Villa,Celtic,England,Scotland,4,2,,,Villa Park,Aston Villa,4-2
League phase,2025-01-29,Sporting CP,Bologna,Portugal,Italy,1,1,,,Estádio José Alvalade,,1-1
League phase,2025-01-29,Bayern Munich,Slovan Bratislava,Germany,Slovakia,3,1,,,Allianz Arena,Bayern Munich,3-1
League phase,2025-01-29,Juventus,Benfica,Italy,Portugal,0,2,,,Allianz Stadium,Benfica,0-2
League phase,2025-01-29,Barcelona,Atalanta,Spain,Italy,2,2,,,Estadi Olímpic Lluís Companys,,2-2
League phase,2025-01-29,Dortmund,Shakhtar,Germany,Ukraine,3,1,,,Signal Iduna Park,Dortmund,3-1
League phase,2025-01-29,Brest,Real Madrid,France,Spain,0,3,,,Stade du Roudourou,Real Madrid,0-3
League phase,2025-01-29,PSV Eindhoven,Liverpool,Netherlands,England,3,2,,,Philips Stadion,PSV Eindhoven,3-2
League phase,2025-01-29,Inter,Monaco,Italy,France,3,0,,,Stadio Giuseppe Meazza,Inter,3-0
League phase,2025-01-29,Leverkusen,Sparta Prague,Germany,Czech Republic,2,0,,,BayArena,Leverkusen,2-0
League phase,2025-01-29,RB Salzburg,Atlético Madrid,Austria,Spain,1,4,,,Red Bull Arena,Atlético Madrid,1-4
League phase,2025-01-29,Stuttgart,Paris S-G,Germany,France,1,4,,,MHPArena,Paris S-G,1-4
League phase,2025-01-29,Lille,Feyenoord,France,Netherlands,6,1,,,Decathlon Arena - Stade Pierre-Mauroy,Lille,6-1
League phase,2025-01-29,Sturm Graz,RB Leipzig,Austria,Germany,1,0,,,28 Black Arena,Sturm Graz,1-0
League phase,2025-01-29,Young Boys,Red Star,Switzerland,Serbia,0,1,,,Stadion Wankdorf,Red Star,0-1
League phase,2025-01-29,Girona,Arsenal,Spain,England,1,2,,,Estadi Municipal de Montilivi,Arsenal,1-2
League phase,2025-01-29,Dinamo Zagreb,Milan,Croatia,Italy,2,1,,,Stadion Maksimir,Dinamo Zagreb,2-1
Knockout phase play-offs,2025-02-11,Brest,Paris S-G,France,France,0,3,,,Stade du Roudourou,Paris S-G,0-3
Knockout phase play-offs,2025-02-11,Sporting CP,Dortmund,Portugal,Germany,0,3,,,Estádio José Alvalade,Dortmund,0-3
Knockout phase play-offs,2025-02-11,Manchester City,Real Madrid,England,Spain,2,3,,,Etihad Stadium,Real Madrid,2-3
Knockout phase play-offs,2025-02-11,Juventus,PSV Eindhoven,Italy,Netherlands,2,1,,,Allianz Stadium,Juventus,2-1
Knockout phase play-offs,2025-02-12,Club Brugge,Atalanta,Belgium,Italy,2,1,,,Jan Breydelstadion,Club Brugge,2-1
Knockout phase play-offs,2025-02-12,Celtic,Bayern Munich,Scotland,Germany,1,2,,,Celtic Park,Bayern Munich,1-2
Knockout phase play-offs,2025-02-12,Monaco,Benfica,France,Portugal,0,1,,,Stade Louis II,Benfica,0-1
Knockout phase play-offs,2025-02-12,Feyenoord,Milan,Netherlands,Italy,1,0,,,Stadion Feijenoord,Feyenoord,1-0
Knockout phase play-offs,2025-02-18,Milan,Feyenoord,Italy,Netherlands,1,1,,,Stadio Giuseppe Meazza,,1-1
Knockout phase play-offs,2025-02-18,Benfica,Monaco,Portugal,France,3,3,,,Estádio do Sport Lisboa e Benfica,,3-3
Knockout phase play-offs,2025-02-18,Atalanta,Club Brugge,Italy,Belgium,1,3,,,Gewiss Stadium,Club Brugge,1-3
Knockout phase play-offs,2025-02-18,Bayern Munich,Celtic,Germany,Scotland,1,1,,,Allianz Arena,,1-1
Knockout phase play-offs,2025-02-19,Dortmund,Sporting CP,Germany,Portugal,0,0,,,Signal Iduna Park,,0-0
Knockout phase play-offs,2025-02-19,PSV Eindhoven,Juventus,Netherlands,Italy,3,1,,,Philips Stadion,PSV Eindhoven,3-1
Knockout phase play-offs,2025-02-19,Real Madrid,Manchester City,Spain,England,3,1,,,Estadio Santiago Bernabéu,Real Madrid,3-1
Knockout phase play-offs,2025-02-19,Paris S-G,Brest,France,France,7,0,,,Parc des Princes,Paris S-G,7-0
Round of 16,2025-03-04,Club Brugge,Aston Villa,Belgium,England,1,3,,,Jan Breydelstadion,Aston Villa,1-3
Round of 16,2025-03-04,PSV Eindhoven,Arsenal,Netherlands,England,1,7,,,Philips Stadion,Arsenal,1-7
Round of 16,2025-03-04,Dortmund,Lille,Germany,France,1,1,,,Signal Iduna Park,,1-1
Round of 16,2025-03-04,Real Madrid,Atlético Madrid,Spain,Spain,2,1,,,Estadio Santiago Bernabéu,Real Madrid,2-1
Round of 16,2025-03-05,Feyenoord,Inter,Netherlands,Italy,0,2,,,Stadion Feijenoord,Inter,0-2
Round of 16,2025-03-05,Benfica,Barcelona,Portugal,Spain,0,1,,,Estádio do Sport Lisboa e Benfica,Barcelona,0-1
Round of 16,2025-03-05,Bayern Munich,Leverkusen,Germany,Germany,3,0,,,Allianz Arena,Bayern Munich,3-0
Round of 16,2025-03-05,Paris S-G,Liverpool,France,England,0,1,,,Parc des Princes,Liverpool,0-1
Round of 16,2025-03-11,Barcelona,Benfica,Spain,Portugal,3,1,,,Estadi Olímpic Lluís Companys,Barcelona,3-1
Round of 16,2025-03-11,Liverpool,Paris S-G,England,France,0,1,1,4,Anfield,Paris S-G,0-1
Round of 16,2025-03-11,Leverkusen,Bayern Munich,Germany,Germany,0,2,,,BayArena,Bayern Munich,0-2
Round of 16,2025-03-11,Inter,Feyenoord,Italy,Netherlands,2,1,,,Stadio Giuseppe Meazza,Inter,2-1
Round of 16,2025-03-12,Lille,Dortmund,France,Germany,1,2,,,Decathlon Arena - Stade Pierre-Mauroy,Dortmund,1-2
Round of 16,2025-03-12,Arsenal,PSV Eindhoven,England,Netherlands,2,2,,,Emirates Stadium,,2-2
Round of 16,2025-03-12,Aston Villa,Club Brugge,England,Belgium,3,0,,,Villa Park,Aston Villa,3-0
Round of 16,2025-03-12,Atlético Madrid,Real Madrid,Spain,Spain,1,0,2,4,Riyadh Air Metropolitan Stadium,Real Madrid,1-0
Quarter-finals,2025-04-08,Arsenal,Real Madrid,England,Spain,3,0,,,Emirates Stadium,Arsenal,3-0
Quarter-finals,2025-04-08,Bayern Munich,Inter,Germany,Italy,1,2,,,Allianz Arena,Inter,1-2
Quarter-finals,2025-04-09,Barcelona,Dortmund,Spain,Germany,4,0,,,Estadi Olímpic Lluís Companys,Barcelona,4-0
Quarter-finals,2025-04-09,Paris S-G,Aston Villa,France,England,3,1,,,Parc des Princes,Paris S-G,3-1
Quarter-finals,2025-04-15,Aston Villa,Paris S-G,England,France,3,2,,,Villa Park,Aston Villa,3-2
Quarter-finals,2025-04-15,Dortmund,Barcelona,Germany,Spain,3,1,,,Signal Iduna Park,Dortmund,3-1
Quarter-finals,2025-04-16,Inter,Bayern Munich,Italy,Germany,2,2,,,Stadio Giuseppe Meazza,,2-2
Quarter-finals,2025-04-16,Real Madrid,Arsenal,Spain,England,1,2,,,Estadio Santiago Bernabéu,Arsenal,1-2
Semi-finals,2025-04-29,Arsenal,Paris S-G,England,France,0,1,,,Emirates Stadium,Paris S-G,0-1
Semi-finals,2025-04-30,Barcelona,Inter,Spain,Italy,3,3,,,Estadi Olímpic Lluís Companys,,3-3
Semi-finals,2025-05-06,Inter,Barcelona,Italy,Spain,4,3,,,Stadio Giuseppe Meazza,Inter,4-3
Semi-finals,2025-05-07,Paris S-G,Arsenal,France,England,2,1,,,Parc des Princes,Paris S-G,2-1
Final,2025-05-31,Paris S-G,Inter,France,Italy,5,0,,,Allianz Arena (Neutral Site),Paris S-G,5-0
