round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2011-11-02,Manchester Utd,Oțelul Galați,England,Romania,2,0,,,Old Trafford,Manchester Utd,2-0
Group stage,2011-11-22,Trabzonspor,Inter,Turkey,Italy,1,1,,,Hüseyin Avni Aker Stadyumu,,1-1
Group stage,2011-11-22,Oțelul Galați,Basel,Romania,Switzerland,2,3,,,Arena Națională,Basel,2-3
Group stage,2011-11-22,Manchester Utd,Benfica,England,Portugal,2,2,,,Old Trafford,,2-2
Group stage,2011-11-22,Lyon,Ajax,France,Netherlands,0,0,,,Stade de Gerland,,0-0
Group stage,2011-11-22,Bayern Munich,Villarreal,Germany,Spain,3,1,,,Fußball Arena München,Bayern Munich,3-1
Group stage,2011-11-22,Real Madrid,Dinamo Zagreb,Spain,Croatia,6,2,,,Estadio Santiago Bernabéu,Real Madrid,6-2
Group stage,2011-11-22,Napoli,Manchester City,Italy,England,2,1,,,Stadio San Paolo,Napoli,2-1
Group stage,2011-11-22,CSKA Moscow,Lille,Russia,France,0,2,,,Stadion Luzhniki,Lille,0-2
Group stage,2011-11-23,Valencia,Genk,Spain,Belgium,7,0,,,Estadi de Mestalla,Valencia,7-0
Group stage,2011-11-23,Arsenal,Dortmund,England,Germany,2,1,,,Arsenal Stadium,Arsenal,2-1
Group stage,2011-11-23,Milan,Barcelona,Italy,Spain,2,3,,,Stadio Giuseppe Meazza,Barcelona,2-3
Group stage,2011-11-23,Marseille,Olympiacos,France,Greece,0,1,,,Stade Vélodrome,Olympiacos,0-1
Group stage,2011-11-23,Zenit,APOEL FC,Russia,Cyprus,0,0,,,Stadion Petrovski,,0-0
Group stage,2011-11-23,Leverkusen,Chelsea,Germany,England,2,1,,,BayArena,Leverkusen,2-1
Group stage,2011-11-23,Shakhtar,Porto,Ukraine,Portugal,0,2,,,Donbass Arena,Porto,0-2
Group stage,2011-11-23,BATE Borisov,Viktoria Plzeň,Belarus,Czech Republic,0,1,,,Dinamo Stadion,Viktoria Plzeň,0-1
Group stage,2011-12-06,Porto,Zenit,Portugal,Russia,0,0,,,Estádio do Dragão,,0-0
Group stage,2011-12-06,Chelsea,Valencia,England,Spain,3,0,,,Stamford Bridge,Chelsea,3-0
Group stage,2011-12-06,Olympiacos,Arsenal,Greece,England,3,1,,,Stadio Georgios Karaiskakis,Olympiacos,3-1
Group stage,2011-12-06,APOEL FC,Shakhtar,Cyprus,Ukraine,0,2,,,GSP Stadium,Shakhtar,0-2
Group stage,2011-12-06,Dortmund,Marseille,Germany,France,2,3,,,BVB Stadion Dortmund,Marseille,2-3
Group stage,2011-12-06,Barcelona,BATE Borisov,Spain,Belarus,4,0,,,Camp Nou,Barcelona,4-0
Group stage,2011-12-06,Viktoria Plzeň,Milan,Czech Republic,Italy,2,2,,,Stadion Eden,,2-2
Group stage,2011-12-06,Genk,Leverkusen,Belgium,Germany,1,1,,,KRC Genk Arena,,1-1
Group stage,2011-12-07,Benfica,Oțelul Galați,Portugal,Romania,1,0,,,Estádio do Sport Lisboa e Benfica,Benfica,1-0
Group stage,2011-12-07,Lille,Trabzonspor,France,Turkey,0,0,,,Stadium Lille Métropole,,0-0
Group stage,2011-12-07,Ajax,Real Madrid,Netherlands,Spain,0,3,,,Amsterdam ArenA,Real Madrid,0-3
Group stage,2011-12-07,Inter,CSKA Moscow,Italy,Russia,1,2,,,Stadio Giuseppe Meazza,CSKA Moscow,1-2
Group stage,2011-12-07,Villarreal,Napoli,Spain,Italy,0,2,,,Estadio El Madrigal,Napoli,0-2
Group stage,2011-12-07,Dinamo Zagreb,Lyon,Croatia,France,1,7,,,Stadion Maksimir,Lyon,1-7
Group stage,2011-12-07,Manchester City,Bayern Munich,England,Germany,2,0,,,City of Manchester Stadium,Manchester City,2-0
Group stage,2011-12-07,Basel,Manchester Utd,Switzerland,England,2,1,,,St. Jakob,Basel,2-1
Round of 16,2012-02-14,Lyon,APOEL FC,France,Cyprus,1,0,,,Stade de Gerland,Lyon,1-0
Round of 16,2012-02-14,Leverkusen,Barcelona,Germany,Spain,1,3,,,BayArena,Barcelona,1-3
Round of 16,2012-02-15,Zenit,Benfica,Russia,Portugal,3,2,,,Stadion Petrovski,Zenit,3-2
Round of 16,2012-02-15,Milan,Arsenal,Italy,England,4,0,,,Stadio Giuseppe Meazza,Milan,4-0
Round of 16,2012-02-21,CSKA Moscow,Real Madrid,Russia,Spain,1,1,,,Stadion Luzhniki,,1-1
Round of 16,2012-02-21,Napoli,Chelsea,Italy,England,3,1,,,Stadio San Paolo,Napoli,3-1
Round of 16,2012-02-22,Marseille,Inter,France,Italy,1,0,,,Stade Vélodrome,Marseille,1-0
Round of 16,2012-02-22,Basel,Bayern Munich,Switzerland,Germany,1,0,,,St. Jakob,Basel,1-0
Round of 16,2012-03-06,Benfica,Zenit,Portugal,Russia,2,0,,,Estádio do Sport Lisboa e Benfica,Benfica,2-0
Round of 16,2012-03-06,Arsenal,Milan,England,Italy,3,0,,,Arsenal Stadium,Arsenal,3-0
Round of 16,2012-03-07,Barcelona,Leverkusen,Spain,Germany,7,1,,,Camp Nou,Barcelona,7-1
Round of 16,2012-03-07,APOEL FC,Lyon,Cyprus,France,1,0,4,3,GSP Stadium,APOEL FC,1-0
Round of 16,2012-03-13,Bayern Munich,Basel,Germany,Switzerland,7,0,,,Fußball Arena München,Bayern Munich,7-0
Round of 16,2012-03-13,Inter,Marseille,Italy,France,2,1,,,Stadio Giuseppe Meazza,Inter,2-1
Round of 16,2012-03-14,Real Madrid,CSKA Moscow,Spain,Russia,4,1,,,Estadio Santiago Bernabéu,Real Madrid,4-1
Round of 16,2012-03-14,Chelsea,Napoli,England,Italy,4,1,,,Stamford Bridge,Chelsea,4-1
Quarter-finals,2012-03-27,APOEL FC,Real Madrid,Cyprus,Spain,0,3,,,GSP Stadium,Real Madrid,0-3
Quarter-finals,2012-03-27,Benfica,Chelsea,Portugal,England,0,1,,,Estádio do Sport Lisboa e Benfica,Chelsea,0-1
Quarter-finals,2012-03-28,Milan,Barcelona,Italy,Spain,0,0,,,Stadio Giuseppe Meazza,,0-0
Quarter-finals,2012-03-28,Marseille,Bayern Munich,France,Germany,0,2,,,Stade Vélodrome,Bayern Munich,0-2
Quarter-finals,2012-04-03,Barcelona,Milan,Spain,Italy,3,1,,,Camp Nou,Barcelona,3-1
Quarter-finals,2012-04-03,Bayern Munich,Marseille,Germany,France,2,0,,,Fußball Arena München,Bayern Munich,2-0
Quarter-finals,2012-04-04,Chelsea,Benfica,England,Portugal,2,1,,,Stamford Bridge,Chelsea,2-1
Quarter-finals,2012-04-04,Real Madrid,APOEL FC,Spain,Cyprus,5,2,,,Estadio Santiago Bernabéu,Real Madrid,5-2
Semi-finals,2012-04-17,Bayern Munich,Real Madrid,Germany,Spain,2,1,,,Fußball Arena München,Bayern Munich,2-1
Semi-finals,2012-04-18,Chelsea,Barcelona,England,Spain,1,0,,,Stamford Bridge,Chelsea,1-0
Semi-finals,2012-04-24,Barcelona,Chelsea,Spain,England,2,2,,,Camp Nou,,2-2
Semi-finals,2012-04-25,Real Madrid,Bayern Munich,Spain,Germany,2,1,1,3,Estadio Santiago Bernabéu,Bayern Munich,2-1
Final,2012-05-19,Bayern Munich,Chelsea,Germany,England,1,1,3,4,Fußball Arena München (Neutral Site),Chelsea,1-1
