round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2007-11-28,Lazio,Olympiacos,Italy,Greece,1,2,,,Stadio Olimpico,Olympiacos,1-2
Group stage,2007-11-28,Benfica,Milan,Portugal,Italy,1,1,,,Estádio do Sport Lisboa e Benfica,,1-1
Group stage,2007-11-28,Valencia,Schalke 04,Spain,Germany,0,0,,,Estadi de Mestalla,,0-0
Group stage,2007-11-28,Liverpool,Porto,England,Portugal,4,1,,,Anfield,Liverpool,4-1
Group stage,2007-11-28,Beşiktaş,Marseille,Turkey,France,2,1,,,BJK İnönü Stadyumu,Beşiktaş,2-1
Group stage,2007-12-04,Shakhtar,Benfica,Ukraine,Portugal,1,2,,,RSC Olympiyskiy Stadium,Benfica,1-2
Group stage,2007-12-04,Milan,Celtic,Italy,Scotland,1,0,,,Stadio Giuseppe Meazza,Milan,1-0
Group stage,2007-12-11,Real Madrid,Lazio,Spain,Italy,3,1,,,Estadio Santiago Bernabéu,Real Madrid,3-1
Group stage,2007-12-11,Porto,Beşiktaş,Portugal,Turkey,2,0,,,Estádio do Dragão,Porto,2-0
Group stage,2007-12-11,Chelsea,Valencia,England,Spain,0,0,,,Stamford Bridge,,0-0
Group stage,2007-12-11,Marseille,Liverpool,France,England,0,4,,,Stade Vélodrome,Liverpool,0-4
Group stage,2007-12-11,Olympiacos,Werder Bremen,Greece,Germany,3,0,,,Stadio Georgios Karaiskakis,Olympiacos,3-0
Group stage,2007-12-11,Schalke 04,Rosenborg,Germany,Norway,3,1,,,Arena AufSchalke,Schalke 04,3-1
Group stage,2007-12-12,Sporting CP,Dynamo Kyiv,Portugal,Ukraine,3,0,,,José Alvalade,Sporting CP,3-0
Group stage,2007-12-12,Roma,Manchester Utd,Italy,England,1,1,,,Stadio Olimpico,,1-1
Group stage,2007-12-12,Arsenal,Steaua,England,Romania,2,1,,,Arsenal Stadium,Arsenal,2-1
Group stage,2007-12-12,Slavia Prague,Sevilla,Czech Republic,Spain,0,3,,,Evžena Rošického,Sevilla,0-3
Group stage,2007-12-12,Rangers,Lyon,Scotland,France,0,3,,,Ibrox Stadium,Lyon,0-3
Group stage,2007-12-12,Barcelona,Stuttgart,Spain,Germany,3,1,,,Camp Nou,Barcelona,3-1
Group stage,2007-12-12,PSV Eindhoven,Inter,Netherlands,Italy,0,1,,,PSV Stadion,Inter,0-1
Group stage,2007-12-12,Fenerbahçe,CSKA Moscow,Turkey,Russia,3,1,,,Şükrü Saracoğlu,Fenerbahçe,3-1
Round of 16,2008-02-19,Schalke 04,Porto,Germany,Portugal,1,0,,,Arena AufSchalke,Schalke 04,1-0
Round of 16,2008-02-19,Olympiacos,Chelsea,Greece,England,0,0,,,Stadio Georgios Karaiskakis,,0-0
Round of 16,2008-02-19,Roma,Real Madrid,Italy,Spain,2,1,,,Stadio Olimpico,Roma,2-1
Round of 16,2008-02-19,Liverpool,Inter,England,Italy,2,0,,,Anfield,Liverpool,2-0
Round of 16,2008-02-20,Fenerbahçe,Sevilla,Turkey,Spain,3,2,,,Şükrü Saracoğlu,Fenerbahçe,3-2
Round of 16,2008-02-20,Celtic,Barcelona,Scotland,Spain,2,3,,,Celtic Park,Barcelona,2-3
Round of 16,2008-02-20,Lyon,Manchester Utd,France,England,1,1,,,Stade de Gerland,,1-1
Round of 16,2008-02-20,Arsenal,Milan,England,Italy,0,0,,,Arsenal Stadium,,0-0
Round of 16,2008-03-04,Barcelona,Celtic,Spain,Scotland,1,0,,,Camp Nou,Barcelona,1-0
Round of 16,2008-03-04,Sevilla,Fenerbahçe,Spain,Turkey,3,2,2,3,Estadio Ramón Sánchez Pizjuán,Fenerbahçe,3-2
Round of 16,2008-03-04,Manchester Utd,Lyon,England,France,1,0,,,Old Trafford,Manchester Utd,1-0
Round of 16,2008-03-04,Milan,Arsenal,Italy,England,0,2,,,Stadio Giuseppe Meazza,Arsenal,0-2
Round of 16,2008-03-05,Real Madrid,Roma,Spain,Italy,1,2,,,Estadio Santiago Bernabéu,Roma,1-2
Round of 16,2008-03-05,Porto,Schalke 04,Portugal,Germany,1,0,1,4,Estádio do Dragão,Schalke 04,1-0
Round of 16,2008-03-05,Chelsea,Olympiacos,England,Greece,3,0,,,Stamford Bridge,Chelsea,3-0
Round of 16,2008-03-11,Inter,Liverpool,Italy,England,0,1,,,Stadio Giuseppe Meazza,Liverpool,0-1
Quarter-finals,2008-04-01,Schalke 04,Barcelona,Germany,Spain,0,1,,,Arena AufSchalke,Barcelona,0-1
Quarter-finals,2008-04-01,Roma,Manchester Utd,Italy,England,0,2,,,Stadio Olimpico,Manchester Utd,0-2
Quarter-finals,2008-04-02,Fenerbahçe,Chelsea,Turkey,England,2,1,,,Şükrü Saracoğlu,Fenerbahçe,2-1
Quarter-finals,2008-04-02,Arsenal,Liverpool,England,England,1,1,,,Arsenal Stadium,,1-1
Quarter-finals,2008-04-08,Chelsea,Fenerbahçe,England,Turkey,2,0,,,Stamford Bridge,Chelsea,2-0
Quarter-finals,2008-04-08,Liverpool,Arsenal,England,England,4,2,,,Anfield,Liverpool,4-2
Quarter-finals,2008-04-09,Barcelona,Schalke 04,Spain,Germany,1,0,,,Camp Nou,Barcelona,1-0
Quarter-finals,2008-04-09,Manchester Utd,Roma,England,Italy,1,0,,,Old Trafford,Manchester Utd,1-0
Semi-finals,2008-04-22,Liverpool,Chelsea,England,England,1,1,,,Anfield,,1-1
Semi-finals,2008-04-23,Barcelona,Manchester Utd,Spain,England,0,0,,,Camp Nou,,0-0
Semi-finals,2008-04-29,Manchester Utd,Barcelona,England,Spain,1,0,,,Old Trafford,Manchester Utd,1-0
Semi-finals,2008-04-30,Chelsea,Liverpool,England,England,3,2,,,Stamford Bridge,Chelsea,3-2
Final,2008-05-21,Manchester Utd,Chelsea,England,England,1,1,6,5,Stadion Luzhniki (Neutral Site),Manchester Utd,1-1
