round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2020-11-24,Lazio,Zenit,Italy,Russia,3,1,,,Stadio Olimpico,Lazio,3-1
Group stage,2020-11-24,Dynamo Kyiv,Barcelona,Ukraine,Spain,0,4,,,NSK Olimpijs'kyj,Barcelona,0-4
Group stage,2020-11-25,Gladbach,Shakhtar,Germany,Ukraine,4,0,,,Stadion im Borussia-Park,Gladbach,4-0
Group stage,2020-11-25,Olympiacos,Manchester City,Greece,England,0,1,,,Stadio Georgios Karaiskáki,Manchester City,0-1
Group stage,2020-11-25,Liverpool,Atalanta,England,Italy,0,2,,,Anfield,Atalanta,0-2
Group stage,2020-11-25,Ajax,Midtjylland,Netherlands,Denmark,3,1,,,Johan Cruyff ArenA,Ajax,3-1
Group stage,2020-11-25,Inter,Real Madrid,Italy,Spain,0,2,,,Stadio Giuseppe Meazza,Real Madrid,0-2
Group stage,2020-11-25,Marseille,Porto,France,Portugal,0,2,,,Orange Vélodrome,Porto,0-2
Group stage,2020-11-25,Atlético Madrid,Loko Moscow,Spain,Russia,0,0,,,Estadio Wanda Metropolitano,,0-0
Group stage,2020-11-25,Bayern Munich,RB Salzburg,Germany,Austria,3,1,,,Allianz Arena,Bayern Munich,3-1
Group stage,2020-12-01,Shakhtar,Real Madrid,Ukraine,Spain,2,0,,,Oblasny SportKomplex Metalist,Shakhtar,2-0
Group stage,2020-12-01,Liverpool,Ajax,England,Netherlands,1,0,,,Anfield,Liverpool,1-0
Group stage,2020-12-01,Porto,Manchester City,Portugal,England,0,0,,,Estádio Do Dragão,,0-0
Group stage,2020-12-01,Loko Moscow,RB Salzburg,Russia,Austria,1,3,,,RZD Arena,RB Salzburg,1-3
Group stage,2020-12-01,Gladbach,Inter,Germany,Italy,2,3,,,Stadion im Borussia-Park,Inter,2-3
Group stage,2020-12-01,Marseille,Olympiacos,France,Greece,2,1,,,Orange Vélodrome,Marseille,2-1
Group stage,2020-12-01,Atalanta,Midtjylland,Italy,Denmark,1,1,,,Stadio Atleti Azzurri d'Italia,,1-1
Group stage,2020-12-01,Atlético Madrid,Bayern Munich,Spain,Germany,1,1,,,Estadio Wanda Metropolitano,,1-1
Group stage,2020-12-02,Manchester Utd,Paris S-G,England,France,1,3,,,Old Trafford,Paris S-G,1-3
Group stage,2020-12-02,Krasnodar,Rennes,Russia,France,1,0,,,Krasnodar Stadium,Krasnodar,1-0
Group stage,2020-12-02,Başakşehir,RB Leipzig,Turkey,Germany,3,4,,,Başakşehir Fatih Terim Stadium,RB Leipzig,3-4
Group stage,2020-12-02,Juventus,Dynamo Kyiv,Italy,Ukraine,3,0,,,Allianz Stadium,Juventus,3-0
Group stage,2020-12-02,Dortmund,Lazio,Germany,Italy,1,1,,,Signal Iduna Park,,1-1
Group stage,2020-12-02,Club Brugge,Zenit,Belgium,Russia,3,0,,,Jan Breydelstadion,Club Brugge,3-0
Group stage,2020-12-02,Ferencváros,Barcelona,Hungary,Spain,0,3,,,Puskás Aréna,Barcelona,0-3
Group stage,2020-12-02,Sevilla,Chelsea,Spain,England,0,4,,,Estadio Ramón Sánchez Pizjuán,Chelsea,0-4
Group stage,2020-12-08,Lazio,Club Brugge,Italy,Belgium,2,2,,,Stadio Olimpico,,2-2
Group stage,2020-12-08,Chelsea,Krasnodar,England,Russia,1,1,,,Stamford Bridge,,1-1
Group stage,2020-12-08,Zenit,Dortmund,Russia,Germany,1,2,,,Gazprom Arena,Dortmund,1-2
Group stage,2020-12-08,RB Leipzig,Manchester Utd,Germany,England,3,2,,,Red Bull Arena,RB Leipzig,3-2
Group stage,2020-12-08,Barcelona,Juventus,Spain,Italy,0,3,,,Camp Nou,Juventus,0-3
Group stage,2020-12-08,Rennes,Sevilla,France,Spain,1,3,,,Roazhon Park,Sevilla,1-3
Group stage,2020-12-08,Dynamo Kyiv,Ferencváros,Ukraine,Hungary,1,0,,,NSK Olimpijs'kyj,Dynamo Kyiv,1-0
Group stage,2020-12-09,Paris S-G,Başakşehir,France,Turkey,5,1,,,Parc des Princes,Paris S-G,5-1
Group stage,2020-12-09,Midtjylland,Liverpool,Denmark,England,1,1,,,MCH Arena,,1-1
Group stage,2020-12-09,Ajax,Atalanta,Netherlands,Italy,0,1,,,Johan Cruyff ArenA,Atalanta,0-1
Group stage,2020-12-09,Manchester City,Marseille,England,France,3,0,,,Etihad Stadium,Manchester City,3-0
Group stage,2020-12-09,Inter,Shakhtar,Italy,Ukraine,0,0,,,Stadio Giuseppe Meazza,,0-0
Group stage,2020-12-09,Real Madrid,Gladbach,Spain,Germany,2,0,,,Estadio Alfredo Di Stéfano,Real Madrid,2-0
Group stage,2020-12-09,Bayern Munich,Loko Moscow,Germany,Russia,2,0,,,Allianz Arena,Bayern Munich,2-0
Group stage,2020-12-09,RB Salzburg,Atlético Madrid,Austria,Spain,0,2,,,Red Bull Arena,Atlético Madrid,0-2
Group stage,2020-12-09,Olympiacos,Porto,Greece,Portugal,0,2,,,Stadio Georgios Karaiskáki,Porto,0-2
Round of 16,2021-02-16,Barcelona,Paris S-G,Spain,France,1,4,,,Camp Nou,Paris S-G,1-4
Round of 16,2021-02-16,RB Leipzig,Liverpool,Germany,England,0,2,,,Puskás Aréna (Neutral Site),Liverpool,0-2
Round of 16,2021-02-17,Porto,Juventus,Portugal,Italy,2,1,,,Estádio Do Dragão,Porto,2-1
Round of 16,2021-02-17,Sevilla,Dortmund,Spain,Germany,2,3,,,Estadio Ramón Sánchez Pizjuán,Dortmund,2-3
Round of 16,2021-02-23,Lazio,Bayern Munich,Italy,Germany,1,4,,,Stadio Olimpico,Bayern Munich,1-4
Round of 16,2021-02-23,Atlético Madrid,Chelsea,Spain,England,0,1,,,Arena Naţională (Neutral Site),Chelsea,0-1
Round of 16,2021-02-24,Atalanta,Real Madrid,Italy,Spain,0,1,,,Stadio Atleti Azzurri d'Italia,Real Madrid,0-1
Round of 16,2021-02-24,Gladbach,Manchester City,Germany,England,0,2,,,Puskás Aréna (Neutral Site),Manchester City,0-2
Round of 16,2021-03-09,Juventus,Porto,Italy,Portugal,3,2,,,Allianz Stadium,Juventus,3-2
Round of 16,2021-03-09,Dortmund,Sevilla,Germany,Spain,2,2,,,Fußballpark BVB Hohenbuschei,,2-2
Round of 16,2021-03-10,Liverpool,RB Leipzig,England,Germany,2,0,,,Puskás Aréna (Neutral Site),Liverpool,2-0
Round of 16,2021-03-10,Paris S-G,Barcelona,France,Spain,1,1,,,Parc des Princes,,1-1
Round of 16,2021-03-16,Manchester City,Gladbach,England,Germany,2,0,,,Puskás Aréna (Neutral Site),Manchester City,2-0
Round of 16,2021-03-16,Real Madrid,Atalanta,Spain,Italy,3,1,,,Estadio Alfredo Di Stéfano,Real Madrid,3-1
Round of 16,2021-03-17,Chelsea,Atlético Madrid,England,Spain,2,0,,,Stamford Bridge,Chelsea,2-0
Round of 16,2021-03-17,Bayern Munich,Lazio,Germany,Italy,2,1,,,Allianz Arena,Bayern Munich,2-1
Quarter-finals,2021-04-06,Manchester City,Dortmund,England,Germany,2,1,,,Etihad Stadium,Manchester City,2-1
Quarter-finals,2021-04-06,Real Madrid,Liverpool,Spain,England,3,1,,,Estadio Alfredo Di Stéfano,Real Madrid,3-1
Quarter-finals,2021-04-07,Porto,Chelsea,Portugal,England,0,2,,,Estadio Ramón Sánchez Pizjuán (Neutral Site),Chelsea,0-2
Quarter-finals,2021-04-07,Bayern Munich,Paris S-G,Germany,France,2,3,,,Allianz Arena,Paris S-G,2-3
Quarter-finals,2021-04-13,Chelsea,Porto,England,Portugal,0,1,,,Estadio Ramón Sánchez Pizjuán (Neutral Site),Porto,0-1
Quarter-finals,2021-04-13,Paris S-G,Bayern Munich,France,Germany,0,1,,,Parc des Princes,Bayern Munich,0-1
Quarter-finals,2021-04-14,Liverpool,Real Madrid,England,Spain,0,0,,,Anfield,,0-0
Quarter-finals,2021-04-14,Dortmund,Manchester City,Germany,England,1,2,,,Signal Iduna Park,Manchester City,1-2
Semi-finals,2021-04-27,Real Madrid,Chelsea,Spain,England,1,1,,,Estadio Alfredo Di Stéfano,,1-1
Semi-finals,2021-04-28,Paris S-G,Manchester City,France,England,1,2,,,Parc des Princes,Manchester City,1-2
Semi-finals,2021-05-04,Manchester City,Paris S-G,England,France,2,0,,,Etihad Stadium,Manchester City,2-0
Semi-finals,2021-05-05,Chelsea,Real Madrid,England,Spain,2,0,,,Stamford Bridge,Chelsea,2-0
Final,2021-05-29,Manchester City,Chelsea,England,England,0,1,,,Estádio Do Dragão (Neutral Site),Chelsea,0-1
