round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2015-11-24,Lyon,Gent,France,Belgium,1,2,,,Stade de Gerland,Gent,1-2
Group stage,2015-11-24,Maccabi Tel Aviv,Chelsea,Israel,England,0,4,,,Sammy Ofer Stadium,Chelsea,0-4
Group stage,2015-11-25,Manchester Utd,PSV Eindhoven,England,Netherlands,0,0,,,Old Trafford,,0-0
Group stage,2015-11-25,CSKA Moscow,Wolfsburg,Russia,Germany,0,2,,,Arena Khimki,Wolfsburg,0-2
Group stage,2015-11-25,Gladbach,Sevilla,Germany,Spain,4,2,,,Stadion im Borussia-Park,Gladbach,4-2
Group stage,2015-11-25,Atlético Madrid,Galatasaray,Spain,Turkey,2,0,,,Estadio Vicente Calderón,Atlético Madrid,2-0
Group stage,2015-11-25,Malmö,Paris S-G,Sweden,France,0,5,,,Swedbank Stadion,Paris S-G,0-5
Group stage,2015-11-25,Juventus,Manchester City,Italy,England,1,0,,,Allianz Stadium,Juventus,1-0
Group stage,2015-11-25,FC Astana,Benfica,Kazakhstan,Portugal,2,2,,,Astana Arena,,2-2
Group stage,2015-11-25,Shakhtar,Real Madrid,Ukraine,Spain,3,4,,,L'viv Arena,Real Madrid,3-4
Group stage,2015-12-08,Benfica,Atlético Madrid,Portugal,Spain,1,2,,,Estádio do Sport Lisboa e Benfica,Atlético Madrid,1-2
Group stage,2015-12-08,Manchester City,Gladbach,England,Germany,4,2,,,Etihad Stadium,Manchester City,4-2
Group stage,2015-12-08,Sevilla,Juventus,Spain,Italy,1,0,,,Estadio Ramón Sánchez Pizjuán,Sevilla,1-0
Group stage,2015-12-08,Real Madrid,Malmö,Spain,Sweden,8,0,,,Estadio Santiago Bernabéu,Real Madrid,8-0
Group stage,2015-12-08,PSV Eindhoven,CSKA Moscow,Netherlands,Russia,2,1,,,Philips Stadion,PSV Eindhoven,2-1
Group stage,2015-12-08,Wolfsburg,Manchester Utd,Germany,England,3,2,,,Volkswagen Arena,Wolfsburg,3-2
Group stage,2015-12-08,Paris S-G,Shakhtar,France,Ukraine,2,0,,,Parc des Princes,Paris S-G,2-0
Group stage,2015-12-08,Galatasaray,FC Astana,Turkey,Kazakhstan,1,1,,,Türk Telekom Arena,,1-1
Group stage,2015-12-09,Chelsea,Porto,England,Portugal,2,0,,,Stamford Bridge,Chelsea,2-0
Group stage,2015-12-09,Valencia,Lyon,Spain,France,0,2,,,Estadio de Mestalla,Lyon,0-2
Group stage,2015-12-09,Roma,BATE Borisov,Italy,Belarus,0,0,,,Stadio Olimpico,,0-0
Group stage,2015-12-09,Leverkusen,Barcelona,Germany,Spain,1,1,,,BayArena,,1-1
Group stage,2015-12-09,Gent,Zenit,Belgium,Russia,2,1,,,GHELAMCO-arena,Gent,2-1
Group stage,2015-12-09,Dinamo Zagreb,Bayern Munich,Croatia,Germany,0,2,,,Stadion Maksimir,Bayern Munich,0-2
Group stage,2015-12-09,Olympiacos,Arsenal,Greece,England,0,3,,,Stadio Georgios Karaiskáki,Arsenal,0-3
Group stage,2015-12-09,Dynamo Kyiv,Maccabi Tel Aviv,Ukraine,Israel,1,0,,,NSK Olimpijs'kyj,Dynamo Kyiv,1-0
Round of 16,2016-02-16,Benfica,Zenit,Portugal,Russia,1,0,,,Estádio do Sport Lisboa e Benfica,Benfica,1-0
Round of 16,2016-02-16,Paris S-G,Chelsea,France,England,2,1,,,Parc des Princes,Paris S-G,2-1
Round of 16,2016-02-17,Gent,Wolfsburg,Belgium,Germany,2,3,,,GHELAMCO-arena,Wolfsburg,2-3
Round of 16,2016-02-17,Roma,Real Madrid,Italy,Spain,0,2,,,Stadio Olimpico,Real Madrid,0-2
Round of 16,2016-02-23,Arsenal,Barcelona,England,Spain,0,2,,,Emirates Stadium,Barcelona,0-2
Round of 16,2016-02-23,Juventus,Bayern Munich,Italy,Germany,2,2,,,Allianz Stadium,,2-2
Round of 16,2016-02-24,PSV Eindhoven,Atlético Madrid,Netherlands,Spain,0,0,,,Philips Stadion,,0-0
Round of 16,2016-02-24,Dynamo Kyiv,Manchester City,Ukraine,England,1,3,,,NSK Olimpijs'kyj,Manchester City,1-3
Round of 16,2016-03-08,Real Madrid,Roma,Spain,Italy,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0
Round of 16,2016-03-08,Wolfsburg,Gent,Germany,Belgium,1,0,,,Volkswagen Arena,Wolfsburg,1-0
Round of 16,2016-03-09,Chelsea,Paris S-G,England,France,1,2,,,Stamford Bridge,Paris S-G,1-2
Round of 16,2016-03-09,Zenit,Benfica,Russia,Portugal,1,2,,,Stadion Petrovskij,Benfica,1-2
Round of 16,2016-03-15,Manchester City,Dynamo Kyiv,England,Ukraine,0,0,,,Etihad Stadium,,0-0
Round of 16,2016-03-15,Atlético Madrid,PSV Eindhoven,Spain,Netherlands,0,0,8,7,Estadio Vicente Calderón,Atlético Madrid,0-0
Round of 16,2016-03-16,Bayern Munich,Juventus,Germany,Italy,4,2,,,Allianz Arena,Bayern Munich,4-2
Round of 16,2016-03-16,Barcelona,Arsenal,Spain,England,3,1,,,Camp Nou,Barcelona,3-1
Quarter-finals,2016-04-05,Barcelona,Atlético Madrid,Spain,Spain,2,1,,,Camp Nou,Barcelona,2-1
Quarter-finals,2016-04-05,Bayern Munich,Benfica,Germany,Portugal,1,0,,,Allianz Arena,Bayern Munich,1-0
Quarter-finals,2016-04-06,Wolfsburg,Real Madrid,Germany,Spain,2,0,,,Volkswagen Arena,Wolfsburg,2-0
Quarter-finals,2016-04-06,Paris S-G,Manchester City,France,England,2,2,,,Parc des Princes,,2-2
Quarter-finals,2016-04-12,Manchester City,Paris S-G,England,France,1,0,,,Etihad Stadium,Manchester City,1-0
Quarter-finals,2016-04-12,Real Madrid,Wolfsburg,Spain,Germany,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0
Quarter-finals,2016-04-13,Benfica,Bayern Munich,Portugal,Germany,2,2,,,Estádio do Sport Lisboa e Benfica,,2-2
Quarter-finals,2016-04-13,Atlético Madrid,Barcelona,Spain,Spain,2,0,,,Estadio Vicente Calderón,Atlético Madrid,2-0
Semi-finals,2016-04-26,Manchester City,Real Madrid,England,Spain,0,0,,,Etihad Stadium,,0-0
Semi-finals,2016-04-27,Atlético Madrid,Bayern Munich,Spain,Germany,1,0,,,Estadio Vicente Calderón,Atlético Madrid,1-0
Semi-finals,2016-05-03,Bayern Munich,Atlético Madrid,Germany,Spain,2,1,,,Allianz Arena,Bayern Munich,2-1
Semi-finals,2016-05-04,Real Madrid,Manchester City,Spain,England,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0
Final,2016-05-28,Real Madrid,Atlético Madrid,Spain,Spain,1,1,5,3,Stadio Giuseppe Meazza (Neutral Site),Real Madrid,1-1
