round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2006-12-06,FC Copenhagen,Celtic,Denmark,Scotland,3,1,,,FC København Stadium,FC Copenhagen,3-1
Group stage,2006-12-06,Manchester Utd,Benfica,England,Portugal,3,1,,,Old Trafford,Manchester Utd,3-1
Group stage,2006-12-06,Lyon,Steaua,France,Romania,1,1,,,Stade de Gerland,,1-1
Round of 16,2007-02-20,Lille,Manchester Utd,France,England,0,1,,,Stade Félix-Bollaert,Manchester Utd,0-1
Round of 16,2007-02-20,PSV Eindhoven,Arsenal,Netherlands,England,1,0,,,PSV Stadion,PSV Eindhoven,1-0
Round of 16,2007-02-20,Real Madrid,Bayern Munich,Spain,Germany,3,2,,,Estadio Santiago Bernabéu,Real Madrid,3-2
Round of 16,2007-02-20,Celtic,Milan,Scotland,Italy,0,0,,,Celtic Park,,0-0
Round of 16,2007-02-21,Roma,Lyon,Italy,France,0,0,,,Stadio Olimpico,,0-0
Round of 16,2007-02-21,Inter,Valencia,Italy,Spain,2,2,,,Stadio Giuseppe Meazza,,2-2
Round of 16,2007-02-21,Barcelona,Liverpool,Spain,England,1,2,,,Camp Nou,Liverpool,1-2
Round of 16,2007-02-21,Porto,Chelsea,Portugal,England,1,1,,,Estádio do Dragão,,1-1
Round of 16,2007-03-06,Valencia,Inter,Spain,Italy,0,0,,,Estadi de Mestalla,,0-0
Round of 16,2007-03-06,Lyon,Roma,France,Italy,0,2,,,Stade de Gerland,Roma,0-2
Round of 16,2007-03-06,Liverpool,Barcelona,England,Spain,0,1,,,Anfield,Barcelona,0-1
Round of 16,2007-03-06,Chelsea,Porto,England,Portugal,2,1,,,Stamford Bridge,Chelsea,2-1
Round of 16,2007-03-07,Bayern Munich,Real Madrid,Germany,Spain,2,1,,,Fußball Arena München,Bayern Munich,2-1
Round of 16,2007-03-07,Arsenal,PSV Eindhoven,England,Netherlands,1,1,,,Arsenal Stadium,,1-1
Round of 16,2007-03-07,Manchester Utd,Lille,England,France,1,0,,,Old Trafford,Manchester Utd,1-0
Round of 16,2007-03-07,Milan,Celtic,Italy,Scotland,1,0,,,Stadio Giuseppe Meazza,Milan,1-0
Quarter-finals,2007-04-03,PSV Eindhoven,Liverpool,Netherlands,England,0,3,,,PSV Stadion,Liverpool,0-3
Quarter-finals,2007-04-03,Milan,Bayern Munich,Italy,Germany,2,2,,,Stadio Giuseppe Meazza,,2-2
Quarter-finals,2007-04-04,Roma,Manchester Utd,Italy,England,2,1,,,Stadio Olimpico,Roma,2-1
Quarter-finals,2007-04-04,Chelsea,Valencia,England,Spain,1,1,,,Stamford Bridge,,1-1
Quarter-finals,2007-04-10,Manchester Utd,Roma,England,Italy,7,1,,,Old Trafford,Manchester Utd,7-1
Quarter-finals,2007-04-10,Valencia,Chelsea,Spain,England,1,2,,,Estadi de Mestalla,Chelsea,1-2
Quarter-finals,2007-04-11,Liverpool,PSV Eindhoven,England,Netherlands,1,0,,,Anfield,Liverpool,1-0
Quarter-finals,2007-04-11,Bayern Munich,Milan,Germany,Italy,0,2,,,Fußball Arena München,Milan,0-2
Semi-finals,2007-04-24,Manchester Utd,Milan,England,Italy,3,2,,,Old Trafford,Manchester Utd,3-2
Semi-finals,2007-04-25,Chelsea,Liverpool,England,England,1,0,,,Stamford Bridge,Chelsea,1-0
Semi-finals,2007-05-01,Liverpool,Chelsea,England,England,1,0,4,1,Anfield,Liverpool,1-0
Semi-finals,2007-05-02,Milan,Manchester Utd,Italy,England,3,0,,,Stadio Giuseppe Meazza,Milan,3-0
Final,2007-05-23,Milan,Liverpool,Italy,England,2,1,,,OAKA Spiros Louis (Neutral Site),Milan,2-1
