round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2008-10-22,Panathinaikos,Werder Bremen,Greece,Germany,2,2,,,OAKA Spiros Louis,,2-2
Group stage,2008-10-22,Inter,Anorthosis,Italy,Cyprus,1,0,,,Stadio Giuseppe Meazza,Inter,1-0
Group stage,2008-10-22,Bordeaux,CFR Cluj,France,Romania,1,0,,,Stade Chaban-Delmas,Bordeaux,1-0
Group stage,2008-10-22,PSV Eindhoven,Marseille,Netherlands,France,2,0,,,PSV Stadion,PSV Eindhoven,2-0
Group stage,2008-10-22,Atlético Madrid,Liverpool,Spain,England,1,1,,,Estadio Vicente Calderón,,1-1
Group stage,2008-10-22,Shakhtar,Sporting CP,Ukraine,Portugal,0,1,,,RSC Olympiyskiy Stadium,Sporting CP,0-1
Group stage,2008-11-04,Marseille,PSV Eindhoven,France,Netherlands,3,0,,,Stade Vélodrome,Marseille,3-0
Group stage,2008-11-04,Werder Bremen,Panathinaikos,Germany,Greece,0,3,,,Weserstadion,Panathinaikos,0-3
Group stage,2008-11-04,Anorthosis,Inter,Cyprus,Italy,3,3,,,GSP,,3-3
Group stage,2008-11-04,Roma,Chelsea,Italy,England,3,1,,,Stadio Olimpico,Roma,3-1
Group stage,2008-11-04,Sporting CP,Shakhtar,Portugal,Ukraine,1,0,,,José Alvalade,Sporting CP,1-0
Group stage,2008-11-04,Liverpool,Atlético Madrid,England,Spain,1,1,,,Anfield,,1-1
Group stage,2008-11-04,Barcelona,Basel,Spain,Switzerland,1,1,,,Camp Nou,,1-1
Group stage,2008-11-04,CFR Cluj,Bordeaux,Romania,France,1,2,,,Stadionul Dr. Constantin Rădulescu,Bordeaux,1-2
Group stage,2008-11-05,Celtic,Manchester Utd,Scotland,England,1,1,,,Celtic Park,,1-1
Group stage,2008-11-05,Lyon,Steaua,France,Romania,2,0,,,Stade de Gerland,Lyon,2-0
Group stage,2008-11-05,Aalborg,Villarreal,Denmark,Spain,2,2,,,Aalborg Stadion,,2-2
Group stage,2008-11-05,Fiorentina,Bayern Munich,Italy,Germany,1,1,,,Stadio Artemio Franchi,,1-1
Group stage,2008-11-05,BATE Borisov,Zenit,Belarus,Russia,0,2,,,Dinamo Stadion,Zenit,0-2
Group stage,2008-11-05,Arsenal,Fenerbahçe,England,Turkey,0,0,,,Arsenal Stadium,,0-0
Group stage,2008-11-05,Real Madrid,Juventus,Spain,Italy,0,2,,,Estadio Santiago Bernabéu,Juventus,0-2
Group stage,2008-11-05,Dynamo Kyiv,Porto,Ukraine,Portugal,1,2,,,Stadion Dynamo im. Valeriy Lobanovskiy,Porto,1-2
Group stage,2008-11-25,Fenerbahçe,Porto,Turkey,Portugal,1,2,,,Şükrü Saracoğlu,Porto,1-2
Group stage,2008-11-25,Zenit,Juventus,Russia,Italy,0,0,,,Stadion Petrovski,,0-0
Group stage,2008-11-25,Arsenal,Dynamo Kyiv,England,Ukraine,1,0,,,Arsenal Stadium,Arsenal,1-0
Group stage,2008-11-25,Aalborg,Celtic,Denmark,Scotland,2,1,,,Aalborg Stadion,Aalborg,2-1
Group stage,2008-11-25,Villarreal,Manchester Utd,Spain,England,0,0,,,Estadio El Madrigal,,0-0
Group stage,2008-11-25,Bayern Munich,Steaua,Germany,Romania,3,0,,,Fußball Arena München,Bayern Munich,3-0
Group stage,2008-11-25,Fiorentina,Lyon,Italy,France,1,2,,,Stadio Artemio Franchi,Lyon,1-2
Group stage,2008-11-25,BATE Borisov,Real Madrid,Belarus,Spain,0,1,,,Dinamo Stadion,Real Madrid,0-1
Group stage,2008-11-26,Anorthosis,Werder Bremen,Cyprus,Germany,2,2,,,GSP Stadium,,2-2
Group stage,2008-11-26,Sporting CP,Barcelona,Portugal,Spain,2,5,,,José Alvalade,Barcelona,2-5
Group stage,2008-11-26,Liverpool,Marseille,England,France,1,0,,,Anfield,Liverpool,1-0
Group stage,2008-11-26,Inter,Panathinaikos,Italy,Greece,0,1,,,Stadio Giuseppe Meazza,Panathinaikos,0-1
Group stage,2008-11-26,Bordeaux,Chelsea,France,England,1,1,,,Stade Chaban-Delmas,,1-1
Group stage,2008-11-26,CFR Cluj,Roma,Romania,Italy,1,3,,,Stadionul Dr. Constantin Rădulescu,Roma,1-3
Group stage,2008-11-26,Atlético Madrid,PSV Eindhoven,Spain,Netherlands,2,1,,,Estadio Vicente Calderón,Atlético Madrid,2-1
Group stage,2008-11-26,Shakhtar,Basel,Ukraine,Switzerland,5,0,,,RSC Olympiyskiy Stadium,Shakhtar,5-0
Group stage,2008-12-09,Barcelona,Shakhtar,Spain,Ukraine,2,3,,,Camp Nou,Shakhtar,2-3
Group stage,2008-12-09,Roma,Bordeaux,Italy,France,2,0,,,Stadio Olimpico,Roma,2-0
Group stage,2008-12-09,Basel,Sporting CP,Switzerland,Portugal,0,1,,,St. Jakob,Sporting CP,0-1
Group stage,2008-12-09,Chelsea,CFR Cluj,England,Romania,2,1,,,Stamford Bridge,Chelsea,2-1
Group stage,2008-12-09,Panathinaikos,Anorthosis,Greece,Cyprus,1,0,,,OAKA Spiros Louis,Panathinaikos,1-0
Group stage,2008-12-09,PSV Eindhoven,Liverpool,Netherlands,England,1,3,,,PSV Stadion,Liverpool,1-3
Group stage,2008-12-09,Marseille,Atlético Madrid,France,Spain,0,0,,,Stade Vélodrome,,0-0
Group stage,2008-12-09,Werder Bremen,Inter,Germany,Italy,2,1,,,Weserstadion,Werder Bremen,2-1
Group stage,2008-12-10,Celtic,Villarreal,Scotland,Spain,2,0,,,Celtic Park,Celtic,2-0
Group stage,2008-12-10,Juventus,BATE Borisov,Italy,Belarus,0,0,,,Stadio Olimpico,,0-0
Group stage,2008-12-10,Manchester Utd,Aalborg,England,Denmark,2,2,,,Old Trafford,,2-2
Group stage,2008-12-10,Lyon,Bayern Munich,France,Germany,2,3,,,Stade de Gerland,Bayern Munich,2-3
Group stage,2008-12-10,Porto,Arsenal,Portugal,England,2,0,,,Estádio do Dragão,Porto,2-0
Group stage,2008-12-10,Steaua,Fiorentina,Romania,Italy,0,1,,,Stadionul Steaua,Fiorentina,0-1
Group stage,2008-12-10,Dynamo Kyiv,Fenerbahçe,Ukraine,Turkey,1,0,,,Stadion Dynamo im. Valeriy Lobanovskiy,Dynamo Kyiv,1-0
Group stage,2008-12-10,Real Madrid,Zenit,Spain,Russia,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0
Round of 16,2009-02-24,Inter,Manchester Utd,Italy,England,0,0,,,Stadio Giuseppe Meazza,,0-0
Round of 16,2009-02-24,Arsenal,Roma,England,Italy,1,0,,,Arsenal Stadium,Arsenal,1-0
Round of 16,2009-02-24,Lyon,Barcelona,France,Spain,1,1,,,Stade de Gerland,,1-1
Round of 16,2009-02-24,Atlético Madrid,Porto,Spain,Portugal,2,2,,,Estadio Vicente Calderón,,2-2
Round of 16,2009-02-25,Chelsea,Juventus,England,Italy,1,0,,,Stamford Bridge,Chelsea,1-0
Round of 16,2009-02-25,Sporting CP,Bayern Munich,Portugal,Germany,0,5,,,José Alvalade,Bayern Munich,0-5
Round of 16,2009-02-25,Villarreal,Panathinaikos,Spain,Greece,1,1,,,Estadio El Madrigal,,1-1
Round of 16,2009-02-25,Real Madrid,Liverpool,Spain,England,0,1,,,Estadio Santiago Bernabéu,Liverpool,0-1
Round of 16,2009-03-10,Juventus,Chelsea,Italy,England,2,2,,,Stadio Olimpico,,2-2
Round of 16,2009-03-10,Panathinaikos,Villarreal,Greece,Spain,1,2,,,OAKA Spiros Louis,Villarreal,1-2
Round of 16,2009-03-10,Liverpool,Real Madrid,England,Spain,4,0,,,Anfield,Liverpool,4-0
Round of 16,2009-03-10,Bayern Munich,Sporting CP,Germany,Portugal,7,1,,,Fußball Arena München,Bayern Munich,7-1
Round of 16,2009-03-11,Manchester Utd,Inter,England,Italy,2,0,,,Old Trafford,Manchester Utd,2-0
Round of 16,2009-03-11,Porto,Atlético Madrid,Portugal,Spain,0,0,,,Estádio do Dragão,,0-0
Round of 16,2009-03-11,Barcelona,Lyon,Spain,France,5,2,,,Camp Nou,Barcelona,5-2
Round of 16,2009-03-11,Roma,Arsenal,Italy,England,1,0,6,7,Stadio Olimpico,Arsenal,1-0
Quarter-finals,2009-04-07,Villarreal,Arsenal,Spain,England,1,1,,,Estadio El Madrigal,,1-1
Quarter-finals,2009-04-07,Manchester Utd,Porto,England,Portugal,2,2,,,Old Trafford,,2-2
Quarter-finals,2009-04-08,Barcelona,Bayern Munich,Spain,Germany,4,0,,,Camp Nou,Barcelona,4-0
Quarter-finals,2009-04-08,Liverpool,Chelsea,England,England,1,3,,,Anfield,Chelsea,1-3
Quarter-finals,2009-04-14,Chelsea,Liverpool,England,England,4,4,,,Stamford Bridge,,4-4
Quarter-finals,2009-04-14,Bayern Munich,Barcelona,Germany,Spain,1,1,,,Fußball Arena München,,1-1
Quarter-finals,2009-04-15,Porto,Manchester Utd,Portugal,England,0,1,,,Estádio do Dragão,Manchester Utd,0-1
Quarter-finals,2009-04-15,Arsenal,Villarreal,England,Spain,3,0,,,Arsenal Stadium,Arsenal,3-0
Semi-finals,2009-04-28,Barcelona,Chelsea,Spain,England,0,0,,,Camp Nou,,0-0
Semi-finals,2009-04-29,Manchester Utd,Arsenal,England,England,1,0,,,Old Trafford,Manchester Utd,1-0
Semi-finals,2009-05-05,Arsenal,Manchester Utd,England,England,1,3,,,Arsenal Stadium,Manchester Utd,1-3
Semi-finals,2009-05-06,Chelsea,Barcelona,England,Spain,1,1,,,Stamford Bridge,,1-1
Final,2009-05-27,Barcelona,Manchester Utd,Spain,England,2,0,,,Stadio Olimpico (Neutral Site),Barcelona,2-0
