round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,1996-10-16,Auxerre,Grasshopper,France,Switzerland,1,0,,,Stade Abbé-Deschamps,Auxerre,1-0
Group stage,1996-10-16,Fenerbahçe,Manchester Utd,Turkey,England,0,2,,,Şükrü Saracoğlu,Manchester Utd,0-2
Group stage,1996-10-16,Göteborg,Milan,Sweden,Italy,2,1,,,Ullevi,Göteborg,2-1
Group stage,1996-10-16,Steaua,Widzew Łódź,Romania,Poland,1,0,,,Stadionul Steaua,Steaua,1-0
Group stage,1996-10-16,Atlético Madrid,Dortmund,Spain,Germany,0,1,,,Estadio Vicente Calderón,Dortmund,0-1
Group stage,1996-10-30,Rangers,Ajax,Scotland,Netherlands,0,1,,,Ibrox Stadium,Ajax,0-1
Group stage,1996-10-30,Manchester Utd,Fenerbahçe,England,Turkey,0,1,,,Old Trafford,Fenerbahçe,0-1
Group stage,1996-10-30,Juventus,Rapid Wien,Italy,Austria,5,0,,,Delle Alpi,Juventus,5-0
Group stage,1996-10-30,Grasshopper,Auxerre,Switzerland,France,3,1,,,Hardturm,Grasshopper,3-1
Group stage,1996-10-30,Widzew Łódź,Steaua,Poland,Romania,2,0,,,Widzewa,Widzew Łódź,2-0
Group stage,1996-10-30,Porto,Rosenborg,Portugal,Norway,3,0,,,Estádio das Antas,Porto,3-0
Group stage,1996-10-30,Milan,Göteborg,Italy,Sweden,4,2,,,Stadio Giuseppe Meazza,Milan,4-2
Group stage,1996-10-30,Dortmund,Atlético Madrid,Germany,Spain,1,2,,,BVB Stadion Dortmund,Atlético Madrid,1-2
Group stage,1996-11-20,Widzew Łódź,Dortmund,Poland,Germany,2,2,,,Widzewa,,2-2
Group stage,1996-11-20,Manchester Utd,Juventus,England,Italy,0,1,,,Old Trafford,Juventus,0-1
Group stage,1996-11-20,Steaua,Atlético Madrid,Romania,Spain,1,1,,,Stadionul Steaua,,1-1
Group stage,1996-11-20,Porto,Milan,Portugal,Italy,1,1,,,Estádio das Antas,,1-1
Group stage,1996-11-20,Rangers,Grasshopper,Scotland,Switzerland,2,1,,,Ibrox Stadium,Rangers,2-1
Group stage,1996-11-20,Fenerbahçe,Rapid Wien,Turkey,Austria,1,0,,,Şükrü Saracoğlu,Fenerbahçe,1-0
Group stage,1996-11-20,Rosenborg,Göteborg,Norway,Sweden,1,0,,,Lerkendal Stadion,Rosenborg,1-0
Group stage,1996-11-20,Ajax,Auxerre,Netherlands,France,1,2,,,Amsterdam ArenA,Auxerre,1-2
Group stage,1996-12-04,Milan,Rosenborg,Italy,Norway,1,2,,,Stadio Giuseppe Meazza,Rosenborg,1-2
Group stage,1996-12-04,Rapid Wien,Manchester Utd,Austria,England,0,2,,,Ernst-Happel-Stadion,Manchester Utd,0-2
Group stage,1996-12-04,Dortmund,Steaua,Germany,Romania,5,3,,,BVB Stadion Dortmund,Dortmund,5-3
Group stage,1996-12-04,Göteborg,Porto,Sweden,Portugal,0,2,,,Ullevi,Porto,0-2
Group stage,1996-12-04,Grasshopper,Ajax,Switzerland,Netherlands,0,1,,,Hardturm,Ajax,0-1
Group stage,1996-12-04,Atlético Madrid,Widzew Łódź,Spain,Poland,1,0,,,Estadio Vicente Calderón,Atlético Madrid,1-0
Group stage,1996-12-04,Auxerre,Rangers,France,Scotland,2,1,,,Stade Abbé-Deschamps,Auxerre,2-1
Group stage,1996-12-04,Juventus,Fenerbahçe,Italy,Turkey,2,0,,,Delle Alpi,Juventus,2-0
Quarter-finals,1997-03-05,Manchester Utd,Porto,England,Portugal,4,0,,,Old Trafford,Manchester Utd,4-0
Quarter-finals,1997-03-05,Ajax,Atlético Madrid,Netherlands,Spain,1,1,,,Amsterdam ArenA,,1-1
Quarter-finals,1997-03-05,Dortmund,Auxerre,Germany,France,3,1,,,BVB Stadion Dortmund,Dortmund,3-1
Quarter-finals,1997-03-05,Rosenborg,Juventus,Norway,Italy,1,1,,,Lerkendal Stadion,,1-1
Quarter-finals,1997-03-19,Auxerre,Dortmund,France,Germany,0,1,,,Stade Abbé-Deschamps,Dortmund,0-1
Quarter-finals,1997-03-19,Atlético Madrid,Ajax,Spain,Netherlands,2,3,,,Estadio Vicente Calderón,Ajax,2-3
Quarter-finals,1997-03-19,Porto,Manchester Utd,Portugal,England,0,0,,,Estádio das Antas,,0-0
Quarter-finals,1997-03-19,Juventus,Rosenborg,Italy,Norway,2,0,,,Delle Alpi,Juventus,2-0
Semi-finals,1997-04-09,Ajax,Juventus,Netherlands,Italy,1,2,,,Amsterdam ArenA,Juventus,1-2
Semi-finals,1997-04-09,Dortmund,Manchester Utd,Germany,England,1,0,,,BVB Stadion Dortmund,Dortmund,1-0
Semi-finals,1997-04-23,Manchester Utd,Dortmund,England,Germany,0,1,,,Old Trafford,Dortmund,0-1
Semi-finals,1997-04-23,Juventus,Ajax,Italy,Netherlands,4,1,,,Delle Alpi,Juventus,4-1
Final,1997-05-28,Dortmund,Juventus,Germany,Italy,3,1,,,Olympiastadion (Neutral Site),Dortmund,3-1
