round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min
Group stage,2023-12-13,Dortmund,Paris S-G,Germany,France,1,1,,,Signal Iduna Park,,1-1
Group stage,2023-12-13,Atlético Madrid,Lazio,Spain,Italy,2,0,,,Stadium Metropolitano,Atlético Madrid,2-0
Round of 16,2024-02-13,FC Copenhagen,Manchester City,Denmark,England,1,3,,,Parken,Manchester City,1-3
Round of 16,2024-02-13,RB Leipzig,Real Madrid,Germany,Spain,0,1,,,Red Bull Arena,Real Madrid,0-1
Round of 16,2024-02-14,Paris S-G,Real Sociedad,France,Spain,2,0,,,Parc des Princes,Paris S-G,2-0
Round of 16,2024-02-14,Lazio,Bayern Munich,Italy,Germany,1,0,,,Stadio Olimpico,Lazio,1-0
Round of 16,2024-02-20,Inter,Atlético Madrid,Italy,Spain,1,0,,,Stadio Giuseppe Meazza,Inter,1-0
Round of 16,2024-02-20,PSV Eindhoven,Dortmund,Netherlands,Germany,1,1,,,Philips Stadion,,1-1
Round of 16,2024-02-21,Porto,Arsenal,Portugal,England,1,0,,,Estádio Do Dragão,Porto,1-0
Round of 16,2024-02-21,Napoli,Barcelona,Italy,Spain,1,1,,,Stadio Diego Armando Maradona,,1-1
Round of 16,2024-03-05,Bayern Munich,Lazio,Germany,Italy,3,0,,,Allianz Arena,Bayern Munich,3-0
Round of 16,2024-03-05,Real Sociedad,Paris S-G,Spain,France,1,2,,,Reale Arena,Paris S-G,1-2
Round of 16,2024-03-06,Manchester City,FC Copenhagen,England,Denmark,3,1,,,Etihad Stadium,Manchester City,3-1
Round of 16,2024-03-06,Real Madrid,RB Leipzig,Spain,Germany,1,1,,,Estadio Santiago Bernabéu,,1-1
Round of 16,2024-03-12,Arsenal,Porto,England,Portugal,1,0,4,2,Emirates Stadium,Arsenal,1-0
Round of 16,2024-03-12,Barcelona,Napoli,Spain,Italy,3,1,,,Estadi Olímpic Lluís Companys,Barcelona,3-1
Round of 16,2024-03-13,Atlético Madrid,Inter,Spain,Italy,2,1,3,2,Stadium Metropolitano,Atlético Madrid,2-1
Round of 16,2024-03-13,Dortmund,PSV Eindhoven,Germany,Netherlands,2,0,,,Signal Iduna Park,Dortmund,2-0
Quarter-finals,2024-04-09,Arsenal,Bayern Munich,England,Germany,2,2,,,Emirates Stadium,,2-2
Quarter-finals,2024-04-09,Real Madrid,Manchester City,Spain,England,3,3,,,Estadio Santiago Bernabéu,,3-3
Quarter-finals,2024-04-10,Atlético Madrid,Dortmund,Spain,Germany,2,1,,,Estadio Cívitas Metropolitano,Atlético Madrid,2-1
Quarter-finals,2024-04-10,Paris S-G,Barcelona,France,Spain,2,3,,,Parc des Princes,Barcelona,2-3
Quarter-finals,2024-04-16,Barcelona,Paris S-G,Spain,France,1,4,,,Estadi Olímpic Lluís Companys,Paris S-G,1-4
Quarter-finals,2024-04-16,Dortmund,Atlético Madrid,Germany,Spain,4,2,,,Signal Iduna Park,Dortmund,4-2
Quarter-finals,2024-04-17,Manchester City,Real Madrid,England,Spain,1,1,3,4,Etihad Stadium,Real Madrid,1-1
Quarter-finals,2024-04-17,Bayern Munich,Arsenal,Germany,England,1,0,,,Allianz Arena,Bayern Munich,1-0
Semi-finals,2024-04-30,Bayern Munich,Real Madrid,Germany,Spain,2,2,,,Allianz Arena,,2-2
Semi-finals,2024-05-01,Dortmund,Paris S-G,Germany,France,1,0,,,Signal Iduna Park,Dortmund,1-0
Semi-finals,2024-05-07,Paris S-G,Dortmund,France,Germany,0,1,,,Parc des Princes,Dortmund,0-1
Semi-finals,2024-05-08,Real Madrid,Bayern Munich,Spain,Germany,2,1,,,Estadio Santiago Bernabéu,Real Madrid,2-1
Final,2024-06-01,Dortmund,Real Madrid,Germany,Spain,0,2,,,Wembley Stadium connected by EE,Real Madrid,0-2
