round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Group stage,2021-09-29,Juventus,Chelsea,Italy,England,1,0,,,Allianz Stadium,Juventus,1-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2021-09-29,Wolfsburg,Sevilla,Germany,Spain,1,1,,,Volkswagen Arena,,1-1,52.4328584,10.803104,"Volkswagen Arena, Germany"
Group stage,2021-10-19,Club Brugge,Manchester City,Belgium,England,1,5,,,Jan Breydelstadion,Manchester City,1-5,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Group stage,2021-10-19,Beşiktaş,Sporting CP,Turkey,Portugal,1,4,,,Vodafone Arena,Sporting CP,1-4,39.294076,35.2316631,Turkey
Group stage,2021-10-19,Porto,Milan,Portugal,Italy,1,0,,,Estádio Do Dragão,Porto,1-0,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2021-10-19,Inter,Sheriff Tiraspol,Italy,Moldova,3,1,,,Stadio Giuseppe Meazza,Inter,3-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2021-10-19,Paris S-G,RB Leipzig,France,Germany,3,2,,,Parc des Princes,Paris S-G,3-2,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2021-10-19,Ajax,Dortmund,Netherlands,Germany,4,0,,,Johan Cruyff ArenA,Ajax,4-0,52.2434979,5.6343227,Netherlands
Group stage,2021-10-19,Atlético Madrid,Liverpool,Spain,England,2,3,,,Estadio Wanda Metropolitano,Liverpool,2-3,39.3260685,-4.8379791,Spain
Group stage,2021-10-19,Shakhtar,Real Madrid,Ukraine,Spain,0,5,,,Oblasny SportKomplex Metalist,Real Madrid,0-5,49.4871968,31.2718321,Ukraine
Group stage,2021-10-20,Barcelona,Dynamo Kyiv,Spain,Ukraine,1,0,,,Camp Nou,Barcelona,1-0,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2021-10-20,RB Salzburg,Wolfsburg,Austria,Germany,3,1,,,Red Bull Arena,RB Salzburg,3-1,47.8163956,12.9982439,"Red Bull Arena, Austria"
Group stage,2021-10-20,Manchester Utd,Atalanta,England,Italy,3,2,,,Old Trafford,Manchester Utd,3-2,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2021-10-20,Benfica,Bayern Munich,Portugal,Germany,0,4,,,Estádio do Sport Lisboa e Benfica,Bayern Munich,0-4,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2021-10-20,Chelsea,Malmö,England,Sweden,4,0,,,Stamford Bridge,Chelsea,4-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2021-10-20,Young Boys,Villarreal,Switzerland,Spain,1,4,,,Wankdorfstadion,Villarreal,1-4,46.9631042,7.4648638,"Wankdorfstadion, Switzerland"
Group stage,2021-10-20,Lille,Sevilla,France,Spain,0,0,,,Stade Pierre-Mauroy,,0-0,50.6119044,3.130508,"Stade Pierre-Mauroy, France"
Group stage,2021-10-20,Zenit,Juventus,Russia,Italy,0,1,,,Gazprom Arena,Juventus,0-1,59.9723766,30.2210608,"Gazprom Arena, Russia"
Group stage,2021-11-02,Wolfsburg,RB Salzburg,Germany,Austria,2,1,,,Volkswagen Arena,Wolfsburg,2-1,52.4328584,10.803104,"Volkswagen Arena, Germany"
Group stage,2021-11-02,Malmö,Chelsea,Sweden,England,0,1,,,Eleda Stadion,Chelsea,0-1,55.5837345,12.987735,"Eleda Stadion, Sweden"
Group stage,2021-11-02,Villarreal,Young Boys,Spain,Switzerland,2,0,,,Estadio de la Cerámica,Villarreal,2-0,39.9442083,-0.1034046,"Estadio de la Cerámica, Spain"
Group stage,2021-11-02,Bayern Munich,Benfica,Germany,Portugal,5,2,,,Allianz Arena,Bayern Munich,5-2,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2021-11-02,Juventus,Zenit,Italy,Russia,4,2,,,Allianz Stadium,Juventus,4-2,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2021-11-02,Atalanta,Manchester Utd,Italy,England,2,2,,,Stadio Atleti Azzurri d'Italia,,2-2,45.6226887,13.7926383,"Stadio Atleti Azzurri d'Italia, Italy"
Group stage,2021-11-02,Sevilla,Lille,Spain,France,1,2,,,Estadio Ramón Sánchez Pizjuán,Lille,1-2,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2021-11-02,Dynamo Kyiv,Barcelona,Ukraine,Spain,0,1,,,NSK Olimpijs'kyj,Barcelona,0-1,49.4871968,31.2718321,Ukraine
Group stage,2021-11-03,Milan,Porto,Italy,Portugal,1,1,,,Stadio Giuseppe Meazza,,1-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2021-11-03,Real Madrid,Shakhtar,Spain,Ukraine,2,1,,,Estadio Santiago Bernabéu,Real Madrid,2-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2021-11-03,Liverpool,Atlético Madrid,England,Spain,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
Group stage,2021-11-03,Sporting CP,Beşiktaş,Portugal,Turkey,4,0,,,Estádio José Alvalade,Sporting CP,4-0,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2021-11-03,Manchester City,Club Brugge,England,Belgium,4,1,,,Etihad Stadium,Manchester City,4-1,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2021-11-03,Dortmund,Ajax,Germany,Netherlands,1,3,,,Signal Iduna Park,Ajax,1-3,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Group stage,2021-11-03,RB Leipzig,Paris S-G,Germany,France,2,2,,,Red Bull Arena,,2-2,51.3457079,12.3482361,"Red Bull Arena, Germany"
Group stage,2021-11-03,Sheriff Tiraspol,Inter,Moldova,Italy,1,3,,,Bolshaya Sportivnaya Arena,Inter,1-3,47.2879608,28.5670941,Moldova
Group stage,2021-11-23,Villarreal,Manchester Utd,Spain,England,0,2,,,Estadio de la Cerámica,Manchester Utd,0-2,39.9442083,-0.1034046,"Estadio de la Cerámica, Spain"
Group stage,2021-11-23,Dynamo Kyiv,Bayern Munich,Ukraine,Germany,1,2,,,NSK Olimpijs'kyj,Bayern Munich,1-2,49.4871968,31.2718321,Ukraine
Group stage,2021-11-23,Chelsea,Juventus,England,Italy,4,0,,,Stamford Bridge,Chelsea,4-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2021-11-23,Malmö,Zenit,Sweden,Russia,1,1,,,Eleda Stadion,,1-1,55.5837345,12.987735,"Eleda Stadion, Sweden"
Group stage,2021-11-23,Sevilla,Wolfsburg,Spain,Germany,2,0,,,Estadio Ramón Sánchez Pizjuán,Sevilla,2-0,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2021-11-23,Lille,RB Salzburg,France,Austria,1,0,,,Stade Pierre-Mauroy,Lille,1-0,50.6119044,3.130508,"Stade Pierre-Mauroy, France"
Group stage,2021-11-23,Young Boys,Atalanta,Switzerland,Italy,3,3,,,Stade de Suisse Wankdorf Bern,,3-3,46.7985624,8.2319736,Switzerland
Group stage,2021-11-23,Barcelona,Benfica,Spain,Portugal,0,0,,,Camp Nou,,0-0,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2021-11-24,Inter,Shakhtar,Italy,Ukraine,2,0,,,Stadio Giuseppe Meazza,Inter,2-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2021-11-24,Liverpool,Porto,England,Portugal,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
Group stage,2021-11-24,Sporting CP,Dortmund,Portugal,Germany,3,1,,,Estádio José Alvalade,Sporting CP,3-1,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2021-11-24,Manchester City,Paris S-G,England,France,2,1,,,Etihad Stadium,Manchester City,2-1,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2021-11-24,Beşiktaş,Ajax,Turkey,Netherlands,1,2,,,Vodafone Arena,Ajax,1-2,39.294076,35.2316631,Turkey
Group stage,2021-11-24,Atlético Madrid,Milan,Spain,Italy,0,1,,,Estadio Wanda Metropolitano,Milan,0-1,39.3260685,-4.8379791,Spain
Group stage,2021-11-24,Club Brugge,RB Leipzig,Belgium,Germany,0,5,,,Jan Breydelstadion,RB Leipzig,0-5,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Group stage,2021-11-24,Sheriff Tiraspol,Real Madrid,Moldova,Spain,0,3,,,Bolshaya Sportivnaya Arena,Real Madrid,0-3,47.2879608,28.5670941,Moldova
Group stage,2021-12-07,RB Leipzig,Manchester City,Germany,England,2,1,,,Red Bull Arena,RB Leipzig,2-1,51.3457079,12.3482361,"Red Bull Arena, Germany"
Group stage,2021-12-07,Paris S-G,Club Brugge,France,Belgium,4,1,,,Parc des Princes,Paris S-G,4-1,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2021-12-07,Porto,Atlético Madrid,Portugal,Spain,1,3,,,Estádio Do Dragão,Atlético Madrid,1-3,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2021-12-07,Ajax,Sporting CP,Netherlands,Portugal,4,2,,,Johan Cruyff ArenA,Ajax,4-2,52.2434979,5.6343227,Netherlands
Group stage,2021-12-07,Real Madrid,Inter,Spain,Italy,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2021-12-07,Dortmund,Beşiktaş,Germany,Turkey,5,0,,,Signal Iduna Park,Dortmund,5-0,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Group stage,2021-12-07,Milan,Liverpool,Italy,England,1,2,,,Stadio Giuseppe Meazza,Liverpool,1-2,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2021-12-07,Shakhtar,Sheriff Tiraspol,Ukraine,Moldova,1,1,,,Oblasny SportKomplex Metalist,,1-1,49.4871968,31.2718321,Ukraine
Group stage,2021-12-08,Juventus,Malmö,Italy,Sweden,1,0,,,Allianz Stadium,Juventus,1-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2021-12-08,Manchester Utd,Young Boys,England,Switzerland,1,1,,,Old Trafford,,1-1,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2021-12-08,Benfica,Dynamo Kyiv,Portugal,Ukraine,2,0,,,Estádio do Sport Lisboa e Benfica,Benfica,2-0,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2021-12-08,Zenit,Chelsea,Russia,England,3,3,,,Gazprom Arena,,3-3,59.9723766,30.2210608,"Gazprom Arena, Russia"
Group stage,2021-12-08,RB Salzburg,Sevilla,Austria,Spain,1,0,,,Red Bull Arena,RB Salzburg,1-0,47.8163956,12.9982439,"Red Bull Arena, Austria"
Group stage,2021-12-08,Bayern Munich,Barcelona,Germany,Spain,3,0,,,Allianz Arena,Bayern Munich,3-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2021-12-08,Wolfsburg,Lille,Germany,France,1,3,,,Volkswagen Arena,Lille,1-3,52.4328584,10.803104,"Volkswagen Arena, Germany"
Group stage,2021-12-09,Atalanta,Villarreal,Italy,Spain,2,3,,,Stadio Atleti Azzurri d'Italia,Villarreal,2-3,45.6226887,13.7926383,"Stadio Atleti Azzurri d'Italia, Italy"
Round of 16,2022-02-15,Sporting CP,Manchester City,Portugal,England,0,5,,,Estádio José Alvalade,Manchester City,0-5,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Round of 16,2022-02-15,Paris S-G,Real Madrid,France,Spain,1,0,,,Parc des Princes,Paris S-G,1-0,48.8413634,2.2530693,"Parc des Princes, France"
Round of 16,2022-02-16,Inter,Liverpool,Italy,England,0,2,,,Stadio Giuseppe Meazza,Liverpool,0-2,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Round of 16,2022-02-16,RB Salzburg,Bayern Munich,Austria,Germany,1,1,,,Red Bull Arena,,1-1,47.8163956,12.9982439,"Red Bull Arena, Austria"
Round of 16,2022-02-22,Chelsea,Lille,England,France,2,0,,,Stamford Bridge,Chelsea,2-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Round of 16,2022-02-22,Villarreal,Juventus,Spain,Italy,1,1,,,Estadio de la Cerámica,,1-1,39.9442083,-0.1034046,"Estadio de la Cerámica, Spain"
Round of 16,2022-02-23,Benfica,Ajax,Portugal,Netherlands,2,2,,,Estádio do Sport Lisboa e Benfica,,2-2,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Round of 16,2022-02-23,Atlético Madrid,Manchester Utd,Spain,England,1,1,,,Estadio Wanda Metropolitano,,1-1,39.3260685,-4.8379791,Spain
Round of 16,2022-03-08,Liverpool,Inter,England,Italy,0,1,,,Anfield,Inter,0-1,53.4309164,-2.9609314,"Anfield, England"
Round of 16,2022-03-08,Bayern Munich,RB Salzburg,Germany,Austria,7,1,,,Allianz Arena,Bayern Munich,7-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Round of 16,2022-03-09,Manchester City,Sporting CP,England,Portugal,0,0,,,Etihad Stadium,,0-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Round of 16,2022-03-09,Real Madrid,Paris S-G,Spain,France,3,1,,,Estadio Santiago Bernabéu,Real Madrid,3-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Round of 16,2022-03-15,Manchester Utd,Atlético Madrid,England,Spain,0,1,,,Old Trafford,Atlético Madrid,0-1,53.4631095,-2.2913865,"Old Trafford, England"
Round of 16,2022-03-15,Ajax,Benfica,Netherlands,Portugal,0,1,,,Johan Cruyff ArenA,Benfica,0-1,52.2434979,5.6343227,Netherlands
Round of 16,2022-03-16,Lille,Chelsea,France,England,1,2,,,Stade Pierre-Mauroy,Chelsea,1-2,50.6119044,3.130508,"Stade Pierre-Mauroy, France"
Round of 16,2022-03-16,Juventus,Villarreal,Italy,Spain,0,3,,,Allianz Stadium,Villarreal,0-3,45.1095759,7.6421338,"Allianz Stadium, Italy"
Quarter-finals,2022-04-05,Benfica,Liverpool,Portugal,England,1,3,,,Estádio do Sport Lisboa e Benfica,Liverpool,1-3,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Quarter-finals,2022-04-05,Manchester City,Atlético Madrid,England,Spain,1,0,,,Etihad Stadium,Manchester City,1-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Quarter-finals,2022-04-06,Chelsea,Real Madrid,England,Spain,1,3,,,Stamford Bridge,Real Madrid,1-3,51.4816869,-0.1910336,"Stamford Bridge, England"
Quarter-finals,2022-04-06,Villarreal,Bayern Munich,Spain,Germany,1,0,,,Estadio de la Cerámica,Villarreal,1-0,39.9442083,-0.1034046,"Estadio de la Cerámica, Spain"
Quarter-finals,2022-04-12,Bayern Munich,Villarreal,Germany,Spain,1,1,,,Allianz Arena,,1-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Quarter-finals,2022-04-12,Real Madrid,Chelsea,Spain,England,2,3,,,Estadio Santiago Bernabéu,Chelsea,2-3,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,2022-04-13,Liverpool,Benfica,England,Portugal,3,3,,,Anfield,,3-3,53.4309164,-2.9609314,"Anfield, England"
Quarter-finals,2022-04-13,Atlético Madrid,Manchester City,Spain,England,0,0,,,Estadio Wanda Metropolitano,,0-0,39.3260685,-4.8379791,Spain
Semi-finals,2022-04-26,Manchester City,Real Madrid,England,Spain,4,3,,,Etihad Stadium,Manchester City,4-3,53.4831448,-2.2005273,"Etihad Stadium, England"
Semi-finals,2022-04-27,Liverpool,Villarreal,England,Spain,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
Semi-finals,2022-05-03,Villarreal,Liverpool,Spain,England,2,3,,,Estadio de la Cerámica,Liverpool,2-3,39.9442083,-0.1034046,"Estadio de la Cerámica, Spain"
Semi-finals,2022-05-04,Real Madrid,Manchester City,Spain,England,3,1,,,Estadio Santiago Bernabéu,Real Madrid,3-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Final,2022-05-28,Liverpool,Real Madrid,England,Spain,0,1,,,Stade de France (Neutral Site),Real Madrid,0-1,48.9244726,2.3601325,Stade de France 
