round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Group stage,2014-10-21,Chelsea,NK Maribor,England,Slovenia,6,0,,,Stamford Bridge,Chelsea,6-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2014-10-21,Porto,Athletic Club,Portugal,Spain,2,1,,,Estádio Do Dragão,Porto,2-1,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2014-10-21,CSKA Moscow,Manchester City,Russia,England,2,2,,,Arena Khimki,,2-2,55.8854007,37.4541815,"Arena Khimki, Russia"
Group stage,2014-10-21,Roma,Bayern Munich,Italy,Germany,1,7,,,Stadio Olimpico,Bayern Munich,1-7,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2014-10-21,Barcelona,Ajax,Spain,Netherlands,3,1,,,Camp Nou,Barcelona,3-1,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2014-10-21,Schalke 04,Sporting CP,Germany,Portugal,4,3,,,Veltins-Arena,Schalke 04,4-3,51.5545938,7.0676001,"Veltins-Arena, Germany"
Group stage,2014-10-21,APOEL FC,Paris S-G,Cyprus,France,0,1,,,Neo GSP,Paris S-G,0-1,34.9174159,32.8899027,Cyprus
Group stage,2014-10-21,BATE Borisov,Shakhtar,Belarus,Ukraine,0,7,,,Borisov Arena,Shakhtar,0-7,54.1928313,28.4767187,"Borisov Arena, Belarus"
Group stage,2014-10-22,Liverpool,Real Madrid,England,Spain,0,3,,,Anfield,Real Madrid,0-3,53.4309164,-2.9609314,"Anfield, England"
Group stage,2014-10-22,Monaco,Benfica,France,Portugal,0,0,,,Stade Louis II,,0-0,46.603354,1.8883335,France
Group stage,2014-10-22,Atlético Madrid,Malmö,Spain,Sweden,5,0,,,Estadio Vicente Calderón,Atlético Madrid,5-0,39.3260685,-4.8379791,Spain
Group stage,2014-10-22,Anderlecht,Arsenal,Belgium,England,1,2,,,Lotto Park,Arsenal,1-2,50.8340203,4.2978547,"Lotto Park, Belgium"
Group stage,2014-10-22,Leverkusen,Zenit,Germany,Russia,2,0,,,BayArena,Leverkusen,2-0,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2014-10-22,Olympiacos,Juventus,Greece,Italy,1,0,,,Stadio Georgios Karaiskáki,Olympiacos,1-0,38.9953683,21.9877132,Greece
Group stage,2014-10-22,Ludogorets,Basel,Bulgaria,Switzerland,1,0,,,Stadion Vasil Levski,Ludogorets,1-0,42.6875707,23.3352431,"Stadion Vasil Levski, Bulgaria"
Group stage,2014-10-22,Galatasaray,Dortmund,Turkey,Germany,0,4,,,Türk Telekom Arena,Dortmund,0-4,39.294076,35.2316631,Turkey
Group stage,2014-11-04,Benfica,Monaco,Portugal,France,1,0,,,Estádio do Sport Lisboa e Benfica,Benfica,1-0,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2014-11-04,Arsenal,Anderlecht,England,Belgium,3,3,,,Emirates Stadium,,3-3,51.5550404,-0.1083997,"Emirates Stadium, England"
Group stage,2014-11-04,Zenit,Leverkusen,Russia,Germany,1,2,,,Stadion Petrovskij,Leverkusen,1-2,59.9519439,30.286251,"Stadion Petrovskij, Russia"
Group stage,2014-11-04,Real Madrid,Liverpool,Spain,England,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2014-11-04,Malmö,Atlético Madrid,Sweden,Spain,0,2,,,Swedbank Stadion,Atlético Madrid,0-2,55.5837345,12.987735,"Swedbank Stadion, Sweden"
Group stage,2014-11-04,Juventus,Olympiacos,Italy,Greece,3,2,,,Allianz Stadium,Juventus,3-2,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2014-11-04,Basel,Ludogorets,Switzerland,Bulgaria,4,0,,,St. Jakob-Park,Basel,4-0,47.5416464,7.6201249,"St. Jakob-Park, Switzerland"
Group stage,2014-11-04,Dortmund,Galatasaray,Germany,Turkey,4,1,,,Signal Iduna Park,Dortmund,4-1,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Group stage,2014-11-05,Manchester City,CSKA Moscow,England,Russia,1,2,,,Etihad Stadium,CSKA Moscow,1-2,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2014-11-05,Sporting CP,Schalke 04,Portugal,Germany,4,2,,,Estádio José Alvalade,Sporting CP,4-2,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2014-11-05,NK Maribor,Chelsea,Slovenia,England,1,1,,,Ljudski vrt,,1-1,46.427748,15.8758298,"Ljudski vrt, Slovenia"
Group stage,2014-11-05,Paris S-G,APOEL FC,France,Cyprus,1,0,,,Parc des Princes,Paris S-G,1-0,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2014-11-05,Athletic Club,Porto,Spain,Portugal,0,2,,,San Mamés,Porto,0-2,43.264204,-2.9493915,"San Mamés, Spain"
Group stage,2014-11-05,Ajax,Barcelona,Netherlands,Spain,0,2,,,Johan Cruyff ArenA,Barcelona,0-2,52.2434979,5.6343227,Netherlands
Group stage,2014-11-05,Bayern Munich,Roma,Germany,Italy,2,0,,,Allianz Arena,Bayern Munich,2-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2014-11-05,Shakhtar,BATE Borisov,Ukraine,Belarus,5,0,,,L'viv Arena,Shakhtar,5-0,49.4871968,31.2718321,Ukraine
Group stage,2014-11-25,Manchester City,Bayern Munich,England,Germany,3,2,,,Etihad Stadium,Manchester City,3-2,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2014-11-25,Sporting CP,NK Maribor,Portugal,Slovenia,3,1,,,Estádio José Alvalade,Sporting CP,3-1,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2014-11-25,CSKA Moscow,Roma,Russia,Italy,1,1,,,Arena Khimki,,1-1,55.8854007,37.4541815,"Arena Khimki, Russia"
Group stage,2014-11-25,BATE Borisov,Porto,Belarus,Portugal,0,3,,,Borisov Arena,Porto,0-3,54.1928313,28.4767187,"Borisov Arena, Belarus"
Group stage,2014-11-25,Schalke 04,Chelsea,Germany,England,0,5,,,Veltins-Arena,Chelsea,0-5,51.5545938,7.0676001,"Veltins-Arena, Germany"
Group stage,2014-11-25,Paris S-G,Ajax,France,Netherlands,3,1,,,Parc des Princes,Paris S-G,3-1,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2014-11-25,APOEL FC,Barcelona,Cyprus,Spain,0,4,,,Neo GSP,Barcelona,0-4,34.9174159,32.8899027,Cyprus
Group stage,2014-11-25,Shakhtar,Athletic Club,Ukraine,Spain,0,1,,,L'viv Arena,Athletic Club,0-1,49.4871968,31.2718321,Ukraine
Group stage,2014-11-26,Arsenal,Dortmund,England,Germany,2,0,,,Emirates Stadium,Arsenal,2-0,51.5550404,-0.1083997,"Emirates Stadium, England"
Group stage,2014-11-26,Zenit,Benfica,Russia,Portugal,1,0,,,Stadion Petrovskij,Zenit,1-0,59.9519439,30.286251,"Stadion Petrovskij, Russia"
Group stage,2014-11-26,Atlético Madrid,Olympiacos,Spain,Greece,4,0,,,Estadio Vicente Calderón,Atlético Madrid,4-0,39.3260685,-4.8379791,Spain
Group stage,2014-11-26,Basel,Real Madrid,Switzerland,Spain,0,1,,,St. Jakob-Park,Real Madrid,0-1,47.5416464,7.6201249,"St. Jakob-Park, Switzerland"
Group stage,2014-11-26,Anderlecht,Galatasaray,Belgium,Turkey,2,0,,,Lotto Park,Anderlecht,2-0,50.8340203,4.2978547,"Lotto Park, Belgium"
Group stage,2014-11-26,Malmö,Juventus,Sweden,Italy,0,2,,,Swedbank Stadion,Juventus,0-2,55.5837345,12.987735,"Swedbank Stadion, Sweden"
Group stage,2014-11-26,Leverkusen,Monaco,Germany,France,0,1,,,BayArena,Monaco,0-1,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2014-11-26,Ludogorets,Liverpool,Bulgaria,England,2,2,,,Stadion Vasil Levski,,2-2,42.6875707,23.3352431,"Stadion Vasil Levski, Bulgaria"
Group stage,2014-12-09,Liverpool,Basel,England,Switzerland,1,1,,,Anfield,,1-1,53.4309164,-2.9609314,"Anfield, England"
Group stage,2014-12-09,Benfica,Leverkusen,Portugal,Germany,0,0,,,Estádio do Sport Lisboa e Benfica,,0-0,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2014-12-09,Juventus,Atlético Madrid,Italy,Spain,0,0,,,Allianz Stadium,,0-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2014-12-09,Monaco,Zenit,France,Russia,2,0,,,Stade Louis II,Monaco,2-0,46.603354,1.8883335,France
Group stage,2014-12-09,Real Madrid,Ludogorets,Spain,Bulgaria,4,0,,,Estadio Santiago Bernabéu,Real Madrid,4-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2014-12-09,Dortmund,Anderlecht,Germany,Belgium,1,1,,,Signal Iduna Park,,1-1,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Group stage,2014-12-09,Olympiacos,Malmö,Greece,Sweden,4,2,,,Stadio Georgios Karaiskáki,Olympiacos,4-2,38.9953683,21.9877132,Greece
Group stage,2014-12-09,Galatasaray,Arsenal,Turkey,England,1,4,,,Türk Telekom Arena,Arsenal,1-4,39.294076,35.2316631,Turkey
Group stage,2014-12-10,Chelsea,Sporting CP,England,Portugal,3,1,,,Stamford Bridge,Chelsea,3-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2014-12-10,Porto,Shakhtar,Portugal,Ukraine,1,1,,,Estádio Do Dragão,,1-1,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2014-12-10,Athletic Club,BATE Borisov,Spain,Belarus,2,0,,,San Mamés,Athletic Club,2-0,43.264204,-2.9493915,"San Mamés, Spain"
Group stage,2014-12-10,Roma,Manchester City,Italy,England,0,2,,,Stadio Olimpico,Manchester City,0-2,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2014-12-10,NK Maribor,Schalke 04,Slovenia,Germany,0,1,,,Ljudski vrt,Schalke 04,0-1,46.427748,15.8758298,"Ljudski vrt, Slovenia"
Group stage,2014-12-10,Barcelona,Paris S-G,Spain,France,3,1,,,Camp Nou,Barcelona,3-1,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2014-12-10,Bayern Munich,CSKA Moscow,Germany,Russia,3,0,,,Allianz Arena,Bayern Munich,3-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2014-12-10,Ajax,APOEL FC,Netherlands,Cyprus,4,0,,,Johan Cruyff ArenA,Ajax,4-0,52.2434979,5.6343227,Netherlands
Round of 16,2015-02-17,Paris S-G,Chelsea,France,England,1,1,,,Parc des Princes,,1-1,48.8413634,2.2530693,"Parc des Princes, France"
Round of 16,2015-02-17,Shakhtar,Bayern Munich,Ukraine,Germany,0,0,,,L'viv Arena,,0-0,49.4871968,31.2718321,Ukraine
Round of 16,2015-02-18,Schalke 04,Real Madrid,Germany,Spain,0,2,,,Veltins-Arena,Real Madrid,0-2,51.5545938,7.0676001,"Veltins-Arena, Germany"
Round of 16,2015-02-18,Basel,Porto,Switzerland,Portugal,1,1,,,St. Jakob-Park,,1-1,47.5416464,7.6201249,"St. Jakob-Park, Switzerland"
Round of 16,2015-02-24,Manchester City,Barcelona,England,Spain,1,2,,,Etihad Stadium,Barcelona,1-2,53.4831448,-2.2005273,"Etihad Stadium, England"
Round of 16,2015-02-24,Juventus,Dortmund,Italy,Germany,2,1,,,Allianz Stadium,Juventus,2-1,45.1095759,7.6421338,"Allianz Stadium, Italy"
Round of 16,2015-02-25,Arsenal,Monaco,England,France,1,3,,,Emirates Stadium,Monaco,1-3,51.5550404,-0.1083997,"Emirates Stadium, England"
Round of 16,2015-02-25,Leverkusen,Atlético Madrid,Germany,Spain,1,0,,,BayArena,Leverkusen,1-0,51.0381439,7.0030964,"BayArena, Germany"
Round of 16,2015-03-10,Porto,Basel,Portugal,Switzerland,4,0,,,Estádio Do Dragão,Porto,4-0,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Round of 16,2015-03-10,Real Madrid,Schalke 04,Spain,Germany,3,4,,,Estadio Santiago Bernabéu,Schalke 04,3-4,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Round of 16,2015-03-11,Chelsea,Paris S-G,England,France,2,2,,,Stamford Bridge,,2-2,51.4816869,-0.1910336,"Stamford Bridge, England"
Round of 16,2015-03-11,Bayern Munich,Shakhtar,Germany,Ukraine,7,0,,,Allianz Arena,Bayern Munich,7-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Round of 16,2015-03-17,Monaco,Arsenal,France,England,0,2,,,Stade Louis II,Arsenal,0-2,46.603354,1.8883335,France
Round of 16,2015-03-17,Atlético Madrid,Leverkusen,Spain,Germany,1,0,3.0,2.0,Estadio Vicente Calderón,Atlético Madrid,1-0,39.3260685,-4.8379791,Spain
Round of 16,2015-03-18,Dortmund,Juventus,Germany,Italy,0,3,,,Signal Iduna Park,Juventus,0-3,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Round of 16,2015-03-18,Barcelona,Manchester City,Spain,England,1,0,,,Camp Nou,Barcelona,1-0,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2015-04-14,Atlético Madrid,Real Madrid,Spain,Spain,0,0,,,Estadio Vicente Calderón,,0-0,39.3260685,-4.8379791,Spain
Quarter-finals,2015-04-14,Juventus,Monaco,Italy,France,1,0,,,Allianz Stadium,Juventus,1-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Quarter-finals,2015-04-15,Porto,Bayern Munich,Portugal,Germany,3,1,,,Estádio Do Dragão,Porto,3-1,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Quarter-finals,2015-04-15,Paris S-G,Barcelona,France,Spain,1,3,,,Parc des Princes,Barcelona,1-3,48.8413634,2.2530693,"Parc des Princes, France"
Quarter-finals,2015-04-21,Bayern Munich,Porto,Germany,Portugal,6,1,,,Allianz Arena,Bayern Munich,6-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Quarter-finals,2015-04-21,Barcelona,Paris S-G,Spain,France,2,0,,,Camp Nou,Barcelona,2-0,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2015-04-22,Real Madrid,Atlético Madrid,Spain,Spain,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,2015-04-22,Monaco,Juventus,France,Italy,0,0,,,Stade Louis II,,0-0,46.603354,1.8883335,France
Semi-finals,2015-05-05,Juventus,Real Madrid,Italy,Spain,2,1,,,Allianz Stadium,Juventus,2-1,45.1095759,7.6421338,"Allianz Stadium, Italy"
Semi-finals,2015-05-06,Barcelona,Bayern Munich,Spain,Germany,3,0,,,Camp Nou,Barcelona,3-0,41.3808046,2.1158872,"Camp Nou, Spain"
Semi-finals,2015-05-12,Bayern Munich,Barcelona,Germany,Spain,3,2,,,Allianz Arena,Bayern Munich,3-2,48.2187901,11.6236227,"Allianz Arena, Germany"
Semi-finals,2015-05-13,Real Madrid,Juventus,Spain,Italy,1,1,,,Estadio Santiago Bernabéu,,1-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Final,2015-06-06,Juventus,Barcelona,Italy,Spain,1,3,,,Olympiastadion Berlin (Neutral Site),Barcelona,1-3,52.5145846,13.2398144,Olympiastadion Berlin 
