round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Round of 16,2017-02-22,Sevilla,Leicester City,Spain,England,2,1,,,Estadio Ramón Sánchez Pizjuán,Sevilla,2-1,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Round of 16,2017-03-07,Arsenal,Bayern Munich,England,Germany,1,5,,,Emirates Stadium,Bayern Munich,1-5,51.5550404,-0.1083997,"Emirates Stadium, England"
Round of 16,2017-03-07,Napoli,Real Madrid,Italy,Spain,1,3,,,Stadio San Paolo,Real Madrid,1-3,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Round of 16,2017-03-08,Barcelona,Paris S-G,Spain,France,6,1,,,Camp Nou,Barcelona,6-1,41.3808046,2.1158872,"Camp Nou, Spain"
Round of 16,2017-03-08,Dortmund,Benfica,Germany,Portugal,4,0,,,Signal Iduna Park,Dortmund,4-0,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Round of 16,2017-03-14,Leicester City,Sevilla,England,Spain,2,0,,,King Power Stadium,Leicester City,2-0,52.620397,-1.1423352,"King Power Stadium, England"
Round of 16,2017-03-14,Juventus,Porto,Italy,Portugal,1,0,,,Allianz Stadium,Juventus,1-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Round of 16,2017-03-15,Monaco,Manchester City,France,England,3,1,,,Stade Louis II,Monaco,3-1,46.603354,1.8883335,France
Round of 16,2017-03-15,Atlético Madrid,Leverkusen,Spain,Germany,0,0,,,Estadio Vicente Calderón,,0-0,39.3260685,-4.8379791,Spain
Quarter-finals,2017-04-11,Juventus,Barcelona,Italy,Spain,3,0,,,Allianz Stadium,Juventus,3-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Quarter-finals,2017-04-12,Dortmund,Monaco,Germany,France,2,3,,,Signal Iduna Park,Monaco,2-3,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Quarter-finals,2017-04-12,Bayern Munich,Real Madrid,Germany,Spain,1,2,,,Allianz Arena,Real Madrid,1-2,48.2187901,11.6236227,"Allianz Arena, Germany"
Quarter-finals,2017-04-12,Atlético Madrid,Leicester City,Spain,England,1,0,,,Estadio Vicente Calderón,Atlético Madrid,1-0,39.3260685,-4.8379791,Spain
Quarter-finals,2017-04-18,Leicester City,Atlético Madrid,England,Spain,1,1,,,King Power Stadium,,1-1,52.620397,-1.1423352,"King Power Stadium, England"
Quarter-finals,2017-04-18,Real Madrid,Bayern Munich,Spain,Germany,4,2,,,Estadio Santiago Bernabéu,Real Madrid,4-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,2017-04-19,Barcelona,Juventus,Spain,Italy,0,0,,,Camp Nou,,0-0,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2017-04-19,Monaco,Dortmund,France,Germany,3,1,,,Stade Louis II,Monaco,3-1,46.603354,1.8883335,France
Semi-finals,2017-05-02,Real Madrid,Atlético Madrid,Spain,Spain,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2017-05-03,Monaco,Juventus,France,Italy,0,2,,,Stade Louis II,Juventus,0-2,46.603354,1.8883335,France
Semi-finals,2017-05-09,Juventus,Monaco,Italy,France,2,1,,,Allianz Stadium,Juventus,2-1,45.1095759,7.6421338,"Allianz Stadium, Italy"
Semi-finals,2017-05-10,Atlético Madrid,Real Madrid,Spain,Spain,2,1,,,Estadio Vicente Calderón,Atlético Madrid,2-1,39.3260685,-4.8379791,Spain
Final,2017-06-03,Juventus,Real Madrid,Italy,Spain,1,4,,,National Stadium (Neutral Site),Real Madrid,1-4,38.7087907,-9.2605909,National Stadium 
