round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Knockout phase play-offs,2025-02-19,Paris S-G,Brest,France,France,7,0,,,Parc des Princes,Paris S-G,7-0,48.8413634,2.2530693,"Parc des Princes, France"
Round of 16,2025-03-04,Club Brugge,Aston Villa,Belgium,England,1,3,,,Jan Breydelstadion,Aston Villa,1-3,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Round of 16,2025-03-04,PSV Eindhoven,Arsenal,Netherlands,England,1,7,,,Philips Stadion,Arsenal,1-7,51.4417077,5.4674257,"Philips Stadion, Netherlands"
Round of 16,2025-03-04,Dortmund,Lille,Germany,France,1,1,,,Signal Iduna Park,,1-1,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Round of 16,2025-03-04,Real Madrid,Atlético Madrid,Spain,Spain,2,1,,,Estadio Santiago Bernabéu,Real Madrid,2-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Round of 16,2025-03-05,Feyenoord,Inter,Netherlands,Italy,0,2,,,Stadion Feijenoord,Inter,0-2,51.8938646,4.5232281,"Stadion Feijenoord, Netherlands"
Round of 16,2025-03-05,Benfica,Barcelona,Portugal,Spain,0,1,,,Estádio do Sport Lisboa e Benfica,Barcelona,0-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Round of 16,2025-03-05,Bayern Munich,Leverkusen,Germany,Germany,3,0,,,Allianz Arena,Bayern Munich,3-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Round of 16,2025-03-05,Paris S-G,Liverpool,France,England,0,1,,,Parc des Princes,Liverpool,0-1,48.8413634,2.2530693,"Parc des Princes, France"
Round of 16,2025-03-11,Barcelona,Benfica,Spain,Portugal,3,1,,,Estadi Olímpic Lluís Companys,Barcelona,3-1,41.36472,2.1556451,"Estadi Olímpic Lluís Companys, Spain"
Round of 16,2025-03-11,Liverpool,Paris S-G,England,France,0,1,1.0,4.0,Anfield,Paris S-G,0-1,53.4309164,-2.9609314,"Anfield, England"
Round of 16,2025-03-11,Leverkusen,Bayern Munich,Germany,Germany,0,2,,,BayArena,Bayern Munich,0-2,51.0381439,7.0030964,"BayArena, Germany"
Round of 16,2025-03-11,Inter,Feyenoord,Italy,Netherlands,2,1,,,Stadio Giuseppe Meazza,Inter,2-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Round of 16,2025-03-12,Lille,Dortmund,France,Germany,1,2,,,Decathlon Arena - Stade Pierre-Mauroy,Dortmund,1-2,50.6119044,3.130508,"Decathlon Arena - Stade Pierre-Mauroy, France"
Round of 16,2025-03-12,Arsenal,PSV Eindhoven,England,Netherlands,2,2,,,Emirates Stadium,,2-2,51.5550404,-0.1083997,"Emirates Stadium, England"
Round of 16,2025-03-12,Aston Villa,Club Brugge,England,Belgium,3,0,,,Villa Park,Aston Villa,3-0,52.5091264,-1.8850354,"Villa Park, England"
Round of 16,2025-03-12,Atlético Madrid,Real Madrid,Spain,Spain,1,0,2.0,4.0,Riyadh Air Metropolitan Stadium,Real Madrid,1-0,39.3260685,-4.8379791,Spain
Quarter-finals,2025-04-08,Arsenal,Real Madrid,England,Spain,3,0,,,Emirates Stadium,Arsenal,3-0,51.5550404,-0.1083997,"Emirates Stadium, England"
Quarter-finals,2025-04-08,Bayern Munich,Inter,Germany,Italy,1,2,,,Allianz Arena,Inter,1-2,48.2187901,11.6236227,"Allianz Arena, Germany"
Quarter-finals,2025-04-09,Barcelona,Dortmund,Spain,Germany,4,0,,,Estadi Olímpic Lluís Companys,Barcelona,4-0,41.36472,2.1556451,"Estadi Olímpic Lluís Companys, Spain"
Quarter-finals,2025-04-09,Paris S-G,Aston Villa,France,England,3,1,,,Parc des Princes,Paris S-G,3-1,48.8413634,2.2530693,"Parc des Princes, France"
Quarter-finals,2025-04-15,Aston Villa,Paris S-G,England,France,3,2,,,Villa Park,Aston Villa,3-2,52.5091264,-1.8850354,"Villa Park, England"
Quarter-finals,2025-04-15,Dortmund,Barcelona,Germany,Spain,3,1,,,Signal Iduna Park,Dortmund,3-1,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Quarter-finals,2025-04-16,Inter,Bayern Munich,Italy,Germany,2,2,,,Stadio Giuseppe Meazza,,2-2,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Quarter-finals,2025-04-16,Real Madrid,Arsenal,Spain,England,1,2,,,Estadio Santiago Bernabéu,Arsenal,1-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2025-04-29,Arsenal,Paris S-G,England,France,0,1,,,Emirates Stadium,Paris S-G,0-1,51.5550404,-0.1083997,"Emirates Stadium, England"
Semi-finals,2025-04-30,Barcelona,Inter,Spain,Italy,3,3,,,Estadi Olímpic Lluís Companys,,3-3,41.36472,2.1556451,"Estadi Olímpic Lluís Companys, Spain"
Semi-finals,2025-05-06,Inter,Barcelona,Italy,Spain,4,3,,,Stadio Giuseppe Meazza,Inter,4-3,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Semi-finals,2025-05-07,Paris S-G,Arsenal,France,England,2,1,,,Parc des Princes,Paris S-G,2-1,48.8413634,2.2530693,"Parc des Princes, France"
Final,2025-05-31,Paris S-G,Inter,France,Italy,5,0,,,Allianz Arena (Neutral Site),Paris S-G,5-0,48.2187901,11.6236227,Allianz Arena 
