round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
League phase,2024-10-22,Juventus,Stuttgart,Italy,Germany,0,1,,,Allianz Stadium,Stuttgart,0-1,45.1095759,7.6421338,"Allianz Stadium, Italy"
League phase,2024-10-22,Real Madrid,Dortmund,Spain,Germany,5,2,,,Estadio Santiago Bernabéu,Real Madrid,5-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
League phase,2024-10-22,Girona,Slovan Bratislava,Spain,Slovakia,2,0,,,Estadi Municipal de Montilivi,Girona,2-0,41.9612296,2.8289964,"Estadi Municipal de Montilivi, Spain"
League phase,2024-10-22,Paris S-G,PSV Eindhoven,France,Netherlands,1,1,,,Parc des Princes,,1-1,48.8413634,2.2530693,"Parc des Princes, France"
League phase,2024-10-23,Brest,Leverkusen,France,Germany,1,1,,,Stade du Roudourou,,1-1,48.5660196,-3.1644589,"Stade du Roudourou, France"
League phase,2024-10-23,Atalanta,Celtic,Italy,Scotland,0,0,,,Gewiss Stadium,,0-0,42.6384261,12.674297,Italy
League phase,2024-10-23,Benfica,Feyenoord,Portugal,Netherlands,1,3,,,Estádio do Sport Lisboa e Benfica,Feyenoord,1-3,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
League phase,2024-10-23,Manchester City,Sparta Prague,England,Czech Republic,5,0,,,Etihad Stadium,Manchester City,5-0,53.4831448,-2.2005273,"Etihad Stadium, England"
League phase,2024-10-23,RB Salzburg,Dinamo Zagreb,Austria,Croatia,0,2,,,Red Bull Arena,Dinamo Zagreb,0-2,47.8163956,12.9982439,"Red Bull Arena, Austria"
League phase,2024-10-23,Young Boys,Inter,Switzerland,Italy,0,1,,,Stadion Wankdorf,Inter,0-1,46.9631042,7.4648638,"Stadion Wankdorf, Switzerland"
League phase,2024-10-23,Barcelona,Bayern Munich,Spain,Germany,4,1,,,Estadi Olímpic Lluís Companys,Barcelona,4-1,41.36472,2.1556451,"Estadi Olímpic Lluís Companys, Spain"
League phase,2024-10-23,Atlético Madrid,Lille,Spain,France,1,3,,,Riyadh Air Metropolitan Stadium,Lille,1-3,39.3260685,-4.8379791,Spain
League phase,2024-10-23,RB Leipzig,Liverpool,Germany,England,0,1,,,Red Bull Arena,Liverpool,0-1,51.3457079,12.3482361,"Red Bull Arena, Germany"
League phase,2024-11-05,Slovan Bratislava,Dinamo Zagreb,Slovakia,Croatia,1,4,,,Štadión Tehelné pole,Dinamo Zagreb,1-4,48.1634912,17.1367945,"Štadión Tehelné pole, Slovakia"
League phase,2024-11-05,PSV Eindhoven,Girona,Netherlands,Spain,4,0,,,Philips Stadion,PSV Eindhoven,4-0,51.4417077,5.4674257,"Philips Stadion, Netherlands"
League phase,2024-11-05,Sporting CP,Manchester City,Portugal,England,4,1,,,Estádio José Alvalade,Sporting CP,4-1,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
League phase,2024-11-05,Liverpool,Leverkusen,England,Germany,4,0,,,Anfield,Liverpool,4-0,53.4309164,-2.9609314,"Anfield, England"
League phase,2024-11-05,Celtic,RB Leipzig,Scotland,Germany,3,1,,,Celtic Park,Celtic,3-1,55.8501815,-4.2068227,"Celtic Park, Scotland"
League phase,2024-11-05,Bologna,Monaco,Italy,France,0,1,,,Stadio Renato Dall'Ara,Monaco,0-1,44.492317,11.3099971,"Stadio Renato Dall'Ara, Italy"
League phase,2024-11-05,Real Madrid,Milan,Spain,Italy,1,3,,,Estadio Santiago Bernabéu,Milan,1-3,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
League phase,2024-11-05,Lille,Juventus,France,Italy,1,1,,,Decathlon Arena - Stade Pierre-Mauroy,,1-1,50.6119044,3.130508,"Decathlon Arena - Stade Pierre-Mauroy, France"
League phase,2024-11-05,Dortmund,Sturm Graz,Germany,Austria,1,0,,,Signal Iduna Park,Dortmund,1-0,51.4924922,7.4518549,"Signal Iduna Park, Germany"
League phase,2024-11-06,Club Brugge,Aston Villa,Belgium,England,1,0,,,Jan Breydelstadion,Club Brugge,1-0,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
League phase,2024-11-06,Shakhtar,Young Boys,Ukraine,Switzerland,2,1,,,Veltins-Arena,Shakhtar,2-1,49.4871968,31.2718321,Ukraine
League phase,2024-11-06,Paris S-G,Atlético Madrid,France,Spain,1,2,,,Parc des Princes,Atlético Madrid,1-2,48.8413634,2.2530693,"Parc des Princes, France"
League phase,2024-11-06,Bayern Munich,Benfica,Germany,Portugal,1,0,,,Allianz Arena,Bayern Munich,1-0,48.2187901,11.6236227,"Allianz Arena, Germany"
League phase,2024-11-06,Red Star,Barcelona,Serbia,Spain,2,5,,,Stadion Rajko Mitić,Barcelona,2-5,44.7832203,20.4646751,"Stadion Rajko Mitić, Serbia"
League phase,2024-11-06,Sparta Prague,Brest,Czech Republic,France,1,2,,,epet Arena,Brest,1-2,50.0997126,14.4158918,"epet Arena, Czech Republic"
League phase,2024-11-06,Feyenoord,RB Salzburg,Netherlands,Austria,1,3,,,Stadion Feijenoord,RB Salzburg,1-3,51.8938646,4.5232281,"Stadion Feijenoord, Netherlands"
League phase,2024-11-06,Stuttgart,Atalanta,Germany,Italy,0,2,,,MHPArena,Atalanta,0-2,48.8911701,9.1824202,"MHPArena, Germany"
League phase,2024-11-06,Inter,Arsenal,Italy,England,1,0,,,Stadio Giuseppe Meazza,Inter,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
League phase,2024-11-26,Slovan Bratislava,Milan,Slovakia,Italy,2,3,,,Štadión Tehelné pole,Milan,2-3,48.1634912,17.1367945,"Štadión Tehelné pole, Slovakia"
League phase,2024-11-26,Sparta Prague,Atlético Madrid,Czech Republic,Spain,0,6,,,epet Arena,Atlético Madrid,0-6,50.0997126,14.4158918,"epet Arena, Czech Republic"
League phase,2024-11-26,Manchester City,Feyenoord,England,Netherlands,3,3,,,Etihad Stadium,,3-3,53.4831448,-2.2005273,"Etihad Stadium, England"
League phase,2024-11-26,Sporting CP,Arsenal,Portugal,England,1,5,,,Estádio José Alvalade,Arsenal,1-5,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
League phase,2024-11-26,Barcelona,Brest,Spain,France,3,0,,,Estadi Olímpic Lluís Companys,Barcelona,3-0,41.36472,2.1556451,"Estadi Olímpic Lluís Companys, Spain"
League phase,2024-11-26,Leverkusen,RB Salzburg,Germany,Austria,5,0,,,BayArena,Leverkusen,5-0,51.0381439,7.0030964,"BayArena, Germany"
League phase,2024-11-26,Inter,RB Leipzig,Italy,Germany,1,0,,,Stadio Giuseppe Meazza,Inter,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
League phase,2024-11-26,Bayern Munich,Paris S-G,Germany,France,1,0,,,Allianz Arena,Bayern Munich,1-0,48.2187901,11.6236227,"Allianz Arena, Germany"
League phase,2024-11-26,Young Boys,Atalanta,Switzerland,Italy,1,6,,,Stadion Wankdorf,Atalanta,1-6,46.9631042,7.4648638,"Stadion Wankdorf, Switzerland"
League phase,2024-11-27,Red Star,Stuttgart,Serbia,Germany,5,1,,,Stadion Rajko Mitić,Red Star,5-1,44.7832203,20.4646751,"Stadion Rajko Mitić, Serbia"
League phase,2024-11-27,Sturm Graz,Girona,Austria,Spain,1,0,,,Merkur Arena,Sturm Graz,1-0,47.0463666,15.454008,"Merkur Arena, Austria"
League phase,2024-11-27,Aston Villa,Juventus,England,Italy,0,0,,,Villa Park,,0-0,52.5091264,-1.8850354,"Villa Park, England"
League phase,2024-11-27,Liverpool,Real Madrid,England,Spain,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
League phase,2024-11-27,Celtic,Club Brugge,Scotland,Belgium,1,1,,,Celtic Park,,1-1,55.8501815,-4.2068227,"Celtic Park, Scotland"
League phase,2024-11-27,PSV Eindhoven,Shakhtar,Netherlands,Ukraine,3,2,,,Philips Stadion,PSV Eindhoven,3-2,51.4417077,5.4674257,"Philips Stadion, Netherlands"
League phase,2024-11-27,Bologna,Lille,Italy,France,1,2,,,Stadio Renato Dall'Ara,Lille,1-2,44.492317,11.3099971,"Stadio Renato Dall'Ara, Italy"
League phase,2024-11-27,Dinamo Zagreb,Dortmund,Croatia,Germany,0,3,,,Stadion Maksimir,Dortmund,0-3,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
League phase,2024-11-27,Monaco,Benfica,France,Portugal,2,3,,,Stade Louis II,Benfica,2-3,46.603354,1.8883335,France
League phase,2024-12-10,Dinamo Zagreb,Celtic,Croatia,Scotland,0,0,,,Stadion Maksimir,,0-0,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
League phase,2024-12-10,Girona,Liverpool,Spain,England,0,1,,,Estadi Municipal de Montilivi,Liverpool,0-1,41.9612296,2.8289964,"Estadi Municipal de Montilivi, Spain"
League phase,2024-12-10,Leverkusen,Inter,Germany,Italy,1,0,,,BayArena,Leverkusen,1-0,51.0381439,7.0030964,"BayArena, Germany"
League phase,2024-12-10,Brest,PSV Eindhoven,France,Netherlands,1,0,,,Stade du Roudourou,Brest,1-0,48.5660196,-3.1644589,"Stade du Roudourou, France"
League phase,2024-12-10,Club Brugge,Sporting CP,Belgium,Portugal,2,1,,,Jan Breydelstadion,Club Brugge,2-1,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
League phase,2024-12-10,RB Salzburg,Paris S-G,Austria,France,0,3,,,Red Bull Arena,Paris S-G,0-3,47.8163956,12.9982439,"Red Bull Arena, Austria"
League phase,2024-12-10,RB Leipzig,Aston Villa,Germany,England,2,3,,,Red Bull Arena,Aston Villa,2-3,51.3457079,12.3482361,"Red Bull Arena, Germany"
League phase,2024-12-10,Atalanta,Real Madrid,Italy,Spain,2,3,,,Gewiss Stadium,Real Madrid,2-3,42.6384261,12.674297,Italy
League phase,2024-12-10,Shakhtar,Bayern Munich,Ukraine,Germany,1,5,,,Veltins-Arena,Bayern Munich,1-5,49.4871968,31.2718321,Ukraine
League phase,2024-12-11,Lille,Sturm Graz,France,Austria,3,2,,,Decathlon Arena - Stade Pierre-Mauroy,Lille,3-2,50.6119044,3.130508,"Decathlon Arena - Stade Pierre-Mauroy, France"
League phase,2024-12-11,Atlético Madrid,Slovan Bratislava,Spain,Slovakia,3,1,,,Riyadh Air Metropolitan Stadium,Atlético Madrid,3-1,39.3260685,-4.8379791,Spain
League phase,2024-12-11,Arsenal,Monaco,England,France,3,0,,,Emirates Stadium,Arsenal,3-0,51.5550404,-0.1083997,"Emirates Stadium, England"
League phase,2024-12-11,Benfica,Bologna,Portugal,Italy,0,0,,,Estádio do Sport Lisboa e Benfica,,0-0,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
League phase,2024-12-11,Milan,Red Star,Italy,Serbia,2,1,,,Stadio Giuseppe Meazza,Milan,2-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
League phase,2024-12-11,Juventus,Manchester City,Italy,England,2,0,,,Allianz Stadium,Juventus,2-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
League phase,2024-12-11,Stuttgart,Young Boys,Germany,Switzerland,5,1,,,MHPArena,Stuttgart,5-1,48.8911701,9.1824202,"MHPArena, Germany"
League phase,2024-12-11,Dortmund,Barcelona,Germany,Spain,2,3,,,Signal Iduna Park,Barcelona,2-3,51.4924922,7.4518549,"Signal Iduna Park, Germany"
League phase,2024-12-11,Feyenoord,Sparta Prague,Netherlands,Czech Republic,4,2,,,Stadion Feijenoord,Feyenoord,4-2,51.8938646,4.5232281,"Stadion Feijenoord, Netherlands"
League phase,2025-01-21,Atalanta,Sturm Graz,Italy,Austria,5,0,,,Gewiss Stadium,Atalanta,5-0,42.6384261,12.674297,Italy
League phase,2025-01-21,Monaco,Aston Villa,France,England,1,0,,,Stade Louis II,Monaco,1-0,46.603354,1.8883335,France
League phase,2025-01-21,Liverpool,Lille,England,France,2,1,,,Anfield,Liverpool,2-1,53.4309164,-2.9609314,"Anfield, England"
League phase,2025-01-21,Benfica,Barcelona,Portugal,Spain,4,5,,,Estádio do Sport Lisboa e Benfica,Barcelona,4-5,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
League phase,2025-01-21,Bologna,Dortmund,Italy,Germany,2,1,,,Stadio Renato Dall'Ara,Bologna,2-1,44.492317,11.3099971,"Stadio Renato Dall'Ara, Italy"
League phase,2025-01-21,Club Brugge,Juventus,Belgium,Italy,0,0,,,Jan Breydelstadion,,0-0,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
League phase,2025-01-21,Red Star,PSV Eindhoven,Serbia,Netherlands,2,3,,,Stadion Rajko Mitić,PSV Eindhoven,2-3,44.7832203,20.4646751,"Stadion Rajko Mitić, Serbia"
League phase,2025-01-21,Slovan Bratislava,Stuttgart,Slovakia,Germany,1,3,,,Štadión Tehelné pole,Stuttgart,1-3,48.1634912,17.1367945,"Štadión Tehelné pole, Slovakia"
League phase,2025-01-21,Atlético Madrid,Leverkusen,Spain,Germany,2,1,,,Riyadh Air Metropolitan Stadium,Atlético Madrid,2-1,39.3260685,-4.8379791,Spain
League phase,2025-01-22,RB Leipzig,Sporting CP,Germany,Portugal,2,1,,,Red Bull Arena,RB Leipzig,2-1,51.3457079,12.3482361,"Red Bull Arena, Germany"
League phase,2025-01-22,Shakhtar,Brest,Ukraine,France,2,0,,,Veltins-Arena,Shakhtar,2-0,49.4871968,31.2718321,Ukraine
League phase,2025-01-22,Arsenal,Dinamo Zagreb,England,Croatia,3,0,,,Emirates Stadium,Arsenal,3-0,51.5550404,-0.1083997,"Emirates Stadium, England"
League phase,2025-01-22,Celtic,Young Boys,Scotland,Switzerland,1,0,,,Celtic Park,Celtic,1-0,55.8501815,-4.2068227,"Celtic Park, Scotland"
League phase,2025-01-22,Real Madrid,RB Salzburg,Spain,Austria,5,1,,,Estadio Santiago Bernabéu,Real Madrid,5-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
League phase,2025-01-22,Milan,Girona,Italy,Spain,1,0,,,Stadio Giuseppe Meazza,Milan,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
League phase,2025-01-22,Paris S-G,Manchester City,France,England,4,2,,,Parc des Princes,Paris S-G,4-2,48.8413634,2.2530693,"Parc des Princes, France"
League phase,2025-01-22,Sparta Prague,Inter,Czech Republic,Italy,0,1,,,epet Arena,Inter,0-1,50.0997126,14.4158918,"epet Arena, Czech Republic"
League phase,2025-01-22,Feyenoord,Bayern Munich,Netherlands,Germany,3,0,,,Stadion Feijenoord,Feyenoord,3-0,51.8938646,4.5232281,"Stadion Feijenoord, Netherlands"
League phase,2025-01-29,Manchester City,Club Brugge,England,Belgium,3,1,,,Etihad Stadium,Manchester City,3-1,53.4831448,-2.2005273,"Etihad Stadium, England"
League phase,2025-01-29,Aston Villa,Celtic,England,Scotland,4,2,,,Villa Park,Aston Villa,4-2,52.5091264,-1.8850354,"Villa Park, England"
League phase,2025-01-29,Sporting CP,Bologna,Portugal,Italy,1,1,,,Estádio José Alvalade,,1-1,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
League phase,2025-01-29,Bayern Munich,Slovan Bratislava,Germany,Slovakia,3,1,,,Allianz Arena,Bayern Munich,3-1,48.2187901,11.6236227,"Allianz Arena, Germany"
League phase,2025-01-29,Juventus,Benfica,Italy,Portugal,0,2,,,Allianz Stadium,Benfica,0-2,45.1095759,7.6421338,"Allianz Stadium, Italy"
League phase,2025-01-29,Barcelona,Atalanta,Spain,Italy,2,2,,,Estadi Olímpic Lluís Companys,,2-2,41.36472,2.1556451,"Estadi Olímpic Lluís Companys, Spain"
League phase,2025-01-29,Dortmund,Shakhtar,Germany,Ukraine,3,1,,,Signal Iduna Park,Dortmund,3-1,51.4924922,7.4518549,"Signal Iduna Park, Germany"
League phase,2025-01-29,Brest,Real Madrid,France,Spain,0,3,,,Stade du Roudourou,Real Madrid,0-3,48.5660196,-3.1644589,"Stade du Roudourou, France"
League phase,2025-01-29,PSV Eindhoven,Liverpool,Netherlands,England,3,2,,,Philips Stadion,PSV Eindhoven,3-2,51.4417077,5.4674257,"Philips Stadion, Netherlands"
League phase,2025-01-29,Inter,Monaco,Italy,France,3,0,,,Stadio Giuseppe Meazza,Inter,3-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
League phase,2025-01-29,Leverkusen,Sparta Prague,Germany,Czech Republic,2,0,,,BayArena,Leverkusen,2-0,51.0381439,7.0030964,"BayArena, Germany"
League phase,2025-01-29,RB Salzburg,Atlético Madrid,Austria,Spain,1,4,,,Red Bull Arena,Atlético Madrid,1-4,47.8163956,12.9982439,"Red Bull Arena, Austria"
League phase,2025-01-29,Stuttgart,Paris S-G,Germany,France,1,4,,,MHPArena,Paris S-G,1-4,48.8911701,9.1824202,"MHPArena, Germany"
League phase,2025-01-29,Lille,Feyenoord,France,Netherlands,6,1,,,Decathlon Arena - Stade Pierre-Mauroy,Lille,6-1,50.6119044,3.130508,"Decathlon Arena - Stade Pierre-Mauroy, France"
League phase,2025-01-29,Sturm Graz,RB Leipzig,Austria,Germany,1,0,,,28 Black Arena,Sturm Graz,1-0,46.6087926,14.2774359,"28 Black Arena, Austria"
League phase,2025-01-29,Young Boys,Red Star,Switzerland,Serbia,0,1,,,Stadion Wankdorf,Red Star,0-1,46.9631042,7.4648638,"Stadion Wankdorf, Switzerland"
League phase,2025-01-29,Girona,Arsenal,Spain,England,1,2,,,Estadi Municipal de Montilivi,Arsenal,1-2,41.9612296,2.8289964,"Estadi Municipal de Montilivi, Spain"
League phase,2025-01-29,Dinamo Zagreb,Milan,Croatia,Italy,2,1,,,Stadion Maksimir,Dinamo Zagreb,2-1,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
Knockout phase play-offs,2025-02-11,Brest,Paris S-G,France,France,0,3,,,Stade du Roudourou,Paris S-G,0-3,48.5660196,-3.1644589,"Stade du Roudourou, France"
Knockout phase play-offs,2025-02-11,Sporting CP,Dortmund,Portugal,Germany,0,3,,,Estádio José Alvalade,Dortmund,0-3,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Knockout phase play-offs,2025-02-11,Manchester City,Real Madrid,England,Spain,2,3,,,Etihad Stadium,Real Madrid,2-3,53.4831448,-2.2005273,"Etihad Stadium, England"
Knockout phase play-offs,2025-02-11,Juventus,PSV Eindhoven,Italy,Netherlands,2,1,,,Allianz Stadium,Juventus,2-1,45.1095759,7.6421338,"Allianz Stadium, Italy"
Knockout phase play-offs,2025-02-12,Club Brugge,Atalanta,Belgium,Italy,2,1,,,Jan Breydelstadion,Club Brugge,2-1,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Knockout phase play-offs,2025-02-12,Celtic,Bayern Munich,Scotland,Germany,1,2,,,Celtic Park,Bayern Munich,1-2,55.8501815,-4.2068227,"Celtic Park, Scotland"
Knockout phase play-offs,2025-02-12,Monaco,Benfica,France,Portugal,0,1,,,Stade Louis II,Benfica,0-1,46.603354,1.8883335,France
Knockout phase play-offs,2025-02-12,Feyenoord,Milan,Netherlands,Italy,1,0,,,Stadion Feijenoord,Feyenoord,1-0,51.8938646,4.5232281,"Stadion Feijenoord, Netherlands"
Knockout phase play-offs,2025-02-18,Milan,Feyenoord,Italy,Netherlands,1,1,,,Stadio Giuseppe Meazza,,1-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Knockout phase play-offs,2025-02-18,Benfica,Monaco,Portugal,France,3,3,,,Estádio do Sport Lisboa e Benfica,,3-3,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Knockout phase play-offs,2025-02-18,Atalanta,Club Brugge,Italy,Belgium,1,3,,,Gewiss Stadium,Club Brugge,1-3,42.6384261,12.674297,Italy
Knockout phase play-offs,2025-02-18,Bayern Munich,Celtic,Germany,Scotland,1,1,,,Allianz Arena,,1-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Knockout phase play-offs,2025-02-19,Dortmund,Sporting CP,Germany,Portugal,0,0,,,Signal Iduna Park,,0-0,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Knockout phase play-offs,2025-02-19,PSV Eindhoven,Juventus,Netherlands,Italy,3,1,,,Philips Stadion,PSV Eindhoven,3-1,51.4417077,5.4674257,"Philips Stadion, Netherlands"
Knockout phase play-offs,2025-02-19,Real Madrid,Manchester City,Spain,England,3,1,,,Estadio Santiago Bernabéu,Real Madrid,3-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
