round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
First group stage,2001-09-19,Anderlecht,Roma,Belgium,Italy,0,0,,,Constant Vanden Stock Stadium,,0-0,50.8341434,4.2969279,"Constant Vanden Stock Stadium, Belgium"
First group stage,2001-09-19,Arsenal,Schalke 04,England,Germany,3,2,,,Highbury,Arsenal,3-2,51.5457996,-0.1027127,"Highbury, England"
First group stage,2001-09-19,Dortmund,Liverpool,Germany,England,0,0,,,BVB Stadion Dortmund,,0-0,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
First group stage,2001-09-19,Lazio,Nantes,Italy,France,1,3,,,Stadio Olimpico,Nantes,1-3,41.9339424,12.4547705,"Stadio Olimpico, Italy"
First group stage,2001-09-19,PSV Eindhoven,Galatasaray,Netherlands,Turkey,3,1,,,Gelredome,PSV Eindhoven,3-1,51.9626811,5.8928164,"Gelredome, Netherlands"
First group stage,2001-09-19,Real Madrid,Loko Moscow,Spain,Russia,4,0,,,Estadio Santiago Bernabéu,Real Madrid,4-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
First group stage,2001-09-19,Boavista,Dynamo Kyiv,Portugal,Ukraine,3,1,,,Bessa XXI,Boavista,3-1,41.1621977,-8.6426013,"Bessa XXI, Portugal"
First group stage,2001-09-19,Panathinaikos,Mallorca,Greece,Spain,2,0,,,Apostolos Nikolaidis,Panathinaikos,2-0,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
First group stage,2001-09-25,Lille,Olympiacos,France,Greece,3,1,,,Stade Grimonprez-Jooris,Lille,3-1,46.603354,1.8883335,France
First group stage,2001-09-25,Celtic,Porto,Scotland,Portugal,1,0,,,Celtic Park,Celtic,1-0,55.8501815,-4.2068227,"Celtic Park, Scotland"
First group stage,2001-09-25,Rosenborg,Juventus,Norway,Italy,1,1,,,Lerkendal Stadion,,1-1,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
First group stage,2001-09-25,Fenerbahçe,Lyon,Turkey,France,0,1,,,Şükrü Saracoğlu,Lyon,0-1,40.9875807,29.0369773,"Şükrü Saracoğlu, Turkey"
First group stage,2001-09-25,Sparta Prague,Feyenoord,Czech Republic,Netherlands,4,0,,,Stadion Letná,Sparta Prague,4-0,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
First group stage,2001-09-25,Leverkusen,Barcelona,Germany,Spain,2,1,,,BayArena,Leverkusen,2-1,51.0381439,7.0030964,"BayArena, Germany"
First group stage,2001-09-25,Spartak Moscow,Bayern Munich,Russia,Germany,1,3,,,Stadion Luzhniki,Bayern Munich,1-3,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
First group stage,2001-09-25,La Coruña,Manchester Utd,Spain,England,2,1,,,Estadio Municipal de Riazor,La Coruña,2-1,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
First group stage,2001-09-26,PSV Eindhoven,Lazio,Netherlands,Italy,1,0,,,PSV Stadion,PSV Eindhoven,1-0,51.4412669,5.468626,"PSV Stadion, Netherlands"
First group stage,2001-09-26,Panathinaikos,Arsenal,Greece,England,1,0,,,Apostolos Nikolaidis,Panathinaikos,1-0,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
First group stage,2001-09-26,Roma,Loko Moscow,Italy,Russia,2,1,,,Stadio Olimpico,Roma,2-1,41.9339424,12.4547705,"Stadio Olimpico, Italy"
First group stage,2001-09-26,Nantes,Galatasaray,France,Turkey,0,1,,,Stade de la Beaujoire,Galatasaray,0-1,47.256005,-1.5247552,"Stade de la Beaujoire, France"
First group stage,2001-09-26,Schalke 04,Mallorca,Germany,Spain,0,1,,,Parkstadion,Mallorca,0-1,51.5592587,7.0675771,"Parkstadion, Germany"
First group stage,2001-09-26,Liverpool,Dynamo Kyiv,England,Ukraine,1,0,,,Anfield,Liverpool,1-0,53.4309164,-2.9609314,"Anfield, England"
First group stage,2001-09-26,Boavista,Dortmund,Portugal,Germany,2,1,,,Bessa XXI,Boavista,2-1,41.1621977,-8.6426013,"Bessa XXI, Portugal"
First group stage,2001-09-26,Real Madrid,Anderlecht,Spain,Belgium,4,1,,,Estadio Santiago Bernabéu,Real Madrid,4-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
First group stage,2001-10-10,Lille,La Coruña,France,Spain,1,1,,,Stade Grimonprez-Jooris,,1-1,46.603354,1.8883335,France
First group stage,2001-10-10,Celtic,Rosenborg,Scotland,Norway,1,0,,,Celtic Park,Celtic,1-0,55.8501815,-4.2068227,"Celtic Park, Scotland"
First group stage,2001-10-10,Barcelona,Lyon,Spain,France,2,0,,,Camp Nou,Barcelona,2-0,41.3808046,2.1158872,"Camp Nou, Spain"
First group stage,2001-10-10,Sparta Prague,Spartak Moscow,Czech Republic,Russia,2,0,,,Stadion Letná,Sparta Prague,2-0,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
First group stage,2001-10-10,Feyenoord,Bayern Munich,Netherlands,Germany,2,2,,,Feijenoord Stadion,,2-2,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
First group stage,2001-10-10,Leverkusen,Fenerbahçe,Germany,Turkey,2,1,,,BayArena,Leverkusen,2-1,51.0381439,7.0030964,"BayArena, Germany"
First group stage,2001-10-10,Olympiacos,Manchester Utd,Greece,England,0,2,,,OAKA Spiros Louis,Manchester Utd,0-2,38.9953683,21.9877132,Greece
First group stage,2001-10-10,Porto,Juventus,Portugal,Italy,0,0,,,Estádio das Antas,,0-0,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
First group stage,2001-10-16,Arsenal,Panathinaikos,England,Greece,2,1,,,Highbury,Arsenal,2-1,51.5457996,-0.1027127,"Highbury, England"
First group stage,2001-10-16,Galatasaray,Nantes,Turkey,France,0,0,,,Ali Sami Yen Stadyumu,,0-0,41.103369,28.9909522,"Ali Sami Yen Stadyumu, Turkey"
First group stage,2001-10-16,Dynamo Kyiv,Liverpool,Ukraine,England,1,2,,,NSK Olimpiyskyi,Liverpool,1-2,49.4871968,31.2718321,Ukraine
First group stage,2001-10-16,Loko Moscow,Roma,Russia,Italy,0,1,,,Dinamo,Roma,0-1,55.7897397,37.558208,"Dinamo, Russia"
First group stage,2001-10-16,Mallorca,Schalke 04,Spain,Germany,0,4,,,Ono Estadi,Schalke 04,0-4,39.3260685,-4.8379791,Spain
First group stage,2001-10-16,Lazio,PSV Eindhoven,Italy,Netherlands,2,1,,,Stadio Olimpico,Lazio,2-1,41.9339424,12.4547705,"Stadio Olimpico, Italy"
First group stage,2001-10-16,Anderlecht,Real Madrid,Belgium,Spain,0,2,,,Constant Vanden Stock Stadium,Real Madrid,0-2,50.8341434,4.2969279,"Constant Vanden Stock Stadium, Belgium"
First group stage,2001-10-16,Dortmund,Boavista,Germany,Portugal,2,1,,,BVB Stadion Dortmund,Dortmund,2-1,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
First group stage,2001-10-17,Manchester Utd,La Coruña,England,Spain,2,3,,,Old Trafford,La Coruña,2-3,53.4631095,-2.2913865,"Old Trafford, England"
First group stage,2001-10-17,Bayern Munich,Spartak Moscow,Germany,Russia,5,1,,,Olympiastadion,Bayern Munich,5-1,52.5145846,13.2398144,"Olympiastadion, Germany"
First group stage,2001-10-17,Barcelona,Leverkusen,Spain,Germany,2,1,,,Camp Nou,Barcelona,2-1,41.3808046,2.1158872,"Camp Nou, Spain"
First group stage,2001-10-17,Feyenoord,Sparta Prague,Netherlands,Czech Republic,0,2,,,Feijenoord Stadion,Sparta Prague,0-2,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
First group stage,2001-10-17,Olympiacos,Lille,Greece,France,2,1,,,OAKA Spiros Louis,Olympiacos,2-1,38.9953683,21.9877132,Greece
First group stage,2001-10-17,Porto,Celtic,Portugal,Scotland,3,0,,,Estádio das Antas,Porto,3-0,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
First group stage,2001-10-17,Juventus,Rosenborg,Italy,Norway,1,0,,,Delle Alpi,Juventus,1-0,46.2617049,10.59038,"Delle Alpi, Italy"
First group stage,2001-10-17,Lyon,Fenerbahçe,France,Turkey,3,1,,,Stade de Gerland,Lyon,3-1,45.7237762,4.8322542,"Stade de Gerland, France"
First group stage,2001-10-23,Juventus,Porto,Italy,Portugal,3,1,,,Delle Alpi,Juventus,3-1,46.2617049,10.59038,"Delle Alpi, Italy"
First group stage,2001-10-23,Spartak Moscow,Sparta Prague,Russia,Czech Republic,2,2,,,Stadion Luzhniki,,2-2,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
First group stage,2001-10-23,Bayern Munich,Feyenoord,Germany,Netherlands,3,1,,,Olympiastadion,Bayern Munich,3-1,52.5145846,13.2398144,"Olympiastadion, Germany"
First group stage,2001-10-23,La Coruña,Lille,Spain,France,1,1,,,Estadio Municipal de Riazor,,1-1,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
First group stage,2001-10-23,Manchester Utd,Olympiacos,England,Greece,3,0,,,Old Trafford,Manchester Utd,3-0,53.4631095,-2.2913865,"Old Trafford, England"
First group stage,2001-10-23,Fenerbahçe,Leverkusen,Turkey,Germany,1,2,,,Şükrü Saracoğlu,Leverkusen,1-2,40.9875807,29.0369773,"Şükrü Saracoğlu, Turkey"
First group stage,2001-10-23,Rosenborg,Celtic,Norway,Scotland,2,0,,,Lerkendal Stadion,Rosenborg,2-0,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
First group stage,2001-10-23,Lyon,Barcelona,France,Spain,2,3,,,Stade de Gerland,Barcelona,2-3,45.7237762,4.8322542,"Stade de Gerland, France"
First group stage,2001-10-24,Anderlecht,Loko Moscow,Belgium,Russia,1,5,,,Constant Vanden Stock Stadium,Loko Moscow,1-5,50.8341434,4.2969279,"Constant Vanden Stock Stadium, Belgium"
First group stage,2001-10-24,Lazio,Galatasaray,Italy,Turkey,1,0,,,Stadio Olimpico,Lazio,1-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
First group stage,2001-10-24,Boavista,Liverpool,Portugal,England,1,1,,,Bessa XXI,,1-1,41.1621977,-8.6426013,"Bessa XXI, Portugal"
First group stage,2001-10-24,Panathinaikos,Schalke 04,Greece,Germany,2,0,,,Apostolos Nikolaidis,Panathinaikos,2-0,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
First group stage,2001-10-24,Arsenal,Mallorca,England,Spain,3,1,,,Highbury,Arsenal,3-1,51.5457996,-0.1027127,"Highbury, England"
First group stage,2001-10-24,PSV Eindhoven,Nantes,Netherlands,France,0,0,,,PSV Stadion,,0-0,51.4412669,5.468626,"PSV Stadion, Netherlands"
First group stage,2001-10-24,Dortmund,Dynamo Kyiv,Germany,Ukraine,1,0,,,BVB Stadion Dortmund,Dortmund,1-0,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
First group stage,2001-10-24,Real Madrid,Roma,Spain,Italy,1,1,,,Estadio Santiago Bernabéu,,1-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
First group stage,2001-10-30,Schalke 04,Arsenal,Germany,England,3,1,,,Parkstadion,Schalke 04,3-1,51.5592587,7.0675771,"Parkstadion, Germany"
First group stage,2001-10-30,Loko Moscow,Real Madrid,Russia,Spain,2,0,,,Dinamo,Loko Moscow,2-0,55.7897397,37.558208,"Dinamo, Russia"
First group stage,2001-10-30,Mallorca,Panathinaikos,Spain,Greece,1,0,,,Ono Estadi,Mallorca,1-0,39.3260685,-4.8379791,Spain
First group stage,2001-10-30,Liverpool,Dortmund,England,Germany,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
First group stage,2001-10-30,Roma,Anderlecht,Italy,Belgium,1,1,,,Stadio Olimpico,,1-1,41.9339424,12.4547705,"Stadio Olimpico, Italy"
First group stage,2001-10-30,Dynamo Kyiv,Boavista,Ukraine,Portugal,1,0,,,NSK Olimpiyskyi,Dynamo Kyiv,1-0,49.4871968,31.2718321,Ukraine
First group stage,2001-10-30,Galatasaray,PSV Eindhoven,Turkey,Netherlands,2,0,,,Ali Sami Yen Stadyumu,Galatasaray,2-0,41.103369,28.9909522,"Ali Sami Yen Stadyumu, Turkey"
First group stage,2001-10-30,Nantes,Lazio,France,Italy,1,0,,,Stade de la Beaujoire,Nantes,1-0,47.256005,-1.5247552,"Stade de la Beaujoire, France"
First group stage,2001-10-31,Celtic,Juventus,Scotland,Italy,4,3,,,Celtic Park,Celtic,4-3,55.8501815,-4.2068227,"Celtic Park, Scotland"
First group stage,2001-10-31,Feyenoord,Spartak Moscow,Netherlands,Russia,2,1,,,Feijenoord Stadion,Feyenoord,2-1,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
First group stage,2001-10-31,Sparta Prague,Bayern Munich,Czech Republic,Germany,0,1,,,Stadion Letná,Bayern Munich,0-1,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
First group stage,2001-10-31,Lille,Manchester Utd,France,England,1,1,,,Stade Félix-Bollaert,,1-1,50.43281,2.8149878,"Stade Félix-Bollaert, France"
First group stage,2001-10-31,Porto,Rosenborg,Portugal,Norway,1,0,,,Estádio das Antas,Porto,1-0,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
First group stage,2001-10-31,Barcelona,Fenerbahçe,Spain,Turkey,1,0,,,Camp Nou,Barcelona,1-0,41.3808046,2.1158872,"Camp Nou, Spain"
First group stage,2001-10-31,Olympiacos,La Coruña,Greece,Spain,1,1,,,OAKA Spiros Louis,,1-1,38.9953683,21.9877132,Greece
First group stage,2001-10-31,Leverkusen,Lyon,Germany,France,2,4,,,BayArena,Lyon,2-4,51.0381439,7.0030964,"BayArena, Germany"
Second group stage,2001-11-20,Boavista,Nantes,Portugal,France,1,0,,,Bessa XXI,Boavista,1-0,41.1621977,-8.6426013,"Bessa XXI, Portugal"
Second group stage,2001-11-20,Liverpool,Barcelona,England,Spain,1,3,,,Anfield,Barcelona,1-3,53.4309164,-2.9609314,"Anfield, England"
Second group stage,2001-11-20,Bayern Munich,Manchester Utd,Germany,England,1,1,,,Olympiastadion,,1-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,2001-11-20,Galatasaray,Roma,Turkey,Italy,1,1,,,Ali Sami Yen Stadyumu,,1-1,41.103369,28.9909522,"Ali Sami Yen Stadyumu, Turkey"
Second group stage,2001-11-21,Panathinaikos,Porto,Greece,Portugal,0,0,,,Apostolos Nikolaidis,,0-0,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
Second group stage,2001-11-21,Sparta Prague,Real Madrid,Czech Republic,Spain,2,3,,,Stadion Letná,Real Madrid,2-3,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Second group stage,2001-11-21,La Coruña,Arsenal,Spain,England,2,0,,,Estadio Municipal de Riazor,La Coruña,2-0,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
Second group stage,2001-11-29,Juventus,Leverkusen,Italy,Germany,4,0,,,Delle Alpi,Juventus,4-0,46.2617049,10.59038,"Delle Alpi, Italy"
Second group stage,2001-12-04,Leverkusen,La Coruña,Germany,Spain,3,0,,,BayArena,Leverkusen,3-0,51.0381439,7.0030964,"BayArena, Germany"
Second group stage,2001-12-04,Real Madrid,Panathinaikos,Spain,Greece,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Second group stage,2001-12-04,Porto,Sparta Prague,Portugal,Czech Republic,0,1,,,Estádio das Antas,Sparta Prague,0-1,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
Second group stage,2001-12-04,Arsenal,Juventus,England,Italy,3,1,,,Highbury,Arsenal,3-1,51.5457996,-0.1027127,"Highbury, England"
Second group stage,2001-12-05,Nantes,Bayern Munich,France,Germany,0,1,,,Stade de la Beaujoire,Bayern Munich,0-1,47.256005,-1.5247552,"Stade de la Beaujoire, France"
Second group stage,2001-12-05,Barcelona,Galatasaray,Spain,Turkey,2,2,,,Camp Nou,,2-2,41.3808046,2.1158872,"Camp Nou, Spain"
Second group stage,2001-12-05,Roma,Liverpool,Italy,England,0,0,,,Stadio Olimpico,,0-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Second group stage,2001-12-05,Manchester Utd,Boavista,England,Portugal,3,0,,,Old Trafford,Manchester Utd,3-0,53.4631095,-2.2913865,"Old Trafford, England"
Second group stage,2002-02-19,Juventus,La Coruña,Italy,Spain,0,0,,,Delle Alpi,,0-0,46.2617049,10.59038,"Delle Alpi, Italy"
Second group stage,2002-02-19,Real Madrid,Porto,Spain,Portugal,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Second group stage,2002-02-19,Sparta Prague,Panathinaikos,Czech Republic,Greece,0,2,,,Stadion Letná,Panathinaikos,0-2,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Second group stage,2002-02-19,Leverkusen,Arsenal,Germany,England,1,1,,,BayArena,,1-1,51.0381439,7.0030964,"BayArena, Germany"
Second group stage,2002-02-20,Boavista,Bayern Munich,Portugal,Germany,0,0,,,Bessa XXI,,0-0,41.1621977,-8.6426013,"Bessa XXI, Portugal"
Second group stage,2002-02-20,Barcelona,Roma,Spain,Italy,1,1,,,Camp Nou,,1-1,41.3808046,2.1158872,"Camp Nou, Spain"
Second group stage,2002-02-20,Nantes,Manchester Utd,France,England,1,1,,,Stade de la Beaujoire,,1-1,47.256005,-1.5247552,"Stade de la Beaujoire, France"
Second group stage,2002-02-20,Liverpool,Galatasaray,England,Turkey,0,0,,,Anfield,,0-0,53.4309164,-2.9609314,"Anfield, England"
Second group stage,2002-02-26,Roma,Barcelona,Italy,Spain,3,0,,,Stadio Olimpico,Roma,3-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Second group stage,2002-02-26,Bayern Munich,Boavista,Germany,Portugal,1,0,,,Olympiastadion,Bayern Munich,1-0,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,2002-02-26,Galatasaray,Liverpool,Turkey,England,1,1,,,Ali Sami Yen Stadyumu,,1-1,41.103369,28.9909522,"Ali Sami Yen Stadyumu, Turkey"
Second group stage,2002-02-26,Manchester Utd,Nantes,England,France,5,1,,,Old Trafford,Manchester Utd,5-1,53.4631095,-2.2913865,"Old Trafford, England"
Second group stage,2002-02-27,Porto,Real Madrid,Portugal,Spain,1,2,,,Estádio das Antas,Real Madrid,1-2,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
Second group stage,2002-02-27,La Coruña,Juventus,Spain,Italy,2,0,,,Estadio Municipal de Riazor,La Coruña,2-0,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
Second group stage,2002-02-27,Panathinaikos,Sparta Prague,Greece,Czech Republic,2,1,,,Apostolos Nikolaidis,Panathinaikos,2-1,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
Second group stage,2002-02-27,Arsenal,Leverkusen,England,Germany,4,1,,,Highbury,Arsenal,4-1,51.5457996,-0.1027127,"Highbury, England"
Second group stage,2002-03-12,Leverkusen,Juventus,Germany,Italy,3,1,,,BayArena,Leverkusen,3-1,51.0381439,7.0030964,"BayArena, Germany"
Second group stage,2002-03-12,Arsenal,La Coruña,England,Spain,0,2,,,Highbury,La Coruña,0-2,51.5457996,-0.1027127,"Highbury, England"
Second group stage,2002-03-12,Porto,Panathinaikos,Portugal,Greece,2,1,,,Estádio das Antas,Porto,2-1,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
Second group stage,2002-03-12,Real Madrid,Sparta Prague,Spain,Czech Republic,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Second group stage,2002-03-13,Barcelona,Liverpool,Spain,England,0,0,,,Camp Nou,,0-0,41.3808046,2.1158872,"Camp Nou, Spain"
Second group stage,2002-03-13,Roma,Galatasaray,Italy,Turkey,1,1,,,Stadio Olimpico,,1-1,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Second group stage,2002-03-13,Manchester Utd,Bayern Munich,England,Germany,0,0,,,Old Trafford,,0-0,53.4631095,-2.2913865,"Old Trafford, England"
Second group stage,2002-03-13,Nantes,Boavista,France,Portugal,1,1,,,Stade de la Beaujoire,,1-1,47.256005,-1.5247552,"Stade de la Beaujoire, France"
Second group stage,2002-03-19,Galatasaray,Barcelona,Turkey,Spain,0,1,,,Ali Sami Yen Stadyumu,Barcelona,0-1,41.103369,28.9909522,"Ali Sami Yen Stadyumu, Turkey"
Second group stage,2002-03-19,Liverpool,Roma,England,Italy,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
Second group stage,2002-03-19,Bayern Munich,Nantes,Germany,France,2,1,,,Olympiastadion,Bayern Munich,2-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,2002-03-19,Boavista,Manchester Utd,Portugal,England,0,3,,,Bessa XXI,Manchester Utd,0-3,41.1621977,-8.6426013,"Bessa XXI, Portugal"
Second group stage,2002-03-20,Panathinaikos,Real Madrid,Greece,Spain,2,2,,,Apostolos Nikolaidis,,2-2,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
Second group stage,2002-03-20,La Coruña,Leverkusen,Spain,Germany,1,3,,,Estadio Municipal de Riazor,Leverkusen,1-3,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
Second group stage,2002-03-20,Juventus,Arsenal,Italy,England,1,0,,,Delle Alpi,Juventus,1-0,46.2617049,10.59038,"Delle Alpi, Italy"
Second group stage,2002-03-20,Sparta Prague,Porto,Czech Republic,Portugal,2,0,,,Stadion Letná,Sparta Prague,2-0,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Quarter-finals,2002-04-02,Bayern Munich,Real Madrid,Germany,Spain,2,1,,,Olympiastadion,Bayern Munich,2-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Quarter-finals,2002-04-02,La Coruña,Manchester Utd,Spain,England,0,2,,,Estadio Municipal de Riazor,Manchester Utd,0-2,43.3687157,-8.4175098,"Estadio Municipal de Riazor, Spain"
Quarter-finals,2002-04-03,Panathinaikos,Barcelona,Greece,Spain,1,0,,,Apostolos Nikolaidis,Panathinaikos,1-0,37.9871895,23.7541388,"Apostolos Nikolaidis, Greece"
Quarter-finals,2002-04-03,Liverpool,Leverkusen,England,Germany,1,0,,,Anfield,Liverpool,1-0,53.4309164,-2.9609314,"Anfield, England"
Quarter-finals,2002-04-09,Leverkusen,Liverpool,Germany,England,4,2,,,BayArena,Leverkusen,4-2,51.0381439,7.0030964,"BayArena, Germany"
Quarter-finals,2002-04-09,Barcelona,Panathinaikos,Spain,Greece,3,1,,,Camp Nou,Barcelona,3-1,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2002-04-10,Manchester Utd,La Coruña,England,Spain,3,2,,,Old Trafford,Manchester Utd,3-2,53.4631095,-2.2913865,"Old Trafford, England"
Quarter-finals,2002-04-10,Real Madrid,Bayern Munich,Spain,Germany,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2002-04-23,Barcelona,Real Madrid,Spain,Spain,0,2,,,Camp Nou,Real Madrid,0-2,41.3808046,2.1158872,"Camp Nou, Spain"
Semi-finals,2002-04-24,Manchester Utd,Leverkusen,England,Germany,2,2,,,Old Trafford,,2-2,53.4631095,-2.2913865,"Old Trafford, England"
Semi-finals,2002-04-30,Leverkusen,Manchester Utd,Germany,England,1,1,,,BayArena,,1-1,51.0381439,7.0030964,"BayArena, Germany"
Semi-finals,2002-05-01,Real Madrid,Barcelona,Spain,Spain,1,1,,,Estadio Santiago Bernabéu,,1-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Final,2002-05-15,Leverkusen,Real Madrid,Germany,Spain,1,2,,,Hampden Park (Neutral Site),Real Madrid,1-2,55.8260141,-4.2519271,Hampden Park 
