round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Group stage,2017-09-27,Anderlecht,Celtic,Belgium,Scotland,0,3,,,Stade Constant Vanden Stock,Celtic,0-3,50.8341434,4.2969279,"Stade Constant Vanden Stock, Belgium"
Group stage,2017-09-27,Atlético Madrid,Chelsea,Spain,England,1,2,,,Estadio Wanda Metropolitano,Chelsea,1-2,39.3260685,-4.8379791,Spain
Group stage,2017-09-27,Basel,Benfica,Switzerland,Portugal,5,0,,,St. Jakob-Park,Basel,5-0,47.5416464,7.6201249,"St. Jakob-Park, Switzerland"
Group stage,2017-09-27,Juventus,Olympiacos,Italy,Greece,2,0,,,Allianz Stadium,Juventus,2-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2017-10-17,Manchester City,Napoli,England,Italy,2,1,,,Etihad Stadium,Manchester City,2-1,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2017-10-17,Feyenoord,Shakhtar,Netherlands,Ukraine,1,2,,,Stadion Feijenoord,Shakhtar,1-2,51.8938646,4.5232281,"Stadion Feijenoord, Netherlands"
Group stage,2017-10-17,NK Maribor,Liverpool,Slovenia,England,0,7,,,Ljudski vrt,Liverpool,0-7,46.427748,15.8758298,"Ljudski vrt, Slovenia"
Group stage,2017-10-17,Monaco,Beşiktaş,France,Turkey,1,2,,,Stade Louis II,Beşiktaş,1-2,46.603354,1.8883335,France
Group stage,2017-10-17,RB Leipzig,Porto,Germany,Portugal,3,2,,,Red Bull Arena,RB Leipzig,3-2,51.3457079,12.3482361,"Red Bull Arena, Germany"
Group stage,2017-10-17,Real Madrid,Tottenham,Spain,England,1,1,,,Estadio Santiago Bernabéu,,1-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2017-10-17,Spartak Moscow,Sevilla,Russia,Spain,5,1,,,Otkrytie Arena,Spartak Moscow,5-1,55.8175885,37.4406099,"Otkrytie Arena, Russia"
Group stage,2017-10-17,APOEL FC,Dortmund,Cyprus,Germany,1,1,,,Neo GSP,,1-1,34.9174159,32.8899027,Cyprus
Group stage,2017-10-18,Chelsea,Roma,England,Italy,3,3,,,Stamford Bridge,,3-3,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2017-10-18,Benfica,Manchester Utd,Portugal,England,0,1,,,Estádio do Sport Lisboa e Benfica,Manchester Utd,0-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2017-10-18,Qarabağ,Atlético Madrid,Azerbaijan,Spain,0,0,,,Bakı Olimpiya Stadionu,,0-0,40.429982,49.919531,"Bakı Olimpiya Stadionu, Azerbaijan"
Group stage,2017-10-18,Bayern Munich,Celtic,Germany,Scotland,3,0,,,Allianz Arena,Bayern Munich,3-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2017-10-18,Anderlecht,Paris S-G,Belgium,France,0,4,,,Stade Constant Vanden Stock,Paris S-G,0-4,50.8341434,4.2969279,"Stade Constant Vanden Stock, Belgium"
Group stage,2017-10-18,Barcelona,Olympiacos,Spain,Greece,3,1,,,Camp Nou,Barcelona,3-1,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2017-10-18,Juventus,Sporting CP,Italy,Portugal,2,1,,,Allianz Stadium,Juventus,2-1,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2017-10-18,CSKA Moscow,Basel,Russia,Switzerland,0,2,,,VEB Arena,Basel,0-2,55.7913992,37.5166535,"VEB Arena, Russia"
Group stage,2017-10-31,Manchester Utd,Benfica,England,Portugal,2,0,,,Old Trafford,Manchester Utd,2-0,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2017-10-31,Sporting CP,Juventus,Portugal,Italy,1,1,,,Estádio José Alvalade,,1-1,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2017-10-31,Celtic,Bayern Munich,Scotland,Germany,1,2,,,Celtic Park,Bayern Munich,1-2,55.8501815,-4.2068227,"Celtic Park, Scotland"
Group stage,2017-10-31,Roma,Chelsea,Italy,England,3,0,,,Stadio Olimpico,Roma,3-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2017-10-31,Paris S-G,Anderlecht,France,Belgium,5,0,,,Parc des Princes,Paris S-G,5-0,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2017-10-31,Basel,CSKA Moscow,Switzerland,Russia,1,2,,,St. Jakob-Park,CSKA Moscow,1-2,47.5416464,7.6201249,"St. Jakob-Park, Switzerland"
Group stage,2017-10-31,Atlético Madrid,Qarabağ,Spain,Azerbaijan,1,1,,,Estadio Wanda Metropolitano,,1-1,39.3260685,-4.8379791,Spain
Group stage,2017-10-31,Olympiacos,Barcelona,Greece,Spain,0,0,,,Stadio Georgios Karaiskáki,,0-0,38.9953683,21.9877132,Greece
Group stage,2017-11-01,Tottenham,Real Madrid,England,Spain,3,1,,,Wembley Stadium,Tottenham,3-1,51.5560695,-0.2796034,"Wembley Stadium, England"
Group stage,2017-11-01,Porto,RB Leipzig,Portugal,Germany,3,1,,,Estádio Do Dragão,Porto,3-1,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2017-11-01,Liverpool,NK Maribor,England,Slovenia,3,0,,,Anfield,Liverpool,3-0,53.4309164,-2.9609314,"Anfield, England"
Group stage,2017-11-01,Beşiktaş,Monaco,Turkey,France,1,1,,,Vodafone Arena,,1-1,39.294076,35.2316631,Turkey
Group stage,2017-11-01,Napoli,Manchester City,Italy,England,2,4,,,Stadio San Paolo,Manchester City,2-4,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Group stage,2017-11-01,Dortmund,APOEL FC,Germany,Cyprus,1,1,,,Fußballpark BVB Hohenbuschei,,1-1,51.1638175,10.4478313,Germany
Group stage,2017-11-01,Sevilla,Spartak Moscow,Spain,Russia,2,1,,,Estadio Ramón Sánchez Pizjuán,Sevilla,2-1,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2017-11-01,Shakhtar,Feyenoord,Ukraine,Netherlands,3,1,,,Oblasny SportKomplex Metalist,Shakhtar,3-1,49.4871968,31.2718321,Ukraine
Group stage,2017-11-21,Manchester City,Feyenoord,England,Netherlands,1,0,,,Etihad Stadium,Manchester City,1-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2017-11-21,Beşiktaş,Porto,Turkey,Portugal,1,1,,,Vodafone Arena,,1-1,39.294076,35.2316631,Turkey
Group stage,2017-11-21,Spartak Moscow,NK Maribor,Russia,Slovenia,1,1,,,Otkrytie Arena,,1-1,55.8175885,37.4406099,"Otkrytie Arena, Russia"
Group stage,2017-11-21,Dortmund,Tottenham,Germany,England,1,2,,,Signal Iduna Park,Tottenham,1-2,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Group stage,2017-11-21,Monaco,RB Leipzig,France,Germany,1,4,,,Stade Louis II,RB Leipzig,1-4,46.603354,1.8883335,France
Group stage,2017-11-21,Napoli,Shakhtar,Italy,Ukraine,3,0,,,Stadio San Paolo,Napoli,3-0,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Group stage,2017-11-21,Sevilla,Liverpool,Spain,England,3,3,,,Estadio Ramón Sánchez Pizjuán,,3-3,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2017-11-21,APOEL FC,Real Madrid,Cyprus,Spain,0,6,,,Neo GSP,Real Madrid,0-6,34.9174159,32.8899027,Cyprus
Group stage,2017-11-22,Sporting CP,Olympiacos,Portugal,Greece,3,1,,,Estádio José Alvalade,Sporting CP,3-1,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2017-11-22,CSKA Moscow,Benfica,Russia,Portugal,2,0,,,VEB Arena,CSKA Moscow,2-0,55.7913992,37.5166535,"VEB Arena, Russia"
Group stage,2017-11-22,Anderlecht,Bayern Munich,Belgium,Germany,1,2,,,Stade Constant Vanden Stock,Bayern Munich,1-2,50.8341434,4.2969279,"Stade Constant Vanden Stock, Belgium"
Group stage,2017-11-22,Atlético Madrid,Roma,Spain,Italy,2,0,,,Estadio Wanda Metropolitano,Atlético Madrid,2-0,39.3260685,-4.8379791,Spain
Group stage,2017-11-22,Paris S-G,Celtic,France,Scotland,7,1,,,Parc des Princes,Paris S-G,7-1,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2017-11-22,Basel,Manchester Utd,Switzerland,England,1,0,,,St. Jakob-Park,Basel,1-0,47.5416464,7.6201249,"St. Jakob-Park, Switzerland"
Group stage,2017-11-22,Juventus,Barcelona,Italy,Spain,0,0,,,Allianz Stadium,,0-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2017-11-22,Qarabağ,Chelsea,Azerbaijan,England,0,4,,,Bakı Olimpiya Stadionu,Chelsea,0-4,40.429982,49.919531,"Bakı Olimpiya Stadionu, Azerbaijan"
Group stage,2017-12-05,Benfica,Basel,Portugal,Switzerland,0,2,,,Estádio do Sport Lisboa e Benfica,Basel,0-2,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2017-12-05,Manchester Utd,CSKA Moscow,England,Russia,2,1,,,Old Trafford,Manchester Utd,2-1,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2017-12-05,Celtic,Anderlecht,Scotland,Belgium,0,1,,,Celtic Park,Anderlecht,0-1,55.8501815,-4.2068227,"Celtic Park, Scotland"
Group stage,2017-12-05,Chelsea,Atlético Madrid,England,Spain,1,1,,,Stamford Bridge,,1-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2017-12-05,Bayern Munich,Paris S-G,Germany,France,3,1,,,Allianz Arena,Bayern Munich,3-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2017-12-05,Roma,Qarabağ,Italy,Azerbaijan,1,0,,,Stadio Olimpico,Roma,1-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2017-12-05,Barcelona,Sporting CP,Spain,Portugal,2,0,,,Camp Nou,Barcelona,2-0,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2017-12-05,Olympiacos,Juventus,Greece,Italy,0,2,,,Stadio Georgios Karaiskáki,Juventus,0-2,38.9953683,21.9877132,Greece
Group stage,2017-12-06,Porto,Monaco,Portugal,France,5,2,,,Estádio Do Dragão,Porto,5-2,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2017-12-06,Liverpool,Spartak Moscow,England,Russia,7,0,,,Anfield,Liverpool,7-0,53.4309164,-2.9609314,"Anfield, England"
Group stage,2017-12-06,Tottenham,APOEL FC,England,Cyprus,3,0,,,Wembley Stadium,Tottenham,3-0,51.5560695,-0.2796034,"Wembley Stadium, England"
Group stage,2017-12-06,NK Maribor,Sevilla,Slovenia,Spain,1,1,,,Ljudski vrt,,1-1,46.427748,15.8758298,"Ljudski vrt, Slovenia"
Group stage,2017-12-06,Feyenoord,Napoli,Netherlands,Italy,2,1,,,Stadion Feijenoord,Feyenoord,2-1,51.8938646,4.5232281,"Stadion Feijenoord, Netherlands"
Group stage,2017-12-06,RB Leipzig,Beşiktaş,Germany,Turkey,1,2,,,Red Bull Arena,Beşiktaş,1-2,51.3457079,12.3482361,"Red Bull Arena, Germany"
Group stage,2017-12-06,Real Madrid,Dortmund,Spain,Germany,3,2,,,Estadio Santiago Bernabéu,Real Madrid,3-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2017-12-06,Shakhtar,Manchester City,Ukraine,England,2,1,,,Oblasny SportKomplex Metalist,Shakhtar,2-1,49.4871968,31.2718321,Ukraine
Round of 16,2018-02-13,Juventus,Tottenham,Italy,England,2,2,,,Allianz Stadium,,2-2,45.1095759,7.6421338,"Allianz Stadium, Italy"
Round of 16,2018-02-13,Basel,Manchester City,Switzerland,England,0,4,,,St. Jakob-Park,Manchester City,0-4,47.5416464,7.6201249,"St. Jakob-Park, Switzerland"
Round of 16,2018-02-14,Porto,Liverpool,Portugal,England,0,5,,,Estádio Do Dragão,Liverpool,0-5,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Round of 16,2018-02-14,Real Madrid,Paris S-G,Spain,France,3,1,,,Estadio Ramón Sánchez Pizjuán,Real Madrid,3-1,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Round of 16,2018-02-20,Chelsea,Barcelona,England,Spain,1,1,,,Stamford Bridge,,1-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Round of 16,2018-02-20,Bayern Munich,Beşiktaş,Germany,Turkey,5,0,,,Allianz Arena,Bayern Munich,5-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Round of 16,2018-02-21,Sevilla,Manchester Utd,Spain,England,0,0,,,Estadio Ramón Sánchez Pizjuán,,0-0,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Round of 16,2018-02-21,Shakhtar,Roma,Ukraine,Italy,2,1,,,Oblasny SportKomplex Metalist,Shakhtar,2-1,49.4871968,31.2718321,Ukraine
Round of 16,2018-03-06,Liverpool,Porto,England,Portugal,0,0,,,Anfield,,0-0,53.4309164,-2.9609314,"Anfield, England"
Round of 16,2018-03-06,Paris S-G,Real Madrid,France,Spain,1,2,,,Parc des Princes,Real Madrid,1-2,48.8413634,2.2530693,"Parc des Princes, France"
Round of 16,2018-03-07,Manchester City,Basel,England,Switzerland,1,2,,,Etihad Stadium,Basel,1-2,53.4831448,-2.2005273,"Etihad Stadium, England"
Round of 16,2018-03-07,Tottenham,Juventus,England,Italy,1,2,,,Wembley Stadium,Juventus,1-2,51.5560695,-0.2796034,"Wembley Stadium, England"
Round of 16,2018-03-13,Manchester Utd,Sevilla,England,Spain,1,2,,,Old Trafford,Sevilla,1-2,53.4631095,-2.2913865,"Old Trafford, England"
Round of 16,2018-03-13,Roma,Shakhtar,Italy,Ukraine,1,0,,,Stadio Olimpico,Roma,1-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Round of 16,2018-03-14,Beşiktaş,Bayern Munich,Turkey,Germany,1,3,,,Vodafone Arena,Bayern Munich,1-3,39.294076,35.2316631,Turkey
Round of 16,2018-03-14,Barcelona,Chelsea,Spain,England,3,0,,,Camp Nou,Barcelona,3-0,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2018-04-03,Sevilla,Bayern Munich,Spain,Germany,1,2,,,Estadio Ramón Sánchez Pizjuán,Bayern Munich,1-2,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Quarter-finals,2018-04-03,Juventus,Real Madrid,Italy,Spain,0,3,,,Allianz Stadium,Real Madrid,0-3,45.1095759,7.6421338,"Allianz Stadium, Italy"
Quarter-finals,2018-04-04,Liverpool,Manchester City,England,England,3,0,,,Anfield,Liverpool,3-0,53.4309164,-2.9609314,"Anfield, England"
Quarter-finals,2018-04-04,Barcelona,Roma,Spain,Italy,4,1,,,Camp Nou,Barcelona,4-1,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2018-04-10,Manchester City,Liverpool,England,England,1,2,,,Etihad Stadium,Liverpool,1-2,53.4831448,-2.2005273,"Etihad Stadium, England"
Quarter-finals,2018-04-10,Roma,Barcelona,Italy,Spain,3,0,,,Stadio Olimpico,Roma,3-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Quarter-finals,2018-04-11,Bayern Munich,Sevilla,Germany,Spain,0,0,,,Allianz Arena,,0-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Quarter-finals,2018-04-11,Real Madrid,Juventus,Spain,Italy,1,3,,,Estadio Santiago Bernabéu,Juventus,1-3,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2018-04-24,Liverpool,Roma,England,Italy,5,2,,,Anfield,Liverpool,5-2,53.4309164,-2.9609314,"Anfield, England"
Semi-finals,2018-04-25,Bayern Munich,Real Madrid,Germany,Spain,1,2,,,Allianz Arena,Real Madrid,1-2,48.2187901,11.6236227,"Allianz Arena, Germany"
Semi-finals,2018-05-01,Real Madrid,Bayern Munich,Spain,Germany,2,2,,,Estadio Santiago Bernabéu,,2-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2018-05-02,Roma,Liverpool,Italy,England,4,2,,,Stadio Olimpico,Roma,4-2,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Final,2018-05-26,Real Madrid,Liverpool,Spain,England,3,1,,,NSK Olimpijs'kyj (Neutral Site),Real Madrid,3-1,0.0,0.0,NSK Olimpijs'kyj 
