round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
First group stage,1999-09-22,Rosenborg,Feyenoord,Norway,Netherlands,2,2,,,Lerkendal Stadion,,2-2,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
First group stage,1999-09-28,PSV,Rangers,Netherlands,Scotland,0,1,,,PSV Stadion,Rangers,0-1,51.4412669,5.468626,"PSV Stadion, Netherlands"
First group stage,1999-09-28,Sparta Prague,Willem II,Czech Republic,Netherlands,4,0,,,Stadion Letná,Sparta Prague,4-0,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
First group stage,1999-09-28,Real Madrid,Porto,Spain,Portugal,3,1,,,Estadio Santiago Bernabéu,Real Madrid,3-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
First group stage,1999-09-28,Bordeaux,Spartak Moscow,France,Russia,2,1,,,Stade Chaban-Delmas,Bordeaux,2-1,44.829308,-0.5982638,"Stade Chaban-Delmas, France"
First group stage,1999-09-28,Olympiacos,Molde,Greece,Norway,3,1,,,OAKA Spiros Louis,Olympiacos,3-1,38.9953683,21.9877132,Greece
First group stage,1999-09-28,Bayern Munich,Valencia,Germany,Spain,1,1,,,Olympiastadion,,1-1,52.5145846,13.2398144,"Olympiastadion, Germany"
First group stage,1999-09-28,Chelsea,Galatasaray,England,Turkey,1,0,,,Stamford Bridge,Chelsea,1-0,51.4816869,-0.1910336,"Stamford Bridge, England"
First group stage,1999-09-28,Milan,Hertha BSC,Italy,Germany,1,1,,,Stadio Giuseppe Meazza,,1-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
First group stage,1999-09-29,Lazio,NK Maribor,Italy,Slovenia,4,0,,,Stadio Olimpico,Lazio,4-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
First group stage,1999-09-29,Leverkusen,Dynamo Kyiv,Germany,Ukraine,1,1,,,BayArena,,1-1,51.0381439,7.0030964,"BayArena, Germany"
First group stage,1999-09-29,Croatia Zagreb,Sturm Graz,Croatia,Austria,3,0,,,Stadion Maksimir,Croatia Zagreb,3-0,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
First group stage,1999-09-29,Rosenborg,Dortmund,Norway,Germany,2,2,,,Lerkendal Stadion,,2-2,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
First group stage,1999-09-29,Boavista,Feyenoord,Portugal,Netherlands,1,1,,,Bessa XXI,,1-1,41.1621977,-8.6426013,"Bessa XXI, Portugal"
First group stage,1999-09-29,Barcelona,Arsenal,Spain,England,1,1,,,Camp Nou,,1-1,41.3808046,2.1158872,"Camp Nou, Spain"
First group stage,1999-09-29,Manchester Utd,Marseille,England,France,2,1,,,Old Trafford,Manchester Utd,2-1,53.4631095,-2.2913865,"Old Trafford, England"
First group stage,1999-09-29,AIK Stockholm,Fiorentina,Sweden,Italy,0,0,,,Råsundastadion,,0-0,59.6749712,14.5208584,Sweden
First group stage,1999-10-19,Sturm Graz,Croatia Zagreb,Austria,Croatia,1,0,,,Stadion Graz Liebenau,Sturm Graz,1-0,47.0463666,15.454008,"Stadion Graz Liebenau, Austria"
First group stage,1999-10-19,Dynamo Kyiv,Leverkusen,Ukraine,Germany,4,2,,,Stadion Dynamo im. Valeriy Lobanovskiy,Dynamo Kyiv,4-2,49.4871968,31.2718321,Ukraine
First group stage,1999-10-19,Marseille,Manchester Utd,France,England,1,0,,,Stade Vélodrome,Marseille,1-0,43.269835,5.3959117,"Stade Vélodrome, France"
First group stage,1999-10-19,Arsenal,Barcelona,England,Spain,2,4,,,Wembley,Barcelona,2-4,51.5560695,-0.2796034,"Wembley, England"
First group stage,1999-10-19,Feyenoord,Boavista,Netherlands,Portugal,1,1,,,Feijenoord Stadion,,1-1,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
First group stage,1999-10-19,Dortmund,Rosenborg,Germany,Norway,0,3,,,BVB Stadion Dortmund,Rosenborg,0-3,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
First group stage,1999-10-19,Fiorentina,AIK Stockholm,Italy,Sweden,3,0,,,Stadio Artemio Franchi,Fiorentina,3-0,43.3216868,11.326179,"Stadio Artemio Franchi, Italy"
First group stage,1999-10-19,NK Maribor,Lazio,Slovenia,Italy,0,4,,,Stadion Ljudski vrt,Lazio,0-4,46.5627473,15.6406433,"Stadion Ljudski vrt, Slovenia"
First group stage,1999-10-20,Porto,Real Madrid,Portugal,Spain,2,1,,,Estádio das Antas,Porto,2-1,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
First group stage,1999-10-20,Rangers,PSV,Scotland,Netherlands,4,1,,,Ibrox Stadium,Rangers,4-1,55.8532206,-4.3093239,"Ibrox Stadium, Scotland"
First group stage,1999-10-20,Willem II,Sparta Prague,Netherlands,Czech Republic,3,4,,,Willem II,Sparta Prague,3-4,51.5426917,5.0668066,"Willem II, Netherlands"
First group stage,1999-10-20,Hertha BSC,Milan,Germany,Italy,1,0,,,Olympiastadion,Hertha BSC,1-0,52.5145846,13.2398144,"Olympiastadion, Germany"
First group stage,1999-10-20,Spartak Moscow,Bordeaux,Russia,France,1,2,,,Stadion Luzhniki,Bordeaux,1-2,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
First group stage,1999-10-20,Galatasaray,Chelsea,Turkey,England,0,5,,,Ali Sami Yen Stadyumu,Chelsea,0-5,41.103369,28.9909522,"Ali Sami Yen Stadyumu, Turkey"
First group stage,1999-10-20,Molde,Olympiacos,Norway,Greece,3,2,,,Molde Stadion,Molde,3-2,62.7334015,7.1480721,"Molde Stadion, Norway"
First group stage,1999-10-20,Valencia,Bayern Munich,Spain,Germany,1,1,,,Estadi de Mestalla,,1-1,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
First group stage,1999-10-26,Hertha BSC,Galatasaray,Germany,Turkey,1,4,,,Olympiastadion,Galatasaray,1-4,52.5145846,13.2398144,"Olympiastadion, Germany"
First group stage,1999-10-26,Real Madrid,Olympiacos,Spain,Greece,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
First group stage,1999-10-26,Rangers,Valencia,Scotland,Spain,1,2,,,Ibrox Stadium,Valencia,1-2,55.8532206,-4.3093239,"Ibrox Stadium, Scotland"
First group stage,1999-10-26,PSV,Bayern Munich,Netherlands,Germany,2,1,,,PSV Stadion,PSV,2-1,51.4412669,5.468626,"PSV Stadion, Netherlands"
First group stage,1999-10-26,Milan,Chelsea,Italy,England,1,1,,,Stadio Giuseppe Meazza,,1-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
First group stage,1999-10-26,Spartak Moscow,Willem II,Russia,Netherlands,1,1,,,Stadion Luzhniki,,1-1,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
First group stage,1999-10-26,Porto,Molde,Portugal,Norway,3,1,,,Estádio das Antas,Porto,3-1,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
First group stage,1999-10-26,Bordeaux,Sparta Prague,France,Czech Republic,0,0,,,Stade Chaban-Delmas,,0-0,44.829308,-0.5982638,"Stade Chaban-Delmas, France"
First group stage,1999-10-27,Croatia Zagreb,Manchester Utd,Croatia,England,1,2,,,Stadion Maksimir,Manchester Utd,1-2,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
First group stage,1999-10-27,Barcelona,AIK Stockholm,Spain,Sweden,5,0,,,Camp Nou,Barcelona,5-0,41.3808046,2.1158872,"Camp Nou, Spain"
First group stage,1999-10-27,NK Maribor,Dynamo Kyiv,Slovenia,Ukraine,1,2,,,Stadion Ljudski vrt,Dynamo Kyiv,1-2,46.5627473,15.6406433,"Stadion Ljudski vrt, Slovenia"
First group stage,1999-10-27,Sturm Graz,Marseille,Austria,France,3,2,,,Stadion Graz Liebenau,Sturm Graz,3-2,47.0463666,15.454008,"Stadion Graz Liebenau, Austria"
First group stage,1999-10-27,Rosenborg,Boavista,Norway,Portugal,2,0,,,Lerkendal Stadion,Rosenborg,2-0,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
First group stage,1999-10-27,Dortmund,Feyenoord,Germany,Netherlands,1,1,,,BVB Stadion Dortmund,,1-1,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
First group stage,1999-10-27,Lazio,Leverkusen,Italy,Germany,1,1,,,Stadio Olimpico,,1-1,41.9339424,12.4547705,"Stadio Olimpico, Italy"
First group stage,1999-10-27,Arsenal,Fiorentina,England,Italy,0,1,,,Wembley,Fiorentina,0-1,51.5560695,-0.2796034,"Wembley, England"
First group stage,1999-11-02,Feyenoord,Rosenborg,Netherlands,Norway,1,0,,,Feijenoord Stadion,Feyenoord,1-0,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
First group stage,1999-11-02,Boavista,Dortmund,Portugal,Germany,1,0,,,Bessa XXI,Boavista,1-0,41.1621977,-8.6426013,"Bessa XXI, Portugal"
First group stage,1999-11-02,Dynamo Kyiv,Lazio,Ukraine,Italy,0,1,,,Stadion Dynamo im. Valeriy Lobanovskiy,Lazio,0-1,49.4871968,31.2718321,Ukraine
First group stage,1999-11-02,Manchester Utd,Sturm Graz,England,Austria,2,1,,,Old Trafford,Manchester Utd,2-1,53.4631095,-2.2913865,"Old Trafford, England"
First group stage,1999-11-02,Marseille,Croatia Zagreb,France,Croatia,2,2,,,Stade Vélodrome,,2-2,43.269835,5.3959117,"Stade Vélodrome, France"
First group stage,1999-11-02,Leverkusen,NK Maribor,Germany,Slovenia,0,0,,,BayArena,,0-0,51.0381439,7.0030964,"BayArena, Germany"
First group stage,1999-11-02,Fiorentina,Barcelona,Italy,Spain,3,3,,,Stadio Artemio Franchi,,3-3,43.3216868,11.326179,"Stadio Artemio Franchi, Italy"
First group stage,1999-11-02,AIK Stockholm,Arsenal,Sweden,England,2,3,,,Råsundastadion,Arsenal,2-3,59.6749712,14.5208584,Sweden
First group stage,1999-11-03,Valencia,PSV,Spain,Netherlands,1,0,,,Estadi de Mestalla,Valencia,1-0,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
First group stage,1999-11-03,Galatasaray,Milan,Turkey,Italy,3,2,,,Ali Sami Yen Stadyumu,Galatasaray,3-2,41.103369,28.9909522,"Ali Sami Yen Stadyumu, Turkey"
First group stage,1999-11-03,Molde,Real Madrid,Norway,Spain,0,1,,,Molde Stadion,Real Madrid,0-1,62.7334015,7.1480721,"Molde Stadion, Norway"
First group stage,1999-11-03,Chelsea,Hertha BSC,England,Germany,2,0,,,Stamford Bridge,Chelsea,2-0,51.4816869,-0.1910336,"Stamford Bridge, England"
First group stage,1999-11-03,Willem II,Bordeaux,Netherlands,France,0,0,,,Willem II,,0-0,51.5426917,5.0668066,"Willem II, Netherlands"
First group stage,1999-11-03,Bayern Munich,Rangers,Germany,Scotland,1,0,,,Olympiastadion,Bayern Munich,1-0,52.5145846,13.2398144,"Olympiastadion, Germany"
First group stage,1999-11-03,Olympiacos,Porto,Greece,Portugal,1,0,,,OAKA Spiros Louis,Olympiacos,1-0,38.9953683,21.9877132,Greece
First group stage,1999-11-03,Sparta Prague,Spartak Moscow,Czech Republic,Russia,5,2,,,Stadion Letná,Sparta Prague,5-2,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Second group stage,1999-11-23,Sparta Prague,Porto,Czech Republic,Portugal,0,2,,,Stadion Letná,Porto,0-2,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Second group stage,1999-11-23,Fiorentina,Manchester Utd,Italy,England,2,0,,,Stadio Artemio Franchi,Fiorentina,2-0,43.3216868,11.326179,"Stadio Artemio Franchi, Italy"
Second group stage,1999-11-23,Hertha BSC,Barcelona,Germany,Spain,1,1,,,Olympiastadion,,1-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,1999-11-23,Valencia,Bordeaux,Spain,France,3,0,,,Estadi de Mestalla,Valencia,3-0,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Second group stage,1999-11-24,Chelsea,Feyenoord,England,Netherlands,3,1,,,Stamford Bridge,Chelsea,3-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Second group stage,1999-11-24,Dynamo Kyiv,Real Madrid,Ukraine,Spain,1,2,,,Stadion Dynamo im. Valeriy Lobanovskiy,Real Madrid,1-2,49.4871968,31.2718321,Ukraine
Second group stage,1999-11-24,Marseille,Lazio,France,Italy,0,2,,,Stade Vélodrome,Lazio,0-2,43.269835,5.3959117,"Stade Vélodrome, France"
Second group stage,1999-11-24,Rosenborg,Bayern Munich,Norway,Germany,1,1,,,Lerkendal Stadion,,1-1,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
Second group stage,1999-12-07,Feyenoord,Marseille,Netherlands,France,3,0,,,Feijenoord Stadion,Feyenoord,3-0,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
Second group stage,1999-12-07,Lazio,Chelsea,Italy,England,0,0,,,Stadio Olimpico,,0-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Second group stage,1999-12-07,Bayern Munich,Dynamo Kyiv,Germany,Ukraine,2,1,,,Olympiastadion,Bayern Munich,2-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,1999-12-07,Real Madrid,Rosenborg,Spain,Norway,3,1,,,Estadio Santiago Bernabéu,Real Madrid,3-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Second group stage,1999-12-08,Bordeaux,Fiorentina,France,Italy,0,0,,,Stade Chaban-Delmas,,0-0,44.829308,-0.5982638,"Stade Chaban-Delmas, France"
Second group stage,1999-12-08,Barcelona,Sparta Prague,Spain,Czech Republic,5,0,,,Camp Nou,Barcelona,5-0,41.3808046,2.1158872,"Camp Nou, Spain"
Second group stage,1999-12-08,Porto,Hertha BSC,Portugal,Germany,1,0,,,Estádio das Antas,Porto,1-0,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
Second group stage,1999-12-08,Manchester Utd,Valencia,England,Spain,3,0,,,Old Trafford,Manchester Utd,3-0,53.4631095,-2.2913865,"Old Trafford, England"
Second group stage,2000-02-29,Lazio,Feyenoord,Italy,Netherlands,1,2,,,Stadio Olimpico,Feyenoord,1-2,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Second group stage,2000-02-29,Dynamo Kyiv,Rosenborg,Ukraine,Norway,2,1,,,Stadion Dynamo im. Valeriy Lobanovskiy,Dynamo Kyiv,2-1,49.4871968,31.2718321,Ukraine
Second group stage,2000-02-29,Real Madrid,Bayern Munich,Spain,Germany,2,4,,,Estadio Santiago Bernabéu,Bayern Munich,2-4,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Second group stage,2000-02-29,Marseille,Chelsea,France,England,1,0,,,Stade Vélodrome,Marseille,1-0,43.269835,5.3959117,"Stade Vélodrome, France"
Second group stage,2000-03-01,Barcelona,Porto,Spain,Portugal,4,2,,,Camp Nou,Barcelona,4-2,41.3808046,2.1158872,"Camp Nou, Spain"
Second group stage,2000-03-01,Fiorentina,Valencia,Italy,Spain,1,0,,,Stadio Artemio Franchi,Fiorentina,1-0,43.3216868,11.326179,"Stadio Artemio Franchi, Italy"
Second group stage,2000-03-01,Manchester Utd,Bordeaux,England,France,2,0,,,Old Trafford,Manchester Utd,2-0,53.4631095,-2.2913865,"Old Trafford, England"
Second group stage,2000-03-01,Hertha BSC,Sparta Prague,Germany,Czech Republic,1,1,,,Olympiastadion,,1-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,2000-03-07,Porto,Barcelona,Portugal,Spain,0,2,,,Estádio das Antas,Barcelona,0-2,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
Second group stage,2000-03-07,Valencia,Fiorentina,Spain,Italy,2,0,,,Estadi de Mestalla,Valencia,2-0,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Second group stage,2000-03-07,Bordeaux,Manchester Utd,France,England,1,2,,,Stade Chaban-Delmas,Manchester Utd,1-2,44.829308,-0.5982638,"Stade Chaban-Delmas, France"
Second group stage,2000-03-07,Sparta Prague,Hertha BSC,Czech Republic,Germany,1,0,,,Stadion Letná,Sparta Prague,1-0,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Second group stage,2000-03-08,Feyenoord,Lazio,Netherlands,Italy,0,0,,,Feijenoord Stadion,,0-0,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
Second group stage,2000-03-08,Bayern Munich,Real Madrid,Germany,Spain,4,1,,,Olympiastadion,Bayern Munich,4-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,2000-03-08,Rosenborg,Dynamo Kyiv,Norway,Ukraine,1,2,,,Lerkendal Stadion,Dynamo Kyiv,1-2,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
Second group stage,2000-03-08,Chelsea,Marseille,England,France,1,0,,,Stamford Bridge,Chelsea,1-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Second group stage,2000-03-14,Bayern Munich,Rosenborg,Germany,Norway,2,1,,,Olympiastadion,Bayern Munich,2-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,2000-03-14,Feyenoord,Chelsea,Netherlands,England,1,3,,,Feijenoord Stadion,Chelsea,1-3,51.8938646,4.5232281,"Feijenoord Stadion, Netherlands"
Second group stage,2000-03-14,Lazio,Marseille,Italy,France,5,1,,,Stadio Olimpico,Lazio,5-1,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Second group stage,2000-03-14,Real Madrid,Dynamo Kyiv,Spain,Ukraine,2,2,,,Estadio Santiago Bernabéu,,2-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Second group stage,2000-03-15,Manchester Utd,Fiorentina,England,Italy,3,1,,,Old Trafford,Manchester Utd,3-1,53.4631095,-2.2913865,"Old Trafford, England"
Second group stage,2000-03-15,Porto,Sparta Prague,Portugal,Czech Republic,2,2,,,Estádio das Antas,,2-2,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
Second group stage,2000-03-15,Bordeaux,Valencia,France,Spain,1,4,,,Stade Chaban-Delmas,Valencia,1-4,44.829308,-0.5982638,"Stade Chaban-Delmas, France"
Second group stage,2000-03-15,Barcelona,Hertha BSC,Spain,Germany,3,1,,,Camp Nou,Barcelona,3-1,41.3808046,2.1158872,"Camp Nou, Spain"
Second group stage,2000-03-21,Fiorentina,Bordeaux,Italy,France,3,3,,,Stadio Artemio Franchi,,3-3,43.3216868,11.326179,"Stadio Artemio Franchi, Italy"
Second group stage,2000-03-21,Sparta Prague,Barcelona,Czech Republic,Spain,1,2,,,Stadion Letná,Barcelona,1-2,50.0997126,14.4158918,"Stadion Letná, Czech Republic"
Second group stage,2000-03-21,Valencia,Manchester Utd,Spain,England,0,0,,,Estadi de Mestalla,,0-0,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Second group stage,2000-03-21,Hertha BSC,Porto,Germany,Portugal,0,1,,,Olympiastadion,Porto,0-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Second group stage,2000-03-22,Chelsea,Lazio,England,Italy,1,2,,,Stamford Bridge,Lazio,1-2,51.4816869,-0.1910336,"Stamford Bridge, England"
Second group stage,2000-03-22,Dynamo Kyiv,Bayern Munich,Ukraine,Germany,2,0,,,Stadion Dynamo im. Valeriy Lobanovskiy,Dynamo Kyiv,2-0,49.4871968,31.2718321,Ukraine
Second group stage,2000-03-22,Rosenborg,Real Madrid,Norway,Spain,0,1,,,Lerkendal Stadion,Real Madrid,0-1,63.4123264,10.4044664,"Lerkendal Stadion, Norway"
Second group stage,2000-03-22,Marseille,Feyenoord,France,Netherlands,0,0,,,Stade Vélodrome,,0-0,43.269835,5.3959117,"Stade Vélodrome, France"
Quarter-finals,2000-04-04,Porto,Bayern Munich,Portugal,Germany,1,1,,,Estádio das Antas,,1-1,41.1618235,-8.5837492,"Estádio das Antas, Portugal"
Quarter-finals,2000-04-04,Real Madrid,Manchester Utd,Spain,England,0,0,,,Estadio Santiago Bernabéu,,0-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,2000-04-05,Valencia,Lazio,Spain,Italy,5,2,,,Estadi de Mestalla,Valencia,5-2,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Quarter-finals,2000-04-05,Chelsea,Barcelona,England,Spain,3,1,,,Stamford Bridge,Chelsea,3-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Quarter-finals,2000-04-18,Barcelona,Chelsea,Spain,England,5,1,,,Camp Nou,Barcelona,5-1,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2000-04-18,Lazio,Valencia,Italy,Spain,1,0,,,Stadio Olimpico,Lazio,1-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Quarter-finals,2000-04-19,Bayern Munich,Porto,Germany,Portugal,2,1,,,Olympiastadion,Bayern Munich,2-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Quarter-finals,2000-04-19,Manchester Utd,Real Madrid,England,Spain,2,3,,,Old Trafford,Real Madrid,2-3,53.4631095,-2.2913865,"Old Trafford, England"
Semi-finals,2000-05-02,Valencia,Barcelona,Spain,Spain,4,1,,,Estadi de Mestalla,Valencia,4-1,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Semi-finals,2000-05-03,Real Madrid,Bayern Munich,Spain,Germany,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2000-05-09,Bayern Munich,Real Madrid,Germany,Spain,2,1,,,Olympiastadion,Bayern Munich,2-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Semi-finals,2000-05-10,Barcelona,Valencia,Spain,Spain,2,1,,,Camp Nou,Barcelona,2-1,41.3808046,2.1158872,"Camp Nou, Spain"
Final,2000-05-24,Real Madrid,Valencia,Spain,Spain,3,0,,,Stade de France (Neutral Site),Real Madrid,3-0,48.9244726,2.3601325,Stade de France 
