round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Group stage,2015-10-20,Zenit,Lyon,Russia,France,3,1,,,Stadion Petrovskij,Zenit,3-1,59.9519439,30.286251,"Stadion Petrovskij, Russia"
Group stage,2015-10-21,Manchester City,Sevilla,England,Spain,2,1,,,Etihad Stadium,Manchester City,2-1,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2015-10-21,Malmö,Shakhtar,Sweden,Ukraine,1,0,,,Swedbank Stadion,Malmö,1-0,55.5837345,12.987735,"Swedbank Stadion, Sweden"
Group stage,2015-10-21,Wolfsburg,PSV Eindhoven,Germany,Netherlands,2,0,,,Volkswagen Arena,Wolfsburg,2-0,52.4328584,10.803104,"Volkswagen Arena, Germany"
Group stage,2015-10-21,Atlético Madrid,FC Astana,Spain,Kazakhstan,4,0,,,Estadio Vicente Calderón,Atlético Madrid,4-0,39.3260685,-4.8379791,Spain
Group stage,2015-10-21,Paris S-G,Real Madrid,France,Spain,0,0,,,Parc des Princes,,0-0,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2015-10-21,Juventus,Gladbach,Italy,Germany,0,0,,,Allianz Stadium,,0-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2015-10-21,Galatasaray,Benfica,Turkey,Portugal,2,1,,,Türk Telekom Arena,Galatasaray,2-1,39.294076,35.2316631,Turkey
Group stage,2015-10-21,CSKA Moscow,Manchester Utd,Russia,England,1,1,,,Arena Khimki,,1-1,55.8854007,37.4541815,"Arena Khimki, Russia"
Group stage,2015-11-03,Manchester Utd,CSKA Moscow,England,Russia,1,0,,,Old Trafford,Manchester Utd,1-0,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2015-11-03,Benfica,Galatasaray,Portugal,Turkey,2,1,,,Estádio do Sport Lisboa e Benfica,Benfica,2-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2015-11-03,Gladbach,Juventus,Germany,Italy,1,1,,,Stadion im Borussia-Park,,1-1,51.174625,6.3854094,"Stadion im Borussia-Park, Germany"
Group stage,2015-11-03,Sevilla,Manchester City,Spain,England,1,3,,,Estadio Ramón Sánchez Pizjuán,Manchester City,1-3,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2015-11-03,Real Madrid,Paris S-G,Spain,France,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2015-11-03,PSV Eindhoven,Wolfsburg,Netherlands,Germany,2,0,,,Philips Stadion,PSV Eindhoven,2-0,51.4417077,5.4674257,"Philips Stadion, Netherlands"
Group stage,2015-11-03,FC Astana,Atlético Madrid,Kazakhstan,Spain,0,0,,,Astana Arena,,0-0,51.1081739,71.402786,"Astana Arena, Kazakhstan"
Group stage,2015-11-03,Shakhtar,Malmö,Ukraine,Sweden,4,0,,,L'viv Arena,Shakhtar,4-0,49.4871968,31.2718321,Ukraine
Group stage,2015-11-04,Chelsea,Dynamo Kyiv,England,Ukraine,2,1,,,Stamford Bridge,Chelsea,2-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2015-11-04,Bayern Munich,Arsenal,Germany,England,5,1,,,Allianz Arena,Bayern Munich,5-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2015-11-04,Gent,Valencia,Belgium,Spain,1,0,,,GHELAMCO-arena,Gent,1-0,51.0160755,3.7325263,"GHELAMCO-arena, Belgium"
Group stage,2015-11-04,Barcelona,BATE Borisov,Spain,Belarus,3,0,,,Camp Nou,Barcelona,3-0,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2015-11-04,Roma,Leverkusen,Italy,Germany,3,2,,,Stadio Olimpico,Roma,3-2,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2015-11-04,Lyon,Zenit,France,Russia,0,2,,,Stade de Gerland,Zenit,0-2,45.7237762,4.8322542,"Stade de Gerland, France"
Group stage,2015-11-04,Olympiacos,Dinamo Zagreb,Greece,Croatia,2,1,,,Stadio Georgios Karaiskáki,Olympiacos,2-1,38.9953683,21.9877132,Greece
Group stage,2015-11-04,Maccabi Tel Aviv,Porto,Israel,Portugal,1,3,,,Sammy Ofer Stadium,Porto,1-3,32.78459,34.962626,"Sammy Ofer Stadium, Israel"
Group stage,2015-11-24,Arsenal,Dinamo Zagreb,England,Croatia,3,0,,,Emirates Stadium,Arsenal,3-0,51.5550404,-0.1083997,"Emirates Stadium, England"
Group stage,2015-11-24,Porto,Dynamo Kyiv,Portugal,Ukraine,0,2,,,Estádio Do Dragão,Dynamo Kyiv,0-2,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2015-11-24,BATE Borisov,Leverkusen,Belarus,Germany,1,1,,,Borisov Arena,,1-1,54.1928313,28.4767187,"Borisov Arena, Belarus"
Group stage,2015-11-24,Zenit,Valencia,Russia,Spain,2,0,,,Stadion Petrovskij,Zenit,2-0,59.9519439,30.286251,"Stadion Petrovskij, Russia"
Group stage,2015-11-24,Bayern Munich,Olympiacos,Germany,Greece,4,0,,,Allianz Arena,Bayern Munich,4-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2015-11-24,Barcelona,Roma,Spain,Italy,6,1,,,Camp Nou,Barcelona,6-1,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2015-11-24,Lyon,Gent,France,Belgium,1,2,,,Stade de Gerland,Gent,1-2,45.7237762,4.8322542,"Stade de Gerland, France"
Group stage,2015-11-24,Maccabi Tel Aviv,Chelsea,Israel,England,0,4,,,Sammy Ofer Stadium,Chelsea,0-4,32.78459,34.962626,"Sammy Ofer Stadium, Israel"
Group stage,2015-11-25,Manchester Utd,PSV Eindhoven,England,Netherlands,0,0,,,Old Trafford,,0-0,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2015-11-25,CSKA Moscow,Wolfsburg,Russia,Germany,0,2,,,Arena Khimki,Wolfsburg,0-2,55.8854007,37.4541815,"Arena Khimki, Russia"
Group stage,2015-11-25,Gladbach,Sevilla,Germany,Spain,4,2,,,Stadion im Borussia-Park,Gladbach,4-2,51.174625,6.3854094,"Stadion im Borussia-Park, Germany"
Group stage,2015-11-25,Atlético Madrid,Galatasaray,Spain,Turkey,2,0,,,Estadio Vicente Calderón,Atlético Madrid,2-0,39.3260685,-4.8379791,Spain
Group stage,2015-11-25,Malmö,Paris S-G,Sweden,France,0,5,,,Swedbank Stadion,Paris S-G,0-5,55.5837345,12.987735,"Swedbank Stadion, Sweden"
Group stage,2015-11-25,Juventus,Manchester City,Italy,England,1,0,,,Allianz Stadium,Juventus,1-0,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2015-11-25,FC Astana,Benfica,Kazakhstan,Portugal,2,2,,,Astana Arena,,2-2,51.1081739,71.402786,"Astana Arena, Kazakhstan"
Group stage,2015-11-25,Shakhtar,Real Madrid,Ukraine,Spain,3,4,,,L'viv Arena,Real Madrid,3-4,49.4871968,31.2718321,Ukraine
Group stage,2015-12-08,Benfica,Atlético Madrid,Portugal,Spain,1,2,,,Estádio do Sport Lisboa e Benfica,Atlético Madrid,1-2,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2015-12-08,Manchester City,Gladbach,England,Germany,4,2,,,Etihad Stadium,Manchester City,4-2,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2015-12-08,Sevilla,Juventus,Spain,Italy,1,0,,,Estadio Ramón Sánchez Pizjuán,Sevilla,1-0,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2015-12-08,Real Madrid,Malmö,Spain,Sweden,8,0,,,Estadio Santiago Bernabéu,Real Madrid,8-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2015-12-08,PSV Eindhoven,CSKA Moscow,Netherlands,Russia,2,1,,,Philips Stadion,PSV Eindhoven,2-1,51.4417077,5.4674257,"Philips Stadion, Netherlands"
Group stage,2015-12-08,Wolfsburg,Manchester Utd,Germany,England,3,2,,,Volkswagen Arena,Wolfsburg,3-2,52.4328584,10.803104,"Volkswagen Arena, Germany"
Group stage,2015-12-08,Paris S-G,Shakhtar,France,Ukraine,2,0,,,Parc des Princes,Paris S-G,2-0,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2015-12-08,Galatasaray,FC Astana,Turkey,Kazakhstan,1,1,,,Türk Telekom Arena,,1-1,39.294076,35.2316631,Turkey
Group stage,2015-12-09,Chelsea,Porto,England,Portugal,2,0,,,Stamford Bridge,Chelsea,2-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2015-12-09,Valencia,Lyon,Spain,France,0,2,,,Estadio de Mestalla,Lyon,0-2,39.3260685,-4.8379791,Spain
Group stage,2015-12-09,Roma,BATE Borisov,Italy,Belarus,0,0,,,Stadio Olimpico,,0-0,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Group stage,2015-12-09,Leverkusen,Barcelona,Germany,Spain,1,1,,,BayArena,,1-1,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2015-12-09,Gent,Zenit,Belgium,Russia,2,1,,,GHELAMCO-arena,Gent,2-1,51.0160755,3.7325263,"GHELAMCO-arena, Belgium"
Group stage,2015-12-09,Dinamo Zagreb,Bayern Munich,Croatia,Germany,0,2,,,Stadion Maksimir,Bayern Munich,0-2,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
Group stage,2015-12-09,Olympiacos,Arsenal,Greece,England,0,3,,,Stadio Georgios Karaiskáki,Arsenal,0-3,38.9953683,21.9877132,Greece
Group stage,2015-12-09,Dynamo Kyiv,Maccabi Tel Aviv,Ukraine,Israel,1,0,,,NSK Olimpijs'kyj,Dynamo Kyiv,1-0,49.4871968,31.2718321,Ukraine
Round of 16,2016-02-16,Benfica,Zenit,Portugal,Russia,1,0,,,Estádio do Sport Lisboa e Benfica,Benfica,1-0,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Round of 16,2016-02-16,Paris S-G,Chelsea,France,England,2,1,,,Parc des Princes,Paris S-G,2-1,48.8413634,2.2530693,"Parc des Princes, France"
Round of 16,2016-02-17,Gent,Wolfsburg,Belgium,Germany,2,3,,,GHELAMCO-arena,Wolfsburg,2-3,51.0160755,3.7325263,"GHELAMCO-arena, Belgium"
Round of 16,2016-02-17,Roma,Real Madrid,Italy,Spain,0,2,,,Stadio Olimpico,Real Madrid,0-2,41.9339424,12.4547705,"Stadio Olimpico, Italy"
Round of 16,2016-02-23,Arsenal,Barcelona,England,Spain,0,2,,,Emirates Stadium,Barcelona,0-2,51.5550404,-0.1083997,"Emirates Stadium, England"
Round of 16,2016-02-23,Juventus,Bayern Munich,Italy,Germany,2,2,,,Allianz Stadium,,2-2,45.1095759,7.6421338,"Allianz Stadium, Italy"
Round of 16,2016-02-24,PSV Eindhoven,Atlético Madrid,Netherlands,Spain,0,0,,,Philips Stadion,,0-0,51.4417077,5.4674257,"Philips Stadion, Netherlands"
Round of 16,2016-02-24,Dynamo Kyiv,Manchester City,Ukraine,England,1,3,,,NSK Olimpijs'kyj,Manchester City,1-3,49.4871968,31.2718321,Ukraine
Round of 16,2016-03-08,Real Madrid,Roma,Spain,Italy,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Round of 16,2016-03-08,Wolfsburg,Gent,Germany,Belgium,1,0,,,Volkswagen Arena,Wolfsburg,1-0,52.4328584,10.803104,"Volkswagen Arena, Germany"
Round of 16,2016-03-09,Chelsea,Paris S-G,England,France,1,2,,,Stamford Bridge,Paris S-G,1-2,51.4816869,-0.1910336,"Stamford Bridge, England"
Round of 16,2016-03-09,Zenit,Benfica,Russia,Portugal,1,2,,,Stadion Petrovskij,Benfica,1-2,59.9519439,30.286251,"Stadion Petrovskij, Russia"
Round of 16,2016-03-15,Manchester City,Dynamo Kyiv,England,Ukraine,0,0,,,Etihad Stadium,,0-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Round of 16,2016-03-15,Atlético Madrid,PSV Eindhoven,Spain,Netherlands,0,0,8.0,7.0,Estadio Vicente Calderón,Atlético Madrid,0-0,39.3260685,-4.8379791,Spain
Round of 16,2016-03-16,Bayern Munich,Juventus,Germany,Italy,4,2,,,Allianz Arena,Bayern Munich,4-2,48.2187901,11.6236227,"Allianz Arena, Germany"
Round of 16,2016-03-16,Barcelona,Arsenal,Spain,England,3,1,,,Camp Nou,Barcelona,3-1,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2016-04-05,Barcelona,Atlético Madrid,Spain,Spain,2,1,,,Camp Nou,Barcelona,2-1,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2016-04-05,Bayern Munich,Benfica,Germany,Portugal,1,0,,,Allianz Arena,Bayern Munich,1-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Quarter-finals,2016-04-06,Wolfsburg,Real Madrid,Germany,Spain,2,0,,,Volkswagen Arena,Wolfsburg,2-0,52.4328584,10.803104,"Volkswagen Arena, Germany"
Quarter-finals,2016-04-06,Paris S-G,Manchester City,France,England,2,2,,,Parc des Princes,,2-2,48.8413634,2.2530693,"Parc des Princes, France"
Quarter-finals,2016-04-12,Manchester City,Paris S-G,England,France,1,0,,,Etihad Stadium,Manchester City,1-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Quarter-finals,2016-04-12,Real Madrid,Wolfsburg,Spain,Germany,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,2016-04-13,Benfica,Bayern Munich,Portugal,Germany,2,2,,,Estádio do Sport Lisboa e Benfica,,2-2,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Quarter-finals,2016-04-13,Atlético Madrid,Barcelona,Spain,Spain,2,0,,,Estadio Vicente Calderón,Atlético Madrid,2-0,39.3260685,-4.8379791,Spain
Semi-finals,2016-04-26,Manchester City,Real Madrid,England,Spain,0,0,,,Etihad Stadium,,0-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Semi-finals,2016-04-27,Atlético Madrid,Bayern Munich,Spain,Germany,1,0,,,Estadio Vicente Calderón,Atlético Madrid,1-0,39.3260685,-4.8379791,Spain
Semi-finals,2016-05-03,Bayern Munich,Atlético Madrid,Germany,Spain,2,1,,,Allianz Arena,Bayern Munich,2-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Semi-finals,2016-05-04,Real Madrid,Manchester City,Spain,England,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Final,2016-05-28,Real Madrid,Atlético Madrid,Spain,Spain,1,1,5.0,3.0,Stadio Giuseppe Meazza (Neutral Site),Real Madrid,1-1,45.4782003,9.123964,Stadio Giuseppe Meazza 
