round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Group stage,2011-09-14,Dinamo Zagreb,Real Madrid,Croatia,Spain,0,1,,,Stadion Maksimir,Real Madrid,0-1,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
Group stage,2011-09-14,Ajax,Lyon,Netherlands,France,0,0,,,Amsterdam ArenA,,0-0,52.3159898,4.9429305,"Amsterdam ArenA, Netherlands"
Group stage,2011-09-14,Villarreal,Bayern Munich,Spain,Germany,0,2,,,Estadio El Madrigal,Bayern Munich,0-2,39.9442083,-0.1034046,"Estadio El Madrigal, Spain"
Group stage,2011-09-14,Benfica,Manchester Utd,Portugal,England,1,1,,,Estádio do Sport Lisboa e Benfica,,1-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2011-09-27,Manchester Utd,Basel,England,Switzerland,3,3,,,Old Trafford,,3-3,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2011-09-27,CSKA Moscow,Inter,Russia,Italy,2,3,,,Stadion Luzhniki,Inter,2-3,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
Group stage,2011-09-27,Lyon,Dinamo Zagreb,France,Croatia,2,0,,,Stade de Gerland,Lyon,2-0,45.7237762,4.8322542,"Stade de Gerland, France"
Group stage,2011-09-27,Oțelul Galați,Benfica,Romania,Portugal,0,1,,,Arena Națională,Benfica,0-1,44.4372494,26.1524758,"Arena Națională, Romania"
Group stage,2011-09-27,Trabzonspor,Lille,Turkey,France,1,1,,,Hüseyin Avni Aker Stadyumu,,1-1,39.294076,35.2316631,Turkey
Group stage,2011-09-27,Real Madrid,Ajax,Spain,Netherlands,3,0,,,Estadio Santiago Bernabéu,Real Madrid,3-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2011-09-27,Napoli,Villarreal,Italy,Spain,2,0,,,Stadio San Paolo,Napoli,2-0,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Group stage,2011-09-27,Bayern Munich,Manchester City,Germany,England,2,0,,,Fußball Arena München,Bayern Munich,2-0,48.2187901,11.6236227,"Fußball Arena München, Germany"
Group stage,2011-09-28,Shakhtar,APOEL FC,Ukraine,Cyprus,1,1,,,Donbass Arena,,1-1,48.0211038,37.8090531,"Donbass Arena, Ukraine"
Group stage,2011-09-28,Zenit,Porto,Russia,Portugal,3,1,,,Stadion Petrovski,Zenit,3-1,55.8640396,38.2099965,"Stadion Petrovski, Russia"
Group stage,2011-09-28,BATE Borisov,Barcelona,Belarus,Spain,0,5,,,Dinamo Stadion,Barcelona,0-5,53.8951257,27.5600491,"Dinamo Stadion, Belarus"
Group stage,2011-09-28,Milan,Viktoria Plzeň,Italy,Czech Republic,2,0,,,Stadio Giuseppe Meazza,Milan,2-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2011-09-28,Leverkusen,Genk,Germany,Belgium,2,0,,,BayArena,Leverkusen,2-0,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2011-09-28,Valencia,Chelsea,Spain,England,1,1,,,Estadi de Mestalla,,1-1,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Group stage,2011-09-28,Arsenal,Olympiacos,England,Greece,2,1,,,Arsenal Stadium,Arsenal,2-1,52.5310214,-1.2649062,England
Group stage,2011-09-28,Marseille,Dortmund,France,Germany,3,0,,,Stade Vélodrome,Marseille,3-0,43.269835,5.3959117,"Stade Vélodrome, France"
Group stage,2011-10-18,Real Madrid,Lyon,Spain,France,4,0,,,Estadio Santiago Bernabéu,Real Madrid,4-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2011-10-18,Dinamo Zagreb,Ajax,Croatia,Netherlands,0,2,,,Stadion Maksimir,Ajax,0-2,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
Group stage,2011-10-18,Basel,Benfica,Switzerland,Portugal,0,2,,,St. Jakob,Benfica,0-2,47.5419657,7.6178533,"St. Jakob, Switzerland"
Group stage,2011-10-18,Manchester City,Villarreal,England,Spain,2,1,,,City of Manchester Stadium,Manchester City,2-1,53.4831448,-2.2005273,"City of Manchester Stadium, England"
Group stage,2011-10-18,Oțelul Galați,Manchester Utd,Romania,England,0,2,,,Arena Națională,Manchester Utd,0-2,44.4372494,26.1524758,"Arena Națională, Romania"
Group stage,2011-10-18,Napoli,Bayern Munich,Italy,Germany,1,1,,,Stadio San Paolo,,1-1,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Group stage,2011-10-18,CSKA Moscow,Trabzonspor,Russia,Turkey,3,0,,,Stadion Luzhniki,CSKA Moscow,3-0,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
Group stage,2011-10-18,Lille,Inter,France,Italy,0,1,,,Stadium Lille Métropole,Inter,0-1,50.6311492,3.1375115,"Stadium Lille Métropole, France"
Group stage,2011-10-19,Chelsea,Genk,England,Belgium,5,0,,,Stamford Bridge,Chelsea,5-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2011-10-19,Olympiacos,Dortmund,Greece,Germany,3,1,,,Stadio Georgios Karaiskakis,Olympiacos,3-1,37.9464689,23.6644117,"Stadio Georgios Karaiskakis, Greece"
Group stage,2011-10-19,Leverkusen,Valencia,Germany,Spain,2,1,,,BayArena,Leverkusen,2-1,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2011-10-19,Porto,APOEL FC,Portugal,Cyprus,1,1,,,Estádio do Dragão,,1-1,41.1618235,-8.5837492,"Estádio do Dragão, Portugal"
Group stage,2011-10-19,Shakhtar,Zenit,Ukraine,Russia,2,2,,,Donbass Arena,,2-2,48.0211038,37.8090531,"Donbass Arena, Ukraine"
Group stage,2011-10-19,Marseille,Arsenal,France,England,0,1,,,Stade Vélodrome,Arsenal,0-1,43.269835,5.3959117,"Stade Vélodrome, France"
Group stage,2011-10-19,Milan,BATE Borisov,Italy,Belarus,2,0,,,Stadio Giuseppe Meazza,Milan,2-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2011-10-19,Barcelona,Viktoria Plzeň,Spain,Czech Republic,2,0,,,Camp Nou,Barcelona,2-0,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2011-11-01,Viktoria Plzeň,Barcelona,Czech Republic,Spain,0,4,,,Eden Stadium,Barcelona,0-4,50.0675695,14.4715052,"Eden Stadium, Czech Republic"
Group stage,2011-11-01,Arsenal,Marseille,England,France,0,0,,,Arsenal Stadium,,0-0,52.5310214,-1.2649062,England
Group stage,2011-11-01,APOEL FC,Porto,Cyprus,Portugal,2,1,,,GSP Stadium,APOEL FC,2-1,35.1145495,33.3636882,"GSP Stadium, Cyprus"
Group stage,2011-11-01,Valencia,Leverkusen,Spain,Germany,3,1,,,Estadi de Mestalla,Valencia,3-1,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Group stage,2011-11-01,Genk,Chelsea,Belgium,England,1,1,,,KRC Genk Arena,,1-1,50.6402809,4.6667145,Belgium
Group stage,2011-11-01,Dortmund,Olympiacos,Germany,Greece,1,0,,,BVB Stadion Dortmund,Dortmund,1-0,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
Group stage,2011-11-01,Zenit,Shakhtar,Russia,Ukraine,1,0,,,Stadion Petrovski,Zenit,1-0,55.8640396,38.2099965,"Stadion Petrovski, Russia"
Group stage,2011-11-01,BATE Borisov,Milan,Belarus,Italy,1,1,,,Dinamo Stadion,,1-1,53.8951257,27.5600491,"Dinamo Stadion, Belarus"
Group stage,2011-11-02,Bayern Munich,Napoli,Germany,Italy,3,2,,,Fußball Arena München,Bayern Munich,3-2,48.2187901,11.6236227,"Fußball Arena München, Germany"
Group stage,2011-11-02,Ajax,Dinamo Zagreb,Netherlands,Croatia,4,0,,,Amsterdam ArenA,Ajax,4-0,52.3159898,4.9429305,"Amsterdam ArenA, Netherlands"
Group stage,2011-11-02,Lyon,Real Madrid,France,Spain,0,2,,,Stade de Gerland,Real Madrid,0-2,45.7237762,4.8322542,"Stade de Gerland, France"
Group stage,2011-11-02,Benfica,Basel,Portugal,Switzerland,1,1,,,Estádio do Sport Lisboa e Benfica,,1-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2011-11-02,Inter,Lille,Italy,France,2,1,,,Stadio Giuseppe Meazza,Inter,2-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2011-11-02,Villarreal,Manchester City,Spain,England,0,3,,,Estadio El Madrigal,Manchester City,0-3,39.9442083,-0.1034046,"Estadio El Madrigal, Spain"
Group stage,2011-11-02,Trabzonspor,CSKA Moscow,Turkey,Russia,0,0,,,Hüseyin Avni Aker Stadyumu,,0-0,39.294076,35.2316631,Turkey
Group stage,2011-11-02,Manchester Utd,Oțelul Galați,England,Romania,2,0,,,Old Trafford,Manchester Utd,2-0,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2011-11-22,Trabzonspor,Inter,Turkey,Italy,1,1,,,Hüseyin Avni Aker Stadyumu,,1-1,39.294076,35.2316631,Turkey
Group stage,2011-11-22,Oțelul Galați,Basel,Romania,Switzerland,2,3,,,Arena Națională,Basel,2-3,44.4372494,26.1524758,"Arena Națională, Romania"
Group stage,2011-11-22,Manchester Utd,Benfica,England,Portugal,2,2,,,Old Trafford,,2-2,53.4631095,-2.2913865,"Old Trafford, England"
Group stage,2011-11-22,Lyon,Ajax,France,Netherlands,0,0,,,Stade de Gerland,,0-0,45.7237762,4.8322542,"Stade de Gerland, France"
Group stage,2011-11-22,Bayern Munich,Villarreal,Germany,Spain,3,1,,,Fußball Arena München,Bayern Munich,3-1,48.2187901,11.6236227,"Fußball Arena München, Germany"
Group stage,2011-11-22,Real Madrid,Dinamo Zagreb,Spain,Croatia,6,2,,,Estadio Santiago Bernabéu,Real Madrid,6-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2011-11-22,Napoli,Manchester City,Italy,England,2,1,,,Stadio San Paolo,Napoli,2-1,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Group stage,2011-11-22,CSKA Moscow,Lille,Russia,France,0,2,,,Stadion Luzhniki,Lille,0-2,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
Group stage,2011-11-23,Valencia,Genk,Spain,Belgium,7,0,,,Estadi de Mestalla,Valencia,7-0,39.4753863,-0.3565192,"Estadi de Mestalla, Spain"
Group stage,2011-11-23,Arsenal,Dortmund,England,Germany,2,1,,,Arsenal Stadium,Arsenal,2-1,52.5310214,-1.2649062,England
Group stage,2011-11-23,Milan,Barcelona,Italy,Spain,2,3,,,Stadio Giuseppe Meazza,Barcelona,2-3,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2011-11-23,Marseille,Olympiacos,France,Greece,0,1,,,Stade Vélodrome,Olympiacos,0-1,43.269835,5.3959117,"Stade Vélodrome, France"
Group stage,2011-11-23,Zenit,APOEL FC,Russia,Cyprus,0,0,,,Stadion Petrovski,,0-0,55.8640396,38.2099965,"Stadion Petrovski, Russia"
Group stage,2011-11-23,Leverkusen,Chelsea,Germany,England,2,1,,,BayArena,Leverkusen,2-1,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2011-11-23,Shakhtar,Porto,Ukraine,Portugal,0,2,,,Donbass Arena,Porto,0-2,48.0211038,37.8090531,"Donbass Arena, Ukraine"
Group stage,2011-11-23,BATE Borisov,Viktoria Plzeň,Belarus,Czech Republic,0,1,,,Dinamo Stadion,Viktoria Plzeň,0-1,53.8951257,27.5600491,"Dinamo Stadion, Belarus"
Group stage,2011-12-06,Porto,Zenit,Portugal,Russia,0,0,,,Estádio do Dragão,,0-0,41.1618235,-8.5837492,"Estádio do Dragão, Portugal"
Group stage,2011-12-06,Chelsea,Valencia,England,Spain,3,0,,,Stamford Bridge,Chelsea,3-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2011-12-06,Olympiacos,Arsenal,Greece,England,3,1,,,Stadio Georgios Karaiskakis,Olympiacos,3-1,37.9464689,23.6644117,"Stadio Georgios Karaiskakis, Greece"
Group stage,2011-12-06,APOEL FC,Shakhtar,Cyprus,Ukraine,0,2,,,GSP Stadium,Shakhtar,0-2,35.1145495,33.3636882,"GSP Stadium, Cyprus"
Group stage,2011-12-06,Dortmund,Marseille,Germany,France,2,3,,,BVB Stadion Dortmund,Marseille,2-3,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
Group stage,2011-12-06,Barcelona,BATE Borisov,Spain,Belarus,4,0,,,Camp Nou,Barcelona,4-0,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2011-12-06,Viktoria Plzeň,Milan,Czech Republic,Italy,2,2,,,Stadion Eden,,2-2,50.0675695,14.4715052,"Stadion Eden, Czech Republic"
Group stage,2011-12-06,Genk,Leverkusen,Belgium,Germany,1,1,,,KRC Genk Arena,,1-1,50.6402809,4.6667145,Belgium
Group stage,2011-12-07,Benfica,Oțelul Galați,Portugal,Romania,1,0,,,Estádio do Sport Lisboa e Benfica,Benfica,1-0,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2011-12-07,Lille,Trabzonspor,France,Turkey,0,0,,,Stadium Lille Métropole,,0-0,50.6311492,3.1375115,"Stadium Lille Métropole, France"
Group stage,2011-12-07,Ajax,Real Madrid,Netherlands,Spain,0,3,,,Amsterdam ArenA,Real Madrid,0-3,52.3159898,4.9429305,"Amsterdam ArenA, Netherlands"
Group stage,2011-12-07,Inter,CSKA Moscow,Italy,Russia,1,2,,,Stadio Giuseppe Meazza,CSKA Moscow,1-2,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2011-12-07,Villarreal,Napoli,Spain,Italy,0,2,,,Estadio El Madrigal,Napoli,0-2,39.9442083,-0.1034046,"Estadio El Madrigal, Spain"
Group stage,2011-12-07,Dinamo Zagreb,Lyon,Croatia,France,1,7,,,Stadion Maksimir,Lyon,1-7,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
Group stage,2011-12-07,Manchester City,Bayern Munich,England,Germany,2,0,,,City of Manchester Stadium,Manchester City,2-0,53.4831448,-2.2005273,"City of Manchester Stadium, England"
Group stage,2011-12-07,Basel,Manchester Utd,Switzerland,England,2,1,,,St. Jakob,Basel,2-1,47.5419657,7.6178533,"St. Jakob, Switzerland"
Round of 16,2012-02-14,Lyon,APOEL FC,France,Cyprus,1,0,,,Stade de Gerland,Lyon,1-0,45.7237762,4.8322542,"Stade de Gerland, France"
Round of 16,2012-02-14,Leverkusen,Barcelona,Germany,Spain,1,3,,,BayArena,Barcelona,1-3,51.0381439,7.0030964,"BayArena, Germany"
Round of 16,2012-02-15,Zenit,Benfica,Russia,Portugal,3,2,,,Stadion Petrovski,Zenit,3-2,55.8640396,38.2099965,"Stadion Petrovski, Russia"
Round of 16,2012-02-15,Milan,Arsenal,Italy,England,4,0,,,Stadio Giuseppe Meazza,Milan,4-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Round of 16,2012-02-21,CSKA Moscow,Real Madrid,Russia,Spain,1,1,,,Stadion Luzhniki,,1-1,55.7157445,37.5537673,"Stadion Luzhniki, Russia"
Round of 16,2012-02-21,Napoli,Chelsea,Italy,England,3,1,,,Stadio San Paolo,Napoli,3-1,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Round of 16,2012-02-22,Marseille,Inter,France,Italy,1,0,,,Stade Vélodrome,Marseille,1-0,43.269835,5.3959117,"Stade Vélodrome, France"
Round of 16,2012-02-22,Basel,Bayern Munich,Switzerland,Germany,1,0,,,St. Jakob,Basel,1-0,47.5419657,7.6178533,"St. Jakob, Switzerland"
Round of 16,2012-03-06,Benfica,Zenit,Portugal,Russia,2,0,,,Estádio do Sport Lisboa e Benfica,Benfica,2-0,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Round of 16,2012-03-06,Arsenal,Milan,England,Italy,3,0,,,Arsenal Stadium,Arsenal,3-0,52.5310214,-1.2649062,England
Round of 16,2012-03-07,Barcelona,Leverkusen,Spain,Germany,7,1,,,Camp Nou,Barcelona,7-1,41.3808046,2.1158872,"Camp Nou, Spain"
Round of 16,2012-03-07,APOEL FC,Lyon,Cyprus,France,1,0,4.0,3.0,GSP Stadium,APOEL FC,1-0,35.1145495,33.3636882,"GSP Stadium, Cyprus"
Round of 16,2012-03-13,Bayern Munich,Basel,Germany,Switzerland,7,0,,,Fußball Arena München,Bayern Munich,7-0,48.2187901,11.6236227,"Fußball Arena München, Germany"
Round of 16,2012-03-13,Inter,Marseille,Italy,France,2,1,,,Stadio Giuseppe Meazza,Inter,2-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Round of 16,2012-03-14,Real Madrid,CSKA Moscow,Spain,Russia,4,1,,,Estadio Santiago Bernabéu,Real Madrid,4-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Round of 16,2012-03-14,Chelsea,Napoli,England,Italy,4,1,,,Stamford Bridge,Chelsea,4-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Quarter-finals,2012-03-27,APOEL FC,Real Madrid,Cyprus,Spain,0,3,,,GSP Stadium,Real Madrid,0-3,35.1145495,33.3636882,"GSP Stadium, Cyprus"
Quarter-finals,2012-03-27,Benfica,Chelsea,Portugal,England,0,1,,,Estádio do Sport Lisboa e Benfica,Chelsea,0-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Quarter-finals,2012-03-28,Milan,Barcelona,Italy,Spain,0,0,,,Stadio Giuseppe Meazza,,0-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Quarter-finals,2012-03-28,Marseille,Bayern Munich,France,Germany,0,2,,,Stade Vélodrome,Bayern Munich,0-2,43.269835,5.3959117,"Stade Vélodrome, France"
Quarter-finals,2012-04-03,Barcelona,Milan,Spain,Italy,3,1,,,Camp Nou,Barcelona,3-1,41.3808046,2.1158872,"Camp Nou, Spain"
Quarter-finals,2012-04-03,Bayern Munich,Marseille,Germany,France,2,0,,,Fußball Arena München,Bayern Munich,2-0,48.2187901,11.6236227,"Fußball Arena München, Germany"
Quarter-finals,2012-04-04,Chelsea,Benfica,England,Portugal,2,1,,,Stamford Bridge,Chelsea,2-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Quarter-finals,2012-04-04,Real Madrid,APOEL FC,Spain,Cyprus,5,2,,,Estadio Santiago Bernabéu,Real Madrid,5-2,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2012-04-17,Bayern Munich,Real Madrid,Germany,Spain,2,1,,,Fußball Arena München,Bayern Munich,2-1,48.2187901,11.6236227,"Fußball Arena München, Germany"
Semi-finals,2012-04-18,Chelsea,Barcelona,England,Spain,1,0,,,Stamford Bridge,Chelsea,1-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Semi-finals,2012-04-24,Barcelona,Chelsea,Spain,England,2,2,,,Camp Nou,,2-2,41.3808046,2.1158872,"Camp Nou, Spain"
Semi-finals,2012-04-25,Real Madrid,Bayern Munich,Spain,Germany,2,1,1.0,3.0,Estadio Santiago Bernabéu,Bayern Munich,2-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Final,2012-05-19,Bayern Munich,Chelsea,Germany,England,1,1,3.0,4.0,Fußball Arena München (Neutral Site),Chelsea,1-1,48.2187901,11.6236227,Fußball Arena München 
