round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
First round,1990-10-03,Spartak Moscow,Sparta Prague,Russia,Czech Republic,2,0,,,Luzhniki Stadium,Spartak Moscow,2-0,55.7157445,37.5537673,"Luzhniki Stadium, Russia"
First round,1990-10-03,Dinamo Tirana,Marseille,Albania,France,0,0,,,Selman Stermazi,,0-0,41.000028,19.9999619,Albania
First round,1990-10-03,Panathinaikos,Lech Poznań,Greece,Poland,1,2,,,OACA Spyros Louis,Lech Poznań,1-2,38.9953683,21.9877132,Greece
First round,1990-10-03,Rangers,Valletta FC,Scotland,Malta,6,0,,,Ibrox Stadium,Rangers,6-0,55.8532206,-4.3093239,"Ibrox Stadium, Scotland"
First round,1990-10-03,Club Brugge,Lillestrøm,Belgium,Norway,2,0,,,Jan Breydelstadion,Club Brugge,2-0,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Second round,1990-10-23,Bayern Munich,CSKA Sofia,Germany,Bulgaria,4,0,,,Olympiastadion,Bayern Munich,4-0,52.5145846,13.2398144,"Olympiastadion, Germany"
Second round,1990-10-24,Milan,Club Brugge,Italy,Belgium,0,0,,,Stadio San Siro,,0-0,45.4782003,9.123964,"Stadio San Siro, Italy"
Second round,1990-10-24,Napoli,Spartak Moscow,Italy,Russia,0,0,,,Stadio San Paolo,,0-0,45.4357485,8.5958371,"Stadio San Paolo, Italy"
Second round,1990-10-24,Dinamo București,Porto,Romania,Portugal,0,0,,,Dinamo,,0-0,44.4550761,26.102311,"Dinamo, Romania"
Second round,1990-10-24,Dresden,Malmö,Germany,Sweden,1,1,,,Rudolf-Harbig,,1-1,52.3741692,14.0663856,"Rudolf-Harbig, Germany"
Second round,1990-10-24,Red Star,Rangers,Serbia,Scotland,3,0,,,Stadion Rajko Mitić,Red Star,3-0,44.7832203,20.4646751,"Stadion Rajko Mitić, Serbia"
Second round,1990-10-24,Real Madrid,FC Tirol Innsbruck,Spain,Austria,9,1,,,Estadio Santiago Bernabéu,Real Madrid,9-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Second round,1990-10-25,Lech Poznań,Marseille,Poland,France,3,2,,,Stadion Miejski,Lech Poznań,3-2,53.1059626,23.1492847,"Stadion Miejski, Poland"
Second round,1990-11-06,CSKA Sofia,Bayern Munich,Bulgaria,Germany,0,3,,,Bulgarska Armia Stadion,Bayern Munich,0-3,42.6073975,25.4856617,Bulgaria
Second round,1990-11-07,FC Tirol Innsbruck,Real Madrid,Austria,Spain,2,2,,,Tivoli,,2-2,47.2598551,11.4064845,"Tivoli, Austria"
Second round,1990-11-07,Malmö,Dresden,Sweden,Germany,1,1,4.0,5.0,Malmö Stadion,Dresden,1-1,55.5858549,12.9908709,"Malmö Stadion, Sweden"
Second round,1990-11-07,Rangers,Red Star,Scotland,Serbia,1,1,,,Ibrox Stadium,,1-1,55.8532206,-4.3093239,"Ibrox Stadium, Scotland"
Second round,1990-11-07,Spartak Moscow,Napoli,Russia,Italy,0,0,5.0,3.0,Luzhniki Stadium,Spartak Moscow,0-0,55.7157445,37.5537673,"Luzhniki Stadium, Russia"
Second round,1990-11-07,Marseille,Lech Poznań,France,Poland,6,1,,,Stade Vélodrome,Marseille,6-1,43.269835,5.3959117,"Stade Vélodrome, France"
Second round,1990-11-07,Club Brugge,Milan,Belgium,Italy,0,1,,,Jan Breydelstadion,Milan,0-1,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Second round,1990-11-07,Porto,Dinamo București,Portugal,Romania,4,0,,,As Antas,Porto,4-0,41.4050336,-8.5167111,"As Antas, Portugal"
Quarter-finals,1991-03-06,Bayern Munich,Porto,Germany,Portugal,1,1,,,Olympiastadion,,1-1,52.5145846,13.2398144,"Olympiastadion, Germany"
Quarter-finals,1991-03-06,Milan,Marseille,Italy,France,1,1,,,Stadio San Siro,,1-1,45.4782003,9.123964,"Stadio San Siro, Italy"
Quarter-finals,1991-03-06,Spartak Moscow,Real Madrid,Russia,Spain,0,0,,,Luzhniki Stadium,,0-0,55.7157445,37.5537673,"Luzhniki Stadium, Russia"
Quarter-finals,1991-03-06,Red Star,Dresden,Serbia,Germany,3,0,,,Stadion Rajko Mitić,Red Star,3-0,44.7832203,20.4646751,"Stadion Rajko Mitić, Serbia"
Quarter-finals,1991-03-20,Marseille,Milan,France,Italy,3,0,,,Stade Vélodrome,Marseille,3-0,43.269835,5.3959117,"Stade Vélodrome, France"
Quarter-finals,1991-03-20,Dresden,Red Star,Germany,Serbia,0,3,,,Rudolf-Harbig,Red Star,0-3,52.3741692,14.0663856,"Rudolf-Harbig, Germany"
Quarter-finals,1991-03-20,Real Madrid,Spartak Moscow,Spain,Russia,1,3,,,Estadio Santiago Bernabéu,Spartak Moscow,1-3,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,1991-03-20,Porto,Bayern Munich,Portugal,Germany,0,2,,,As Antas,Bayern Munich,0-2,41.4050336,-8.5167111,"As Antas, Portugal"
Semi-finals,1991-04-10,Bayern Munich,Red Star,Germany,Serbia,1,2,,,Olympiastadion,Red Star,1-2,52.5145846,13.2398144,"Olympiastadion, Germany"
Semi-finals,1991-04-10,Spartak Moscow,Marseille,Russia,France,1,3,,,Luzhniki Stadium,Marseille,1-3,55.7157445,37.5537673,"Luzhniki Stadium, Russia"
Semi-finals,1991-04-24,Marseille,Spartak Moscow,France,Russia,2,1,,,Stade Vélodrome,Marseille,2-1,43.269835,5.3959117,"Stade Vélodrome, France"
Semi-finals,1991-04-24,Red Star,Bayern Munich,Serbia,Germany,2,2,,,Stadion Rajko Mitić,,2-2,44.7832203,20.4646751,"Stadion Rajko Mitić, Serbia"
Final,1991-05-29,Red Star,Marseille,Serbia,France,0,0,5.0,3.0,San Nicola (Neutral Site),Red Star,0-0,44.8002805,7.4900202,San Nicola 
