round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Quarter-finals,1996-03-06,Legia Warsaw,Panathinaikos,Poland,Greece,0,0,,,Stadion Wojska Polskiego,,0-0,52.220252,21.0407266,"Stadion Wojska Polskiego, Poland"
Quarter-finals,1996-03-06,Real Madrid,Juventus,Spain,Italy,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,1996-03-06,Dortmund,Ajax,Germany,Netherlands,0,2,,,BVB Stadion Dortmund,Ajax,0-2,51.4924922,7.4518549,"BVB Stadion Dortmund, Germany"
Quarter-finals,1996-03-06,Nantes,Spartak Moscow,France,Russia,2,0,,,La Beaujoire,Nantes,2-0,47.25976,-1.5304259,"La Beaujoire, France"
Quarter-finals,1996-03-20,Panathinaikos,Legia Warsaw,Greece,Poland,3,0,,,OACA Spyros Louis,Panathinaikos,3-0,38.9953683,21.9877132,Greece
Quarter-finals,1996-03-20,Ajax,Dortmund,Netherlands,Germany,1,0,,,Olympisch,Ajax,1-0,52.3434439,4.8540543,"Olympisch, Netherlands"
Quarter-finals,1996-03-20,Juventus,Real Madrid,Italy,Spain,2,0,,,Delle Alpi,Juventus,2-0,46.2617049,10.59038,"Delle Alpi, Italy"
Quarter-finals,1996-03-20,Spartak Moscow,Nantes,Russia,France,2,2,,,Stadion Lokomotiv,,2-2,55.1473115,61.4078083,"Stadion Lokomotiv, Russia"
Semi-finals,1996-04-03,Juventus,Nantes,Italy,France,2,0,,,Delle Alpi,Juventus,2-0,46.2617049,10.59038,"Delle Alpi, Italy"
Semi-finals,1996-04-03,Ajax,Panathinaikos,Netherlands,Greece,0,1,,,Olympisch,Panathinaikos,0-1,52.3434439,4.8540543,"Olympisch, Netherlands"
Semi-finals,1996-04-17,Panathinaikos,Ajax,Greece,Netherlands,0,3,,,OACA Spyros Louis,Ajax,0-3,38.9953683,21.9877132,Greece
Semi-finals,1996-04-17,Nantes,Juventus,France,Italy,3,2,,,La Beaujoire,Nantes,3-2,47.25976,-1.5304259,"La Beaujoire, France"
Final,1996-05-22,Ajax,Juventus,Netherlands,Italy,1,1,2.0,4.0,Stadio Olimpico (Neutral Site),Juventus,1-1,41.9339424,12.4547705,Stadio Olimpico 
