round_of_comp,date,home_team,away_team,home_nation,away_nation,home_goals,away_goals,home_penalties,away_penalties,venue,winning_team,result_90_min,latitude,longitude,location
Group stage,2022-09-07,Club Brugge,Leverkusen,Belgium,Germany,1,0,,,Jan Breydelstadion,Club Brugge,1-0,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Group stage,2022-09-07,Inter,Bayern Munich,Italy,Germany,0,2,,,Stadio Giuseppe Meazza,Bayern Munich,0-2,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2022-09-07,Barcelona,Viktoria Plzeň,Spain,Czech Republic,5,1,,,Camp Nou,Barcelona,5-1,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2022-09-13,Sporting CP,Tottenham,Portugal,England,2,0,,,Estádio José Alvalade,Sporting CP,2-0,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2022-09-13,Viktoria Plzeň,Inter,Czech Republic,Italy,0,2,,,Doosan Arena,Inter,0-2,49.7499958,13.3851196,"Doosan Arena, Czech Republic"
Group stage,2022-09-13,Liverpool,Ajax,England,Netherlands,2,1,,,Anfield,Liverpool,2-1,53.4309164,-2.9609314,"Anfield, England"
Group stage,2022-09-13,Porto,Club Brugge,Portugal,Belgium,0,4,,,Estádio Do Dragão,Club Brugge,0-4,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2022-09-13,Marseille,Eint Frankfurt,France,Germany,0,1,,,Orange Vélodrome,Eint Frankfurt,0-1,43.269835,5.3959117,"Orange Vélodrome, France"
Group stage,2022-09-13,Bayern Munich,Barcelona,Germany,Spain,2,0,,,Allianz Arena,Bayern Munich,2-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2022-09-13,Leverkusen,Atlético Madrid,Germany,Spain,2,0,,,BayArena,Leverkusen,2-0,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2022-09-14,Milan,Dinamo Zagreb,Italy,Croatia,3,1,,,Stadio Giuseppe Meazza,Milan,3-1,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2022-09-14,Shakhtar,Celtic,Ukraine,Scotland,1,1,,,Stadion Miejski Legii Warszawa im. Marsz...,,1-1,49.4871968,31.2718321,Ukraine
Group stage,2022-09-14,Manchester City,Dortmund,England,Germany,2,1,,,Etihad Stadium,Manchester City,2-1,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2022-09-14,Chelsea,RB Salzburg,England,Austria,1,1,,,Stamford Bridge,,1-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2022-09-14,Rangers,Napoli,Scotland,Italy,0,3,,,Ibrox Stadium,Napoli,0-3,55.8532206,-4.3093239,"Ibrox Stadium, Scotland"
Group stage,2022-09-14,Real Madrid,RB Leipzig,Spain,Germany,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2022-09-14,FC Copenhagen,Sevilla,Denmark,Spain,0,0,,,Parken,,0-0,55.7027042,12.5722638,"Parken, Denmark"
Group stage,2022-09-14,Juventus,Benfica,Italy,Portugal,1,2,,,Allianz Stadium,Benfica,1-2,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2022-09-14,Maccabi Haifa,Paris S-G,Israel,France,1,3,,,Sammy Ofer Stadium,Paris S-G,1-3,32.78459,34.962626,"Sammy Ofer Stadium, Israel"
Group stage,2022-10-04,Bayern Munich,Viktoria Plzeň,Germany,Czech Republic,5,0,,,Allianz Arena,Bayern Munich,5-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2022-10-04,Marseille,Sporting CP,France,Portugal,4,1,,,Orange Vélodrome,Marseille,4-1,43.269835,5.3959117,"Orange Vélodrome, France"
Group stage,2022-10-04,Porto,Leverkusen,Portugal,Germany,2,0,,,Estádio Do Dragão,Porto,2-0,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2022-10-04,Liverpool,Rangers,England,Scotland,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
Group stage,2022-10-04,Inter,Barcelona,Italy,Spain,1,0,,,Stadio Giuseppe Meazza,Inter,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2022-10-04,Eint Frankfurt,Tottenham,Germany,England,0,0,,,Deutsche Bank Park,,0-0,50.0686103,8.6454154,"Deutsche Bank Park, Germany"
Group stage,2022-10-04,Ajax,Napoli,Netherlands,Italy,1,6,,,Johan Cruyff ArenA,Napoli,1-6,52.2434979,5.6343227,Netherlands
Group stage,2022-10-04,Club Brugge,Atlético Madrid,Belgium,Spain,2,0,,,Jan Breydelstadion,Club Brugge,2-0,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Group stage,2022-10-05,RB Salzburg,Dinamo Zagreb,Austria,Croatia,1,0,,,Red Bull Arena,RB Salzburg,1-0,47.8163956,12.9982439,"Red Bull Arena, Austria"
Group stage,2022-10-05,RB Leipzig,Celtic,Germany,Scotland,3,1,,,Red Bull Arena,RB Leipzig,3-1,51.3457079,12.3482361,"Red Bull Arena, Germany"
Group stage,2022-10-05,Chelsea,Milan,England,Italy,3,0,,,Stamford Bridge,Chelsea,3-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2022-10-05,Benfica,Paris S-G,Portugal,France,1,1,,,Estádio do Sport Lisboa e Benfica,,1-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2022-10-05,Manchester City,FC Copenhagen,England,Denmark,5,0,,,Etihad Stadium,Manchester City,5-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2022-10-05,Real Madrid,Shakhtar,Spain,Ukraine,2,1,,,Estadio Santiago Bernabéu,Real Madrid,2-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2022-10-05,Juventus,Maccabi Haifa,Italy,Israel,3,1,,,Allianz Stadium,Juventus,3-1,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2022-10-05,Sevilla,Dortmund,Spain,Germany,1,4,,,Estadio Ramón Sánchez Pizjuán,Dortmund,1-4,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2022-10-11,FC Copenhagen,Manchester City,Denmark,England,0,0,,,Parken,,0-0,55.7027042,12.5722638,"Parken, Denmark"
Group stage,2022-10-11,Maccabi Haifa,Juventus,Israel,Italy,2,0,,,Sammy Ofer Stadium,Maccabi Haifa,2-0,32.78459,34.962626,"Sammy Ofer Stadium, Israel"
Group stage,2022-10-11,Celtic,RB Leipzig,Scotland,Germany,0,2,,,Celtic Park,RB Leipzig,0-2,55.8501815,-4.2068227,"Celtic Park, Scotland"
Group stage,2022-10-11,Paris S-G,Benfica,France,Portugal,1,1,,,Parc des Princes,,1-1,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2022-10-11,Milan,Chelsea,Italy,England,0,2,,,Stadio Giuseppe Meazza,Chelsea,0-2,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2022-10-11,Dinamo Zagreb,RB Salzburg,Croatia,Austria,1,1,,,Stadion Maksimir,,1-1,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
Group stage,2022-10-11,Dortmund,Sevilla,Germany,Spain,1,1,,,Signal Iduna Park,,1-1,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Group stage,2022-10-11,Shakhtar,Real Madrid,Ukraine,Spain,1,1,,,Stadion Miejski Legii Warszawa im. Marsz...,,1-1,49.4871968,31.2718321,Ukraine
Group stage,2022-10-12,Atlético Madrid,Club Brugge,Spain,Belgium,0,0,,,Estadio Cívitas Metropolitano,,0-0,39.3260685,-4.8379791,Spain
Group stage,2022-10-12,Napoli,Ajax,Italy,Netherlands,4,2,,,Stadio Diego Armando Maradona,Napoli,4-2,40.8279773,14.192889,"Stadio Diego Armando Maradona, Italy"
Group stage,2022-10-12,Rangers,Liverpool,Scotland,England,1,7,,,Ibrox Stadium,Liverpool,1-7,55.8532206,-4.3093239,"Ibrox Stadium, Scotland"
Group stage,2022-10-12,Sporting CP,Marseille,Portugal,France,0,2,,,Estádio José Alvalade,Marseille,0-2,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2022-10-12,Tottenham,Eint Frankfurt,England,Germany,3,2,,,Tottenham Hotspur Stadium,Tottenham,3-2,51.604157,-0.0662604,"Tottenham Hotspur Stadium, England"
Group stage,2022-10-12,Barcelona,Inter,Spain,Italy,3,3,,,Camp Nou,,3-3,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2022-10-12,Viktoria Plzeň,Bayern Munich,Czech Republic,Germany,2,4,,,Doosan Arena,Bayern Munich,2-4,49.7499958,13.3851196,"Doosan Arena, Czech Republic"
Group stage,2022-10-12,Leverkusen,Porto,Germany,Portugal,0,3,,,BayArena,Porto,0-3,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2022-10-25,RB Salzburg,Chelsea,Austria,England,1,2,,,Red Bull Arena,Chelsea,1-2,47.8163956,12.9982439,"Red Bull Arena, Austria"
Group stage,2022-10-25,Sevilla,FC Copenhagen,Spain,Denmark,3,0,,,Estadio Ramón Sánchez Pizjuán,Sevilla,3-0,37.3840876,-5.9706309,"Estadio Ramón Sánchez Pizjuán, Spain"
Group stage,2022-10-25,Benfica,Juventus,Portugal,Italy,4,3,,,Estádio do Sport Lisboa e Benfica,Benfica,4-3,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Group stage,2022-10-25,Celtic,Shakhtar,Scotland,Ukraine,1,1,,,Celtic Park,,1-1,55.8501815,-4.2068227,"Celtic Park, Scotland"
Group stage,2022-10-25,Dinamo Zagreb,Milan,Croatia,Italy,0,4,,,Stadion Maksimir,Milan,0-4,45.8186879,16.0179376,"Stadion Maksimir, Croatia"
Group stage,2022-10-25,RB Leipzig,Real Madrid,Germany,Spain,3,2,,,Red Bull Arena,RB Leipzig,3-2,51.3457079,12.3482361,"Red Bull Arena, Germany"
Group stage,2022-10-25,Paris S-G,Maccabi Haifa,France,Israel,7,2,,,Parc des Princes,Paris S-G,7-2,48.8413634,2.2530693,"Parc des Princes, France"
Group stage,2022-10-25,Dortmund,Manchester City,Germany,England,0,0,,,Signal Iduna Park,,0-0,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Group stage,2022-10-26,Club Brugge,Porto,Belgium,Portugal,0,4,,,Jan Breydelstadion,Porto,0-4,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Group stage,2022-10-26,Inter,Viktoria Plzeň,Italy,Czech Republic,4,0,,,Stadio Giuseppe Meazza,Inter,4-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2022-10-26,Tottenham,Sporting CP,England,Portugal,1,1,,,Tottenham Hotspur Stadium,,1-1,51.604157,-0.0662604,"Tottenham Hotspur Stadium, England"
Group stage,2022-10-26,Barcelona,Bayern Munich,Spain,Germany,0,3,,,Camp Nou,Bayern Munich,0-3,41.3808046,2.1158872,"Camp Nou, Spain"
Group stage,2022-10-26,Eint Frankfurt,Marseille,Germany,France,2,1,,,Deutsche Bank Park,Eint Frankfurt,2-1,50.0686103,8.6454154,"Deutsche Bank Park, Germany"
Group stage,2022-10-26,Napoli,Rangers,Italy,Scotland,3,0,,,Stadio Diego Armando Maradona,Napoli,3-0,40.8279773,14.192889,"Stadio Diego Armando Maradona, Italy"
Group stage,2022-10-26,Atlético Madrid,Leverkusen,Spain,Germany,2,2,,,Estadio Cívitas Metropolitano,,2-2,39.3260685,-4.8379791,Spain
Group stage,2022-10-26,Ajax,Liverpool,Netherlands,England,0,3,,,Johan Cruyff ArenA,Liverpool,0-3,52.2434979,5.6343227,Netherlands
Group stage,2022-11-01,Porto,Atlético Madrid,Portugal,Spain,2,1,,,Estádio Do Dragão,Porto,2-1,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Group stage,2022-11-01,Leverkusen,Club Brugge,Germany,Belgium,0,0,,,BayArena,,0-0,51.0381439,7.0030964,"BayArena, Germany"
Group stage,2022-11-01,Sporting CP,Eint Frankfurt,Portugal,Germany,1,2,,,Estádio José Alvalade,Eint Frankfurt,1-2,38.7612164,-9.1607831,"Estádio José Alvalade, Portugal"
Group stage,2022-11-01,Liverpool,Napoli,England,Italy,2,0,,,Anfield,Liverpool,2-0,53.4309164,-2.9609314,"Anfield, England"
Group stage,2022-11-01,Rangers,Ajax,Scotland,Netherlands,1,3,,,Ibrox Stadium,Ajax,1-3,55.8532206,-4.3093239,"Ibrox Stadium, Scotland"
Group stage,2022-11-01,Marseille,Tottenham,France,England,1,2,,,Orange Vélodrome,Tottenham,1-2,43.269835,5.3959117,"Orange Vélodrome, France"
Group stage,2022-11-01,Viktoria Plzeň,Barcelona,Czech Republic,Spain,2,4,,,Doosan Arena,Barcelona,2-4,49.7499958,13.3851196,"Doosan Arena, Czech Republic"
Group stage,2022-11-01,Bayern Munich,Inter,Germany,Italy,2,0,,,Allianz Arena,Bayern Munich,2-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Group stage,2022-11-02,Real Madrid,Celtic,Spain,Scotland,5,1,,,Estadio Santiago Bernabéu,Real Madrid,5-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Group stage,2022-11-02,Shakhtar,RB Leipzig,Ukraine,Germany,0,4,,,Stadion Miejski Legii Warszawa im. Marsz...,RB Leipzig,0-4,49.4871968,31.2718321,Ukraine
Group stage,2022-11-02,Manchester City,Sevilla,England,Spain,3,1,,,Etihad Stadium,Manchester City,3-1,53.4831448,-2.2005273,"Etihad Stadium, England"
Group stage,2022-11-02,Chelsea,Dinamo Zagreb,England,Croatia,2,1,,,Stamford Bridge,Chelsea,2-1,51.4816869,-0.1910336,"Stamford Bridge, England"
Group stage,2022-11-02,FC Copenhagen,Dortmund,Denmark,Germany,1,1,,,Parken,,1-1,55.7027042,12.5722638,"Parken, Denmark"
Group stage,2022-11-02,Milan,RB Salzburg,Italy,Austria,4,0,,,Stadio Giuseppe Meazza,Milan,4-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Group stage,2022-11-02,Juventus,Paris S-G,Italy,France,1,2,,,Allianz Stadium,Paris S-G,1-2,45.1095759,7.6421338,"Allianz Stadium, Italy"
Group stage,2022-11-02,Maccabi Haifa,Benfica,Israel,Portugal,1,6,,,Sammy Ofer Stadium,Benfica,1-6,32.78459,34.962626,"Sammy Ofer Stadium, Israel"
Round of 16,2023-02-14,Paris S-G,Bayern Munich,France,Germany,0,1,,,Parc des Princes,Bayern Munich,0-1,48.8413634,2.2530693,"Parc des Princes, France"
Round of 16,2023-02-14,Milan,Tottenham,Italy,England,1,0,,,Stadio Giuseppe Meazza,Milan,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Round of 16,2023-02-15,Club Brugge,Benfica,Belgium,Portugal,0,2,,,Jan Breydelstadion,Benfica,0-2,51.1933461,3.1805853,"Jan Breydelstadion, Belgium"
Round of 16,2023-02-15,Dortmund,Chelsea,Germany,England,1,0,,,Signal Iduna Park,Dortmund,1-0,51.4924922,7.4518549,"Signal Iduna Park, Germany"
Round of 16,2023-02-21,Liverpool,Real Madrid,England,Spain,2,5,,,Anfield,Real Madrid,2-5,53.4309164,-2.9609314,"Anfield, England"
Round of 16,2023-02-21,Eint Frankfurt,Napoli,Germany,Italy,0,2,,,Deutsche Bank Park,Napoli,0-2,50.0686103,8.6454154,"Deutsche Bank Park, Germany"
Round of 16,2023-02-22,RB Leipzig,Manchester City,Germany,England,1,1,,,Red Bull Arena,,1-1,51.3457079,12.3482361,"Red Bull Arena, Germany"
Round of 16,2023-02-22,Inter,Porto,Italy,Portugal,1,0,,,Stadio Giuseppe Meazza,Inter,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Round of 16,2023-03-07,Benfica,Club Brugge,Portugal,Belgium,5,1,,,Estádio do Sport Lisboa e Benfica,Benfica,5-1,38.7526893,-9.1846899,"Estádio do Sport Lisboa e Benfica, Portugal"
Round of 16,2023-03-07,Chelsea,Dortmund,England,Germany,2,0,,,Stamford Bridge,Chelsea,2-0,51.4816869,-0.1910336,"Stamford Bridge, England"
Round of 16,2023-03-08,Tottenham,Milan,England,Italy,0,0,,,Tottenham Hotspur Stadium,,0-0,51.604157,-0.0662604,"Tottenham Hotspur Stadium, England"
Round of 16,2023-03-08,Bayern Munich,Paris S-G,Germany,France,2,0,,,Allianz Arena,Bayern Munich,2-0,48.2187901,11.6236227,"Allianz Arena, Germany"
Round of 16,2023-03-14,Manchester City,RB Leipzig,England,Germany,7,0,,,Etihad Stadium,Manchester City,7-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Round of 16,2023-03-14,Porto,Inter,Portugal,Italy,0,0,,,Estádio Do Dragão,,0-0,41.1618235,-8.5837492,"Estádio Do Dragão, Portugal"
Round of 16,2023-03-15,Napoli,Eint Frankfurt,Italy,Germany,3,0,,,Stadio Diego Armando Maradona,Napoli,3-0,40.8279773,14.192889,"Stadio Diego Armando Maradona, Italy"
Round of 16,2023-03-15,Real Madrid,Liverpool,Spain,England,1,0,,,Estadio Santiago Bernabéu,Real Madrid,1-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,2023-04-11,Benfica,Inter,Portugal,Italy,0,2,,,Estádio da Luz (1954),Inter,0-2,38.7526893,-9.1846899,"Estádio da Luz (1954), Portugal"
Quarter-finals,2023-04-11,Manchester City,Bayern Munich,England,Germany,3,0,,,Etihad Stadium,Manchester City,3-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Quarter-finals,2023-04-12,Real Madrid,Chelsea,Spain,England,2,0,,,Estadio Santiago Bernabéu,Real Madrid,2-0,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Quarter-finals,2023-04-12,Milan,Napoli,Italy,Italy,1,0,,,Stadio Giuseppe Meazza,Milan,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Quarter-finals,2023-04-18,Chelsea,Real Madrid,England,Spain,0,2,,,Stamford Bridge,Real Madrid,0-2,51.4816869,-0.1910336,"Stamford Bridge, England"
Quarter-finals,2023-04-18,Napoli,Milan,Italy,Italy,1,1,,,Stadio Diego Armando Maradona,,1-1,40.8279773,14.192889,"Stadio Diego Armando Maradona, Italy"
Quarter-finals,2023-04-19,Bayern Munich,Manchester City,Germany,England,1,1,,,Allianz Arena,,1-1,48.2187901,11.6236227,"Allianz Arena, Germany"
Quarter-finals,2023-04-19,Inter,Benfica,Italy,Portugal,3,3,,,Stadio Giuseppe Meazza,,3-3,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Semi-finals,2023-05-09,Real Madrid,Manchester City,Spain,England,1,1,,,Estadio Santiago Bernabéu,,1-1,40.4521778,-3.6876573,"Estadio Santiago Bernabéu, Spain"
Semi-finals,2023-05-10,Milan,Inter,Italy,Italy,0,2,,,Stadio Giuseppe Meazza,Inter,0-2,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Semi-finals,2023-05-16,Inter,Milan,Italy,Italy,1,0,,,Stadio Giuseppe Meazza,Inter,1-0,45.4782003,9.123964,"Stadio Giuseppe Meazza, Italy"
Semi-finals,2023-05-17,Manchester City,Real Madrid,England,Spain,4,0,,,Etihad Stadium,Manchester City,4-0,53.4831448,-2.2005273,"Etihad Stadium, England"
Final,2023-06-10,Manchester City,Inter,England,Italy,1,0,,,Atatürk Olimpiyat Stadı (Neutral Site),Manchester City,1-0,41.0744732,28.7656611,Atatürk Olimpiyat Stadı 
